734
Feature_ID,AvgQuats_0,AvgQuats_1,AvgQuats_2,AvgQuats_3,EulerAngles_0,EulerAngles_1,EulerAngles_2,NumNeighbors,Phases,SurfaceFeatures,Volumes
117,0.66638976,0.36270228,0.49933878,0.41836894,2.7666326,1.7226355,1.7697512,12,1,1,2171.875
118,-0.67459732,-0.67225176,-0.25834012,0.16203806,4.9164791,1.684368,5.8362041,13,1,0,1437.5
119,-0.67459732,-0.67225176,-0.25834012,0.16203806,0.73770225,1.4055978,4.0097666,12,1,0,1250
120,-0.67459732,-0.67225176,-0.25834012,0.16203806,3.1814492,1.582384,5.5851197,8,1,0,140.625
121,0,0,0,1,5.6051278,0.64375985,1.4225097,15,1,0,1671.875
122,-0.76835388,0.425919,-0.47270015,0.069136485,5.7053733,0.60331124,1.3696856,1,1,0,15.625
123,0.58886862,0.076715656,0.6072588,0.52781177,2.4158621,1.2716581,2.1567686,11,1,1,656.25
124,-0.67459732,-0.67225176,-0.25834012,0.16203806,5.6331272,1.3750653,5.326797,8,1,0,265.625
125,-0.67459732,-0.67225176,-0.25834012,0.16203806,3.6371777,1.7535485,2.3151438,19,1,0,3578.125
126,-0.0735429,-0.24968803,-0.38913131,0.88364255,1.6991754,0.52665216,5.4136467,32,1,1,5781.25
127,0.10657398,-0.48745945,-0.59109092,0.63374817,2.5366263,1.0448282,5.2477298,6,1,1,515.625
128,0,0,0,1,1.6807386,0.88051164,5.6347146,14,1,0,984.375
129,0.50128043,-0.34857929,0.72095227,0.32777762,1.3898896,1.3135476,2.6051238,15,1,1,2921.875
130,0.49925202,-0.76828527,0.029819734,0.39949459,2.0725439,2.3172364,4.0616302,9,1,1,1875
131,0,0,0,1,0.13233091,0.37827641,3.8138251,1,1,0,15.625
132,-0.79092705,0.5312556,-0.30342764,0.011559585,0.94124776,2.524555,2.1241884,11,1,1,937.5
133,0,0,0,1,1.0174843,1.1432664,0.93814206,4,1,0,109.375
134,0,0,0,1,1.7942533,2.5218158,0.22694004,1,1,0,15.625
135,0.27166644,-0.028357999,-0.92686188,0.25752699,4.337368,0.55331653,4.5453854,9,1,1,546.875
136,0.20106886,0.44747356,-0.81996477,0.29495165,0.088276595,2.1849039,2.6687944,4,1,0,109.375
137,-0.67459732,-0.67225176,-0.25834012,0.16203806,1.3529611,0.51105535,4.2154536,15,1,0,1781.25
138,-0.67459732,-0.67225176,-0.25834012,0.16203806,2.4717894,1.6331342,2.4457636,19,1,0,1281.25
139,-0.46221334,0.58617139,0.40864044,0.52514273,4.7188206,1.685524,0.24181317,7,1,1,546.875
140,-0.018461041,0.55457264,0.82080251,0.13561583,3.3386133,1.176437,0.13046777,46,1,1,20281.25
141,-0.64890635,0.48766288,-0.50972456,0.28510758,3.8437731,1.6720692,0.79106528,16,1,0,1781.25
142,-0.40661713,0.62889761,0.61145353,0.25548947,4.1113324,1.6927981,6.1050253,98,1,1,62750
143,-0.16432855,0.033491127,-0.22984014,0.9586699,0.034255233,0.33700585,0.43636003,23,1,1,4578.125
144,-0.4463816,0.32367414,0.19670618,0.81073129,5.417779,1.1680384,0.3893494,11,1,1,718.75
145,0.39610404,-0.866364,-0.13504508,0.27253962,2.4596701,2.5234737,4.7436075,20,1,1,2890.625
146,0,0,0,1,0.13409719,1.0235921,0.66785693,7,1,0,203.125
147,0.32953367,-0.833875,-0.41685653,0.14930077,3.1740155,2.224184,5.5629134,9,1,0,437.5
148,-0.67459732,-0.67225176,-0.25834012,0.16203806,0.95679677,1.0744853,0.69245034,12,1,0,843.75
149,-0.34686577,0.86676544,-0.0080460347,0.35824171,5.11551,2.4086313,1.2125871,7,1,1,281.25
150,-0.11906797,-0.66710776,-0.55168259,0.48624721,0.78228569,0.62109935,4.9691362,12,1,0,1765.625
151,0.0027098376,-0.20928425,-0.96483374,0.15902404,2.9911885,0.42172176,6.1068864,17,1,1,1421.875
152,0.68457079,-0.61701125,-0.019612532,0.38765359,2.4586034,2.3443472,3.9256814,36,1,1,9796.875
153,-0.99012089,-0.12664902,0.044286635,0.040734794,5.1606131,1.8886586,0.5051949,8,1,0,437.5
154,-0.69600195,-0.21683639,0.0088896044,0.68445909,0.80360073,1.6040052,1.1786307,6,1,0,203.125
155,0.51554561,0.15130787,0.75138056,0.38307422,4.5269241,0.9355616,2.5872214,21,1,0,3640.625
156,0.46864706,-0.49359593,0.69148374,0.24203978,1.0961773,1.497264,2.7188177,11,1,1,906.25
157,0.30351281,-0.23851746,0.85279793,0.35174575,1.2959415,0.79262424,2.6280556,28,1,1,5984.375
158,0,0,0,1,4.0635695,2.2360289,5.1608415,4,1,0,78.125
159,0,0,0,1,1.8252903,1.9331666,3.2243636,6,1,0,546.875
160,0,0,0,1,3.3406062,0.60530061,5.8621244,14,1,0,2109.375
161,-0.67459732,-0.67225176,-0.25834012,0.16203806,2.7840145,0.98649746,1.1840957,9,1,0,406.25
162,-0.67459732,-0.67225176,-0.25834012,0.16203806,0.94776046,1.6085656,4.0517364,2,1,0,125
163,-0.67459732,-0.67225176,-0.25834012,0.16203806,6.2212644,1.685231,6.1194735,13,1,0,1640.625
164,-0.28152877,-0.87693805,-0.0056384671,0.38947329,1.2746298,2.3413846,5.0375075,27,1,1,7562.5
165,-0.67459732,-0.67225176,-0.25834012,0.16203806,0.091503099,2.3530724,0.28267124,5,1,0,46.875
166,0.39479947,0.40970606,0.13330877,0.81148201,3.7684975,2.426708,0.65343457,2,1,0,234.375
167,0,0,0,1,5.7515559,0.73058397,3.4962177,18,1,0,2437.5
168,0,0,0,1,0.96320528,0.49855611,5.4210453,28,1,0,3531.25
169,0,0,0,1,5.4104085,1.9566504,2.1312099,2,1,0,140.625
170,0,0,0,1,3.6627705,1.0678836,4.0810041,5,1,0,31.25
171,-0.16838603,-0.3914943,-0.44646046,0.78679818,6.2825851,2.6489925,3.4195654,24,1,0,5093.75
172,0,0,0,1,3.530292,1.5834829,5.16781,8,1,0,796.875
173,0.2533851,0.91656393,0.28605893,0.11780002,3.2625179,2.5125427,0.66035491,2,1,1,15.625
174,-0.03011417,-0.93199843,0.1757517,0.31556833,1.0303425,2.4024642,4.2365355,5,1,1,390.625
175,0,0,0,1,3.965131,0.5234229,2.4007556,14,1,0,703.125
176,0.76151669,-0.14713986,-0.17871492,0.60539508,3.237776,1.7753351,3.6195109,13,1,1,1281.25
177,0.22150746,-0.63293231,-0.19069982,0.71691334,2.1674256,1.4699632,4.6357217,11,1,1,843.75
178,-0.2912631,-0.20703709,0.15200873,0.92151767,0.45447165,0.7308566,5.5017486,19,1,1,1734.375
179,0.28772104,-0.18577129,-0.8687157,0.35782498,3.7483437,0.69911617,4.8949866,27,1,1,3453.125
180,-0.67459732,-0.67225176,-0.25834012,0.16203806,2.3877089,2.190587,1.0890161,11,1,0,1187.5
181,0,0,0,1,0.90225112,1.8136011,0.44240296,15,1,0,1765.625
182,-0.67459732,-0.67225176,-0.25834012,0.16203806,0.64843673,2.5199187,0.24768785,4,1,0,218.75
183,-0.67956614,0.38021803,0.60754329,0.1565738,2.0905991,0.82406026,6.0565524,16,1,0,890.625
184,0,0,0,1,2.7183425,2.7044604,2.2594368,10,1,0,390.625
185,0.37718838,0.76364255,-0.22081335,0.47520569,4.688592,2.0385048,2.4645641,9,1,0,437.5
186,-0.53377181,-0.25425211,0.75692517,0.27840224,5.5093722,1.2651737,4.6203046,41,1,1,16203.125
187,0,0,0,1,3.5237427,2.4880393,0.090242684,16,1,0,2687.5
188,-0.20673306,-0.21521853,0.77804399,0.55280197,6.1356344,0.60608441,4.5246234,28,1,1,4875
189,0,0,0,1,3.9064245,1.288651,2.2150996,15,1,0,2250
190,-0.33744353,-0.80732721,0.24668899,0.41653234,0.64019263,2.1309197,4.5735979,15,1,1,3437.5
191,0,0,0,1,5.5155773,1.025493,3.2185986,10,1,0,578.125
192,0,0,0,1,1.7303675,1.3852497,1.8139714,13,1,0,1109.375
193,0.52713537,-0.60468966,0.073644787,0.5924992,2.164119,1.8619342,3.8717444,20,1,1,2375
194,0,0,0,1,5.6275196,2.4199076,0.21731281,2,1,0,15.625
195,-0.67459732,-0.67225176,-0.25834012,0.16203806,0.91940844,2.1454563,1.9317262,7,1,0,578.125
196,0.60411161,-0.60312545,-0.5150075,0.077821247,3.7778351,2.0458906,5.3469977,41,1,1,15609.375
197,-0.1440396,0.74139595,0.38518193,0.53030133,4.2760906,1.7120967,0.75071573,23,1,1,6343.75
198,0,0,0,1,5.1546283,1.7997489,1.5881114,8,1,0,359.375
199,0.54143798,-0.7975325,-0.17472045,0.20064807,2.8836498,2.6029899,4.832406,30,1,1,8187.5
200,0.60808122,-0.03229332,-0.56194013,0.55983722,3.8758082,1.3094423,3.9819224,17,1,1,2703.125
201,0,0,0,1,4.638381,2.1047797,0.70055532,14,1,0,2343.75
202,0,0,0,1,5.8948865,1.533165,4.9268579,10,1,0,765.625
203,0.59932935,-0.47555119,0.026412468,0.64339542,2.429816,1.7423255,3.7713118,19,1,1,1546.875
204,0.24155375,-0.83199853,0.33092809,0.37405452,1.1290572,2.0957115,3.7055271,10,1,1,2046.875
205,0,0,0,1,5.9319224,1.2231827,0.57634681,11,1,0,656.25
206,0.97872305,-0.19385187,0.056671586,0.036207948,2.5768142,2.313302,1.0424465,60,1,0,31953.125
207,0.2474972,-0.84442317,0.13865106,0.45439023,1.5597448,2.1514981,4.1311154,15,1,1,2609.375
208,-0.40758097,-0.75784522,0.49577573,0.11728095,6.0220351,2.0724809,3.8673234,21,1,1,2250
209,-0.67459732,-0.67225176,-0.25834012,0.16203806,0.67067343,1.7319639,6.2613626,9,1,0,265.625
210,0,0,0,1,1.9437994,3.0069892,2.3348701,18,1,0,1984.375
211,-0.47598597,-0.2178971,0.50339931,0.68742079,6.0804129,1.1018839,5.2218022,18,1,1,1625
212,0.51285183,-0.31791174,0.72520781,0.33164549,1.4447972,1.2955019,2.5546298,18,1,1,3312.5
213,-0.44045186,-0.2729615,-0.70184815,0.48877734,1.5172818,1.0894326,0.4076795,5,1,1,218.75
214,0,0,0,1,5.9933624,1.7240487,5.8716793,13,1,0,765.625
215,-0.67459732,-0.67225176,-0.25834012,0.16203806,5.529458,2.0191226,5.7783351,12,1,0,531.25
216,0,0,0,1,1.5869411,2.4583223,4.6849022,1,1,0,31.25
217,-0.58758056,-0.44988281,0.043123022,0.67118925,0.58928365,1.666232,5.5655808,9,1,1,1796.875
218,0,0,0,1,0.75415325,0.73372334,5.7828321,7,1,0,437.5
219,0.59487271,-0.20353673,0.099373847,0.77124834,2.6837845,1.3598366,3.3431165,6,1,1,1718.75
220,-0.67459732,-0.67225176,-0.25834012,0.16203806,0.90182948,2.0389562,5.7436938,13,1,0,1296.875
221,-0.67459732,-0.67225176,-0.25834012,0.16203806,1.8632299,2.2643492,1.9714068,3,1,0,31.25
222,0,0,0,1,1.2924211,2.4516218,5.2530804,1,1,0,15.625
223,-0.67459732,-0.67225176,-0.25834012,0.16203806,4.8141665,0.75167668,2.6635125,2,1,0,15.625
224,0,0,0,1,5.4513769,0.88247675,2.2164214,21,1,0,2500
225,0.47363251,-0.77046865,0.3759155,0.20183609,1.043927,2.2599697,3.0831552,26,1,1,9953.125
226,-0.16043165,-0.36693078,-0.73561716,0.54634321,0.74596465,2.5883205,0.15160455,22,1,0,5343.75
227,-0.67459732,-0.67225176,-0.25834012,0.16203806,4.0022821,1.2243114,1.1432877,13,1,0,1234.375
228,-0.26381668,-0.67499518,-0.18279931,0.66435438,1.1956508,2.1643007,0.86551672,6,1,0,265.625
229,0,0,0,1,1.7942533,2.5218158,0.22694004,1,1,0,15.625
230,-0.91981226,-0.28169173,-0.1184993,0.24607538,2.9359455,1.7942519,0.46454823,5,1,0,156.25
231,-0.67459732,-0.67225176,-0.25834012,0.16203806,6.165772,0.68669587,3.7797637,15,1,0,2187.5
232,-0.99012089,-0.12664902,0.044286635,0.040734794,5.8960552,2.8423204,5.9870095,1,1,0,15.625
233,0,0,0,1,6.1196918,2.7978601,1.1735884,39,1,0,11437.5
234,0.86455637,0.093711823,-0.32615188,0.37065536,3.9711812,2.1088657,3.7552383,3,1,1,109.375
235,0.17091964,0.59576702,0.52724111,0.5812614,3.6962986,1.3369753,1.1134785,31,1,1,7609.375
236,-0.65450943,-0.71998757,0.12461778,0.19417961,1.7065395,0.68068612,0.6084342,10,2,0,1156.25
237,-0.20074673,-0.33438793,-0.29059646,0.87375003,1.3512034,0.80130368,5.5741363,8,2,1,906.25
238,0.75162405,0.53855872,0.07916867,0.37248912,3.5539012,2.3602495,2.3104374,10,2,1,1312.5
239,-0.87102491,-0.28605586,-0.31580013,0.24445449,2.0776644,1.8795767,6.0549617,9,2,0,640.625
240,0.15169746,0.9007718,0.37125841,0.16662911,0.49311191,1.2779607,1.3251617,6,2,0,93.75
241,-0.28474677,-0.1742088,-0.86326671,0.37860414,1.4616809,0.62436253,5.3229032,6,2,0,109.375
242,0.31609514,-0.38747358,0.83896703,0.21466832,6.2397451,2.3393769,1.9472572,3,2,0,62.5
243,-0.70684284,-0.49388525,0.45630309,0.21963155,1.7065395,0.68068612,0.6084342,1,2,0,15.625
244,-0.23164037,0.54809421,0.60206431,0.53240401,2.7516434,1.297335,5.133348,5,2,0,78.125
245,-0.28474677,-0.1742088,-0.86326671,0.37860414,5.6527166,2.1828468,3.4853792,1,2,0,15.625
246,0.66840369,0.50789315,-0.50177503,0.20857355,4.9682279,1.9926341,3.6686647,24,2,1,5953.125
247,0.04960607,-0.55772668,0.45919734,0.68965065,1.0720758,1.1885986,4.0362487,8,2,1,312.5
248,-0.72013092,0.50481451,0.20933104,0.4274976,5.2164397,2.1493967,0.1560533,4,2,1,234.375
249,-0.58231127,-0.4463332,-0.52965617,0.42563426,0.74696374,2.3925407,4.7938704,1,2,0,15.625
250,0.18839033,-0.48472577,0.4456934,0.72863394,6.159987,2.3427079,5.6025391,4,2,0,109.375
251,-0.036312301,-0.067874976,0.86200601,0.50101912,3.5531282,0.60863942,5.1186347,12,2,0,1796.875
252,-0.65450943,-0.71998757,0.12461778,0.19417961,3.1545422,0.98532587,4.7223539,1,2,0,15.625
253,-0.42989752,-0.25060171,0.19516948,0.84516019,5.5763979,1.7069681,3.7830749,1,2,0,15.625
254,-0.46921328,0.36422405,0.65434515,0.46798739,4.6731567,1.272011,5.9933305,5,2,1,78.125
255,-0.50862831,-0.59880519,-0.020672472,0.61830592,4.7042494,1.0569301,5.5499692,12,2,0,562.5
256,0.21930809,-0.3836323,0.64343333,0.62507898,1.2902522,0.91541648,3.3932004,6,2,1,187.5
257,-0.58231127,-0.4463332,-0.52965617,0.42563426,0.67752743,0.2106925,4.1277537,5,2,0,234.375
258,-0.17646916,0.32718974,-0.87693709,0.30460912,3.8358431,2.1264369,4.415998,3,2,0,15.625
259,0.41320226,0.021541337,0.56209552,0.71613443,2.5282111,0.85316807,2.4240401,6,2,1,156.25
260,0.067136653,0.91980618,0.38269082,0.054744817,3.2108202,2.3477373,0.21494901,25,2,1,4515.625
261,-0.34723446,-0.41090366,0.65604872,0.52932644,6.2604694,1.1360583,4.5221043,7,2,1,578.125
262,-0.28474677,-0.1742088,-0.86326671,0.37860414,6.0798259,0.70030332,0.80727768,4,2,0,31.25
263,0.78075427,0.52881593,0.0023295206,0.33282283,3.7299314,2.4629843,2.5392559,5,2,1,62.5
264,-0.0090307528,-0.024093032,-0.95843422,0.28415111,3.3992302,0.76599485,5.9948649,7,2,0,359.375
265,-0.52200949,-0.56953526,0.58554053,0.24551578,4.6163783,0.70912415,3.11991,4,2,0,140.625
266,-0.4408606,0.47565901,-0.75587499,0.089685015,0.62934989,1.4113406,2.2760458,2,2,1,62.5
267,-0.28474677,-0.1742088,-0.86326671,0.37860414,0.78357124,1.798604,3.0631864,9,2,0,218.75
