708
Feature_ID,AvgQuats_0,AvgQuats_1,AvgQuats_2,AvgQuats_3,EulerAngles_0,EulerAngles_1,EulerAngles_2,NumNeighbors,Phases,SurfaceFeatures,Volumes
81,0.41925222,-0.20185958,-0.50821733,0.72470367,3.3044562,0.96798497,4.2018929,17,1,1,675
82,-0.79931939,0.34347838,-0.29493478,0.39512604,0.23535748,2.1103787,1.04707,22,1,1,786.375
83,0.20933609,0.56061554,-0.17739783,0.78129292,0.021817684,0.39219049,3.0864422,8,1,0,118.125
84,-0.98930633,-0.11785041,0.071717769,0.0473384,2.5318077,1.5704812,4.2497125,19,1,0,398.25
85,-0.40686348,-0.70547819,0.012029253,0.5801878,0.17457172,1.2705895,0.33197066,12,1,0,138.375
86,-0.87667143,0.016624101,0.36299166,0.31529003,5.4143729,2.9695158,5.1772418,15,1,0,259.875
87,0.53523958,0.60499603,-0.27352706,0.52218896,1.9480842,2.3985436,2.6258523,9,1,0,111.375
88,0.98420286,-0.13224496,-0.029071569,0.11406513,2.0932581,2.2344987,2.1792829,22,1,0,604.125
89,-0.77845991,0.25086254,0.4315871,0.3805269,4.2775965,1.4700868,3.5922742,11,1,0,87.75
90,-0.35484159,0.66022807,0.56353408,0.34729779,4.1870599,1.6947407,0.059148803,14,1,1,253.125
91,0.98420286,-0.13224496,-0.029071569,0.11406513,2.9088366,1.1560335,2.8015926,12,1,0,182.25
92,-0.63807827,-0.045312166,0.45561627,0.61904502,5.7196002,1.3881772,5.5778112,7,1,1,158.625
93,0.20562668,0.85210186,-0.31910029,0.36029866,4.0068622,1.9931716,0.60592228,12,1,0,138.375
94,-0.62317294,0.30951837,0.082836285,0.71343678,5.706605,1.5390832,0.34539777,15,1,1,337.5
95,0.86509585,-0.19606587,0.34932515,0.301893,5.2972364,1.7457398,3.0576684,25,1,0,553.5
96,0.15116404,0.72744852,0.56386131,0.36059466,5.1275187,1.9835887,4.6775637,22,1,0,634.5
97,-0.44798726,0.21664447,-0.82680058,0.26224679,0.81321329,1.0417095,1.7140889,15,1,1,499.5
98,-0.39810389,0.13078943,-0.34449685,0.84007692,1.5754384,2.061713,3.0448637,13,1,0,249.75
99,-0.10066584,-0.027878923,0.75898951,0.6426695,5.6851635,0.20929174,5.1448159,9,1,1,222.75
100,0.89102858,-0.13924193,0.17841093,0.39350897,0.16417146,1.1685281,5.4831214,7,1,0,121.5
101,0.36966065,0.077829249,-0.36489061,0.85096914,3.7541842,0.77476239,3.3391609,16,1,1,364.5
102,0.49908689,0.22070806,-0.30893269,0.77894849,0.40438893,0.89373124,2.3394268,25,1,0,627.75
103,0.8774966,0.17244282,-0.42029572,0.15367088,4.5559063,2.2136395,4.1678181,20,1,1,725.625
104,-0.2451728,0.35585979,-0.88402849,0.1781787,4.4872079,1.3220425,0.24054147,16,1,0,563.625
105,0.54831111,0.12989864,0.030497698,0.82556111,4.761097,1.6257325,1.944271,18,1,0,712.125
106,-0.49190894,-0.069266371,0.8196097,0.28542557,5.1873918,1.0397272,4.9076085,14,1,1,168.75
107,0.56668025,0.64376044,-0.47887176,0.18742436,4.9437485,1.0329227,4.1931334,10,1,0,97.875
108,0.67084754,-0.061564617,0.41237023,0.61328971,2.4581227,1.4783177,2.6411529,15,1,1,381.375
109,-0.78781283,-0.5242939,0.043488674,0.32027423,0.71402615,2.5548069,4.1257954,17,1,0,286.875
110,-0.1923494,-0.043509364,0.69556522,0.69086725,4.3095665,2.6209617,1.9431828,22,1,0,752.625
111,0.090970322,-0.1499418,0.94842148,0.26408079,0.19151251,0.43980476,3.8993657,37,1,0,1323
112,0.33223185,0.86385775,-0.37823957,0.017510708,4.8561635,2.382272,4.4174862,13,1,0,246.375
113,0.09593939,0.8665815,0.17579049,0.45708844,4.067955,1.0998476,2.3979962,5,1,0,77.625
114,-0.60323328,-0.33236492,0.091763951,0.7191819,0.37668043,1.5194875,5.6526866,15,1,1,378
115,0.89002538,0.25068229,0.29534134,0.24038874,2.5285218,2.3602569,1.9794317,4,1,1,33.75
116,0.29813915,0.56575561,-0.38214287,0.66708356,4.7476163,1.3877078,2.5760119,18,1,1,513
117,0.3100754,-0.35435727,-0.82242244,0.31922638,3.4901905,0.98054677,5.1940823,13,1,1,472.5
118,-0.41905048,-0.15751016,0.52771157,0.72187787,4.7520609,1.5566819,4.6539769,13,1,0,162
119,0.10546599,-0.070304923,0.54924399,0.82599348,1.8221401,2.8458056,4.4767094,9,1,0,263.25
120,0.5664925,-0.045814451,-0.57835793,0.58522594,1.4288206,0.3996318,4.5259643,10,1,0,108
121,-0.47509822,0.52794617,0.5935303,0.37851864,4.4420609,1.5796874,6.118135,17,1,1,357.75
122,-0.22797363,0.81852579,-0.1689976,0.49948311,1.2503068,2.2314627,0.63501602,10,1,0,155.25
123,-0.58527553,-0.28298756,0.16753796,0.74114889,0.2280551,1.4154308,5.6104999,17,1,1,459
124,-0.029159093,-0.54293418,-0.36760017,0.75448149,3.2017138,2.6698141,2.4315889,12,1,0,138.375
125,-0.57086563,0.56190902,0.54011309,0.25816399,4.3807755,1.8579863,5.9357586,5,1,1,64.125
126,0.82800853,0.54881305,0.059823461,0.098118678,4.1220851,0.96542329,2.6176305,7,1,0,118.125
127,-0.89040148,0.16379015,0.36469543,0.21761243,1.9366416,1.4288646,2.7578757,18,1,0,313.875
128,0.056759235,0.72400272,-0.29549527,0.62071007,5.0784655,1.6256269,2.0933456,11,1,1,276.75
129,-0.39810389,0.13078943,-0.34449685,0.84007692,0.91920662,0.81575102,5.9308367,6,1,0,124.875
130,-0.3222166,0.52256894,0.55386263,0.56243616,1.2112792,1.2980119,4.0738835,24,1,0,816.75
131,0.10993773,0.64130282,0.14122048,0.74612409,4.3555512,1.4169009,1.5535153,26,1,1,1032.75
132,0.088623494,-0.80763483,0.56378591,0.14838228,0.36664769,1.8967963,3.2896507,20,1,1,948.375
133,0.097037554,0.83921838,-0.53342289,0.041908108,6.0896645,2.0124195,3.1783063,11,1,1,408.375
134,0.52668417,-0.60126269,-0.59972245,0.037683114,5.0464034,0.75859624,0.17277594,12,1,0,162
135,-0.28598249,0.78635055,0.17855036,0.51767421,2.6350019,1.9874165,0.76015985,10,1,0,87.75
136,-0.18453483,-0.36800179,-0.66391087,0.6242947,5.3622413,0.50557196,2.7034409,1,1,0,3.375
137,-0.11230616,-0.47734287,-0.85268271,0.18017562,6.1201816,1.8610141,1.7881285,16,1,0,202.5
138,-0.0086713927,-0.83143371,-0.18636535,0.5233649,1.9024578,1.9635288,5.0649085,13,1,1,273.375
139,-0.28598249,0.78635055,0.17855036,0.51767421,3.5627449,0.16636963,4.066359,20,1,0,313.875
140,0.0038490717,0.65456176,0.58016288,0.48471141,5.2712274,1.9117703,0.19074333,4,1,0,23.625
141,-0.013878143,-0.3682225,-0.30356598,0.87867355,0.85044801,0.93801463,4.6255236,5,1,0,6.75
142,-0.029159093,-0.54293418,-0.36760017,0.75448149,0.1701875,2.8116422,0.75529236,1,1,0,16.875
143,0.72155678,-0.0059392136,-0.3842096,0.57593715,3.8855028,1.1469672,0.70220387,11,1,0,155.25
144,0.52668417,-0.60126269,-0.59972245,0.037683114,5.5431962,1.9109094,1.5154593,15,1,0,367.875
145,-0.2201263,0.83081871,-0.31208378,0.40483132,1.5290504,1.6423004,4.0593605,9,1,0,178.875
146,0.82875931,0.3291443,-0.31960517,0.32042876,4.3037539,2.202296,3.5476544,13,1,0,259.875
147,0.13034882,0.78442347,0.18371552,0.57787341,4.2399101,1.8386083,1.4276512,6,1,0,57.375
148,0.13333355,-0.090275608,-0.59898925,0.78440064,1.6279882,1.666198,3.3602405,1,1,0,16.875
149,-0.29716009,0.56327581,0.70659721,0.30844232,5.0684586,2.2643633,5.4322929,22,1,0,445.5
150,-0.57218289,0.74806345,0.24761958,0.22735953,2.0673816,0.62806618,0.57828051,11,1,0,87.75
151,-0.54588002,0.29228291,-0.2271519,0.75165659,4.1219525,0.94272351,2.7617009,16,1,0,519.75
152,0.53523958,0.60499603,-0.27352706,0.52218896,0.89593279,1.2837261,2.4437673,20,1,0,357.75
153,0.079097621,0.75422794,0.53669077,0.36992815,3.5166724,1.0137668,2.3725696,10,1,0,124.875
154,0.70055574,0.038772479,0.5009805,0.50669217,2.4171517,1.555359,2.3065739,6,1,1,37.125
155,0.077281818,-0.98755157,0.13273314,0.03393114,1.1645527,0.67727274,5.7429876,14,1,0,209.25
156,-0.013878143,-0.3682225,-0.30356598,0.87867355,2.8822916,2.379123,3.9777093,11,1,0,97.875
157,0.63646287,-0.57500631,0.37985873,0.34639588,3.3350925,1.7173991,5.1071048,19,1,0,506.25
158,-0.77758163,0.45492357,0.0017430203,0.43406028,3.8595889,1.3107604,4.9954638,1,1,0,10.125
159,0.91727084,-0.14229488,-0.22892101,0.29319185,3.6506076,2.3793185,3.9584112,7,1,1,33.75
160,-0.38848937,0.41648349,0.81471777,0.10886917,4.2160196,0.47912872,4.7417865,26,1,0,891
161,-0.57477683,-0.35399801,0.71360147,0.18732317,3.4437821,1.4523857,1.8758544,4,1,0,43.875
162,0.56668025,0.64376044,-0.47887176,0.18742436,4.0125289,1.5194409,5.0732875,27,1,0,718.875
163,-0.057199221,-0.1796114,-0.6936605,0.69520003,2.0467799,0.37926775,5.804985,12,1,1,131.625
164,0.81203824,-0.093434453,0.40292543,0.41172194,2.2524343,1.9137522,2.48155,3,1,1,23.625
165,0.51575774,-0.60764271,0.59125185,0.1232299,0.90926832,1.8446789,2.643285,17,1,1,324
166,-0.068209186,-0.34740108,-0.86560172,0.35410962,2.5593989,0.72376174,6.0887418,15,1,1,418.5
167,-0.29716009,0.56327581,0.70659721,0.30844232,0.32837126,2.8667252,3.3137703,15,1,0,529.875
168,-0.39810389,0.13078943,-0.34449685,0.84007692,5.8005338,2.584167,5.7354178,20,1,0,745.875
169,0.5016129,0.52502573,-0.4799614,0.49231032,3.7680607,0.64870507,4.9396014,13,1,0,273.375
170,-0.29501534,-0.011190418,-0.75893193,0.58039904,2.1019273,0.53776741,4.0222726,3,1,0,16.875
171,0.5387339,-0.79061234,-0.019250559,0.29039162,5.0729885,0.92948925,5.0864239,12,1,0,104.625
172,-0.079672471,0.4992359,0.64750677,0.57021993,4.021862,1.0600464,0.56376082,34,1,1,1994.625
173,0.56668025,0.64376044,-0.47887176,0.18742436,4.5680366,2.9382982,2.3703651,12,1,0,202.5
174,0.57354885,-0.19311108,-0.77345616,0.18845519,4.1486192,1.2999991,4.7981653,8,1,1,162
175,-0.39810389,0.13078943,-0.34449685,0.84007692,2.332267,0.55692297,3.2889507,7,1,0,64.125
176,-0.16702801,0.45796156,0.54574668,0.68156689,2.5279424,1.5373693,0.22123808,10,1,0,101.25
177,-0.41585028,0.81654233,-0.39962101,0.025103612,0.40830937,2.317667,2.607811,8,1,1,77.625
178,0.14848459,0.50555992,0.57446533,0.62637931,3.6845253,1.1099313,1.1142726,10,1,1,124.875
179,-0.75184506,-0.078057431,0.65414906,0.026927257,5.6529169,0.67493278,5.9024549,3,1,0,20.25
180,0.50864738,-0.48541474,0.16547644,0.69156915,2.1447005,1.5594954,3.6687624,13,1,1,259.875
181,0.5181753,-0.7998029,0.17499812,0.24735674,1.5299553,2.525912,3.5217829,21,1,1,621
182,0.14034449,0.53951162,0.55277163,0.61941439,3.729291,1.182663,1.0966824,1,1,1,3.375
183,-0.38588524,-0.13521028,-0.7123819,0.57037073,2.3845363,1.5905148,3.6468999,22,1,0,529.875
184,0.63056177,-0.6821155,-0.36338997,0.071119294,3.6944695,2.3829632,5.3437729,12,1,1,519.75
185,-0.29716009,0.56327581,0.70659721,0.30844232,2.4044058,1.88721,1.5630074,8,1,0,74.25
186,0.18430771,0.83202046,0.41328117,0.32089135,3.71382,0.7794416,3.3847508,12,1,0,337.5
187,-0.39810389,0.13078943,-0.34449685,0.84007692,3.5954964,1.9505802,0.088379614,14,1,0,259.875
188,0.54831111,0.12989864,0.030497698,0.82556111,0.26007655,1.9870975,1.277177,12,1,0,212.625
189,-0.27135763,0.44760337,-0.026512543,0.85165328,2.4493322,2.1761732,2.5650814,10,1,0,87.75
190,-0.84644747,0.15907435,-0.39909866,0.31455088,2.0591798,2.6933427,0.47862467,12,1,0,155.25
191,0.7107445,0.069275156,-0.69215173,0.10473381,4.6593733,1.5907112,4.4650502,14,1,1,475.875
192,-0.88587421,-0.30494678,-0.34583938,0.051278271,1.7551244,2.4272611,1.0920693,21,1,1,1157.625
193,-0.65823227,-0.54643393,0.17866668,0.48602319,0.34058312,2.052985,5.2380509,6,1,1,30.375
194,0.54518682,0.70393974,-0.29017422,0.35076934,4.7445421,2.1963172,2.9209189,7,1,1,87.75
195,-0.12168831,0.80420983,-0.51996875,0.2609041,5.9682984,1.8998241,2.526356,13,1,1,216
196,0.052211199,-0.72478366,-0.46904764,0.50195313,2.394232,1.6269004,5.3919992,32,1,1,1380.375
197,0.56668025,0.64376044,-0.47887176,0.18742436,1.6283721,1.4114681,5.530767,13,1,0,209.25
198,-0.72049552,-0.012606651,-0.27808309,0.63513541,2.6766446,1.1939696,1.7429736,10,1,0,114.75
199,0.23736466,0.34942251,0.87541252,0.2349785,5.4880409,2.9075594,2.173681,11,1,0,108
200,0.56668025,0.64376044,-0.47887176,0.18742436,3.1863794,1.8830711,4.8568721,7,1,0,114.75
201,-0.86428475,-0.21323144,0.077082671,0.44900161,0.07186535,2.1955674,5.8712831,11,1,1,111.375
202,-0.75184506,-0.078057431,0.65414906,0.026927257,1.6410291,0.90750366,2.1488156,11,1,0,168.75
203,0.61339742,0.14977834,-0.57128453,0.524351,4.2092934,1.3667636,3.7303095,8,1,1,128.25
204,-0.2317359,0.29690611,-0.88558936,0.2718026,5.7430568,1.8065171,1.9260923,16,1,0,401.625
205,-0.82143939,0.034754787,-0.44080833,0.36016321,4.3396826,2.6727645,1.0737569,13,1,0,378
206,-0.042295374,-0.17432819,-0.85449773,0.48749813,5.1232495,1.9154425,5.7467437,7,1,0,145.125
207,-0.38763532,0.099288531,0.81550813,0.41812328,0.86087275,2.5366211,0.00089309213,1,1,0,3.375
208,0.53523958,0.60499603,-0.27352706,0.52218896,3.5239308,1.307835,6.1193652,31,1,0,1971
209,-0.26395401,0.47814161,-0.62999243,0.55210358,6.0679917,1.1555474,1.9175807,11,1,0,155.25
210,0.96559495,0.16900283,-0.044349246,0.19260736,3.5411749,2.7436781,3.1946359,10,1,1,259.875
211,-0.34613425,0.34250948,-0.51745975,0.7036432,6.1371427,1.0171919,1.4142264,4,1,1,33.75
212,-0.53145617,-0.21936156,-0.4007774,0.71331078,2.3827403,0.74270225,5.1228232,6,1,0,87.75
213,-0.29716009,0.56327581,0.70659721,0.30844232,2.6246979,1.9695661,1.50231,6,1,0,70.875
214,0.54831111,0.12989864,0.030497698,0.82556111,1.575995,0.48226529,5.8923163,22,1,0,560.25
215,-0.36698413,0.12621552,0.87288326,0.29574826,0.99663764,2.372937,4.5987768,7,1,0,64.125
216,0.45284712,-0.83465916,0.24579863,0.19456774,3.1469865,2.4602501,4.9599943,13,1,0,148.5
217,0.028053343,-0.48831365,0.11411923,0.86471939,1.4969685,1.0221584,4.5237885,6,1,1,60.75
218,-0.39810389,0.13078943,-0.34449685,0.84007692,4.8133197,1.7526201,1.6179752,3,1,0,16.875
219,0.0379037,0.61893088,-0.68180531,0.38810995,4.7078133,0.79709935,5.3703208,10,1,0,111.375
220,-0.78136694,0.37583655,-0.36596647,0.33805478,4.2127986,0.37738144,4.9806743,12,1,0,175.5
221,-0.12214851,0.078366004,0.67953402,0.71914679,1.8131095,0.1587785,0.97887731,14,1,0,246.375
222,-0.38588524,-0.13521028,-0.7123819,0.57037073,0.23072095,1.0735468,2.4009538,10,1,0,168.75
223,-0.28598249,0.78635055,0.17855036,0.51767421,2.3827403,0.74270225,5.1228232,16,1,0,270
224,0.13874908,-0.93521816,0.24141879,0.21870688,0.88336372,2.4779742,3.7303848,34,1,1,2062.125
225,0.35589552,0.071121879,-0.55162722,0.75099099,6.0246477,1.197263,4.6465564,8,1,0,67.5
226,-0.88517934,-0.29542828,0.33234522,0.13684426,5.4251113,2.4063091,4.7808609,12,1,1,246.375
227,0.35300627,-0.73292893,0.50676471,0.28529161,0.96159405,1.9003243,3.2054863,12,1,1,286.875
228,0.55449104,-0.54655695,0.59664547,0.19449748,1.1077265,1.7847958,2.6641111,9,1,1,371.25
229,-0.77845991,0.25086254,0.4315871,0.3805269,2.6007397,2.929122,5.1368828,18,1,0,411.75
230,0.24129172,0.63995159,-0.15967414,0.71185982,4.5724783,1.506271,2.1520135,9,1,1,178.875
231,-0.055130601,0.51404387,0.85592079,0.010919025,1.3035302,2.2085915,2.2490838,9,1,0,232.875
232,-0.29716009,0.56327581,0.70659721,0.30844232,1.3964049,2.2890105,0.052815177,13,1,0,411.75
233,0.8980673,-0.03865185,0.3699508,0.23477145,3.0185275,2.2860627,0.8315959,16,1,0,344.25
234,0.14769737,0.94390953,-0.22787768,0.1878617,5.4385285,2.5419893,2.6073668,9,1,1,121.5
235,0.4036074,0.048665978,0.85057312,0.33355382,3.8768563,2.0158575,4.7668185,9,1,0,141.75
236,-0.087032177,0.57910484,0.51838213,0.62317163,4.1677008,1.2512604,0.72776604,8,1,0,67.5
237,0.37393725,-0.0021636481,0.84054488,0.39198285,2.0013721,0.76651478,2.0129442,16,1,1,327.375
238,-0.69696146,-0.27531624,0.63865107,0.17484422,5.3558211,1.6942182,4.6034031,21,1,1,577.125
239,0.42117283,0.31485701,-0.51428252,0.67748946,4.432838,1.1074356,3.1489472,9,1,1,124.875
240,0.34437406,-0.35047737,0.84627879,0.2058748,1.01525,1.0272853,2.6036131,5,1,1,43.875
241,0.61836314,0.3210932,0.71662533,0.031212986,4.2349782,2.1180403,1.3139079,16,1,0,324
242,-0.84504074,-0.27849391,-0.14561155,0.43260211,6.2599773,1.9871643,2.0620513,15,1,0,364.5
243,0.34067604,-0.39105314,0.85046816,0.087870352,0.81961471,1.0905083,2.5278873,15,1,1,405
244,0.80098391,-0.56270421,0.20297028,0.024329064,4.3869352,1.0183799,0.54588592,9,1,0,212.625
245,0.029333049,0.71320057,-0.66341752,0.22441435,5.9158926,1.5898284,2.8565111,22,1,1,961.875
246,0.10711626,-0.63712448,-0.76289463,0.024296829,0.0091359271,1.2514101,4.3121862,10,1,0,216
247,0.54831111,0.12989864,0.030497698,0.82556111,1.9536084,1.7109264,0.62863922,1,1,0,3.375
248,0.92604589,0.37503046,-0.014388178,0.039801523,3.8732662,3.0569227,3.1036813,14,1,1,509.625
249,0.16759671,0.90352142,-0.094435543,0.38293898,4.7707639,2.3307383,1.9959877,8,1,1,124.875
250,-0.2451728,0.35585979,-0.88402849,0.1781787,3.5794063,1.1212248,4.1922417,11,1,0,118.125
