There are   5036 grains.
Grainsize GrainFarea  GrainFeqR GrainFeqD GrainFsf GrainFfitEangle GrainFfitElongA GrainFfitEshortb GrainFasp
    112.00   115.500000   6.063398  12.126795   1.451900 178.146592   7.831465   4.694498   0.599441
     10.00    11.250000   1.892349   3.784699   1.232706  84.355694   2.038089   1.757031   0.862098
     13.00    15.500000   2.221217   4.442433   1.265152 168.128669   2.447837   2.015577   0.823412
     46.00    47.250000   3.878162   7.756324   1.340197 167.774233   4.306760   3.492218   0.810869
      6.00     8.125000   1.608188   3.216375   1.144810 105.891176   1.687593   1.532518   0.908109
    123.00   124.791667   6.302573  12.605145   1.368160  23.390185   6.956493   5.710122   0.820833
     31.00    39.312500   3.537451   7.074901   1.508875 151.823783   5.369872   2.330327   0.433963
     49.00    50.000000   3.989423   7.978846   1.445872 104.016162   5.477528   2.905598   0.530458
     28.00    29.500000   3.064334   6.128668   1.302138 113.391315   3.562426   2.635884   0.739912
      3.00     4.625000   1.213336   2.426671   1.305122   0.131243   1.596721   0.922004   0.577436
     27.00    31.187500   3.150760   6.301520   1.307286   4.566387   3.835508   2.588260   0.674815
     16.00    17.750000   2.376973   4.753946   1.209984  22.190171   2.714868   2.081133   0.766569
      2.00     3.000000   0.977205   1.954410   1.112129 135.000000   1.262765   0.756221   0.598861
     35.00    39.375000   3.540262   7.080523   1.439518 151.616262   5.053951   2.479932   0.490692
    105.00   110.250000   5.923991  11.847981   1.313742 173.096362   7.224221   4.857778   0.672429
      7.00     8.791667   1.672864   3.345728   1.214474 100.018437   2.225589   1.257408   0.564978
      2.00     3.916667   1.116563   2.233127   1.138609 128.195250   1.370785   0.909489   0.663481
    116.00   122.250000   6.238059  12.476119   1.396303 173.510081   7.657716   5.081592   0.663591
     12.00    14.750000   2.166811   4.333622   1.296918 173.621891   2.862501   1.640199   0.572995
    316.00   322.500000  10.131877  20.263755   1.290316   1.233263  11.024346   9.311658   0.844645
    107.00   109.500000   5.903807  11.807613   1.376775 164.847700   6.903296   5.049028   0.731394
     39.00    40.500000   3.590481   7.180961   1.340563 115.359268   4.388058   2.937872   0.669515
    119.00   122.250000   6.238059  12.476119   1.283681 175.408691   7.117623   5.467188   0.768120
    103.00   107.187500   5.841134  11.682267   1.256718  27.151368   6.354675   5.369093   0.844904
     15.00    19.562500   2.495383   4.990766   1.261847 102.535727   3.080681   2.021286   0.656117
    237.00   246.791667   8.863195  17.726390   1.540917 160.910370  12.468526   6.300362   0.505301
     39.00    41.875000   3.650921   7.301843   1.323659 145.331850   4.473594   2.979534   0.666027
      5.00     7.125000   1.505974   3.011948   1.244051 101.305326   1.884120   1.203722   0.638878
     19.00    22.250000   2.661277   5.322554   1.200330  16.097249   2.748284   2.577025   0.937685
     11.00    12.750000   2.014560   4.029120   1.394933  69.870972   2.731289   1.485911   0.544033
    154.00   160.708333   7.152276  14.304552   1.567057  25.038092   9.284318   5.509834   0.593456
    262.00   270.208333   9.274157  18.548314   1.428672 140.575949  10.115544   8.502754   0.840563
    113.00   117.250000   6.109160  12.218320   1.169715 112.474212   6.539495   5.707143   0.872719
      6.00     7.041667   1.497141   2.994283   1.375259  40.158803   1.765432   1.269622   0.719157
      7.00     8.500000   1.644881   3.289762   1.321406 147.459641   2.195015   1.232626   0.561557
      2.00     3.187500   1.007280   2.014560   1.206752  98.164360   1.367106   0.742161   0.542870
    248.00   254.375000   8.998337  17.996675   1.500741 127.148609  10.637649   7.611651   0.715539
     33.00    34.375000   3.307855   6.615709   1.392895   5.283320   4.001158   2.734684   0.683473
     12.00    15.791667   2.242018   4.484036   1.314703  61.186736   2.793821   1.799200   0.643993
     22.00    22.750000   2.691013   5.382026   1.291002  29.240281   3.253912   2.225490   0.683943
     20.00    21.250000   2.600785   5.201571   1.508875  56.907603   3.522847   1.920062   0.545031
     11.00    13.291667   2.056908   4.113815   1.187798 155.094620   2.147050   1.970550   0.917794
    513.00   520.666667  12.873746  25.747493   1.395600  92.814562  14.376641  11.527961   0.801854
     17.00    19.208333   2.472691   4.945383   1.357870 106.083127   2.575412   2.374067   0.921820
    126.00   136.583333   6.593620  13.187240   1.278720 133.692486   7.642456   5.688725   0.744358
     35.00    36.250000   3.396871   6.793742   1.182703  12.781316   3.577114   3.225710   0.901763
    106.00   111.250000   5.950796  11.901592   1.613099 178.234602   8.296393   4.268358   0.514484
    272.00   277.375000   9.396340  18.792680   1.524770 173.064309  11.384040   7.755700   0.681278
      6.00     7.750000   1.570637   3.141275   1.139233 146.673894   1.876087   1.314919   0.700884
    542.00   554.458333  13.284938  26.569875   1.628196 168.822311  17.007648  10.377071   0.610141
      6.00     7.125000   1.505974   3.011948   1.324785 136.312267   1.624549   1.396054   0.859349
     35.00    39.041667   3.525244   7.050489   1.238031  18.108021   4.058806   3.061824   0.754366
     71.00    74.250000   4.861534   9.723067   1.338951 162.636037   5.680244   4.160826   0.732508
     45.00    46.500000   3.847260   7.694520   1.285360 165.933524   4.142501   3.573061   0.862537
     51.00    53.500000   4.126691   8.253382   1.375185 120.801525   4.951502   3.439275   0.694592
      8.00     8.500000   1.644881   3.289762   1.241249   0.000000   2.064788   1.310369   0.634626
     43.00    46.791667   3.859307   7.718614   1.732373 128.667786   5.596718   2.661247   0.475501
     45.00    46.791667   3.859307   7.718614   1.516171 101.402504   5.213506   2.856859   0.547973
     18.00    20.000000   2.523133   5.046265   1.239921 164.944766   3.139045   2.028068   0.646078
     39.00    39.750000   3.557080   7.114160   1.308408   0.091548   4.453454   2.841125   0.637960
     38.00    39.500000   3.545877   7.091753   1.204181  78.776088   4.036899   3.114579   0.771528
     53.00    56.000000   4.222008   8.444016   1.494925 108.721115   4.838966   3.683711   0.761260
     25.00    26.500000   2.904344   5.808687   1.296370  31.063099   3.107637   2.714349   0.873445
    223.00   227.250000   8.505053  17.010105   1.364167 137.928229   9.385529   7.707176   0.821176
     41.00    43.625000   3.726428   7.452857   1.329185 147.461986   4.620097   3.005622   0.650554
    192.00   195.500000   7.888573  15.777146   1.305910 171.021534   8.848835   7.032517   0.794739
   2413.00  2476.804167  28.078306  56.156611   3.015432   0.853454  42.653446  18.483647   0.433345
     22.00    22.750000   2.691013   5.382026   1.492929 152.628821   3.486602   2.076965   0.595699
     15.00    18.250000   2.410219   4.820438   1.165942  39.737151   2.712058   2.141973   0.789796
     15.00    16.375000   2.283052   4.566103   1.321015  64.435131   2.672498   1.950357   0.729788
     15.00    15.000000   2.185097   4.370194   1.165385 135.000000   2.267863   2.105351   0.928342
     10.00    12.041667   1.957800   3.915600   1.166634 121.085687   2.152681   1.780562   0.827137
     47.00    51.041667   4.030765   8.061530   1.409423  21.165118   4.756351   3.415868   0.718170
     64.00    68.041667   4.653852   9.307703   1.348178 140.737478   5.676326   3.815555   0.672187
     15.00    18.833333   2.448435   4.896871   1.298494  24.624275   2.645136   2.266362   0.856804
    139.00   143.000000   6.746726  13.493452   1.479749 133.906576   8.980732   5.068442   0.564368
    157.00   164.166667   7.228822  14.457645   1.314749  67.323304   8.285543   6.306874   0.761190
    116.00   123.437500   6.268283  12.536567   1.393434 147.454472   7.579663   5.183790   0.683908
     24.00    25.500000   2.849018   5.698035   1.209819 102.159952   3.183316   2.549826   0.800997
     48.00    49.000000   3.949327   7.898654   1.403560 172.681258   5.125859   3.042843   0.593626
    335.00   347.625000  10.519148  21.038296   2.076111   3.567486  19.584566   5.649983   0.288492
    340.00   361.812500  10.731659  21.463317   1.535246 172.791484  16.129980   7.140027   0.442656
    114.00   118.750000   6.148113  12.296227   1.421172 167.399910   7.763571   4.868803   0.627135
      8.00     8.750000   1.668895   3.337791   1.318754 100.407820   2.366580   1.176893   0.497297
    107.00   111.041667   5.945222  11.890443   1.323041 100.268407   7.603616   4.648533   0.611358
     13.00    13.875000   2.101559   4.203118   1.372361  99.595747   2.926170   1.509328   0.515803
     31.00    32.125000   3.197766   6.395531   1.221150 104.423415   3.639868   2.809362   0.771831
     59.00    63.458333   4.494376   8.988752   1.366221   4.885456   4.915376   4.109434   0.836037
     41.00    45.291667   3.796944   7.593888   1.215636  88.432840   4.286233   3.363509   0.784724
     50.00    55.083333   4.187311   8.374621   1.370564 139.791068   5.545493   3.161769   0.570151
     28.00    30.375000   3.109447   6.218895   1.247053   9.072703   3.651727   2.647696   0.725053
     50.00    50.250000   3.999384   7.998768   1.369509   4.570208   4.827096   3.313601   0.686458
     10.00    11.250000   1.892349   3.784699   1.331241  56.636919   2.108810   1.698108   0.805244
    149.00   152.000000   6.955796  13.911593   1.370555  70.060468   7.666867   6.310675   0.823110
     71.00    75.875000   4.914444   9.828889   1.463562  17.696581   6.427176   3.757756   0.584667
     10.00    12.937500   2.029319   4.058637   1.212954 152.209588   2.438669   1.688681   0.692460
      7.00     8.125000   1.608188   3.216375   1.298557 167.621436   2.058387   1.256454   0.610407
     19.00    19.500000   2.491394   4.982787   1.240217 125.136461   2.595201   2.391739   0.921601
    291.00   298.666667   9.750310  19.500621   1.364844  20.928324  10.978043   8.659882   0.788837
     19.00    20.625000   2.562253   5.124506   1.736105 153.080961   4.098993   1.601647   0.390742
      6.00     6.250000   1.410474   2.820948   1.175118 179.200620   1.666175   1.194015   0.716620
     10.00    11.250000   1.892349   3.784699   1.232706 115.370880   2.200155   1.627607   0.739769
    194.00   195.250000   7.883527  15.767055   1.438267 149.902758   8.822681   7.044344   0.798436
     27.00    30.000000   3.090194   6.180387   1.282066 151.240179   3.288500   2.903846   0.883031
     53.00    58.625000   4.319828   8.639657   1.738704 171.635220   5.518198   3.381705   0.612828
     17.00    19.750000   2.507313   5.014627   1.252600 101.068423   2.715399   2.315173   0.852609
     56.00    62.791667   4.470706   8.941411   1.252054  17.428869   4.795427   4.167973   0.869156
      3.00     4.437500   1.188486   2.376973   1.156674 152.951944   1.281282   1.102412   0.860398
    148.00   156.750000   7.063645  14.127289   1.655123 154.187222  11.905678   4.190864   0.352005
     13.00    14.750000   2.166811   4.333622   1.223466 101.829689   2.878505   1.631080   0.566641
     52.00    56.250000   4.231422   8.462844   1.259470 160.341663   5.276351   3.393431   0.643140
      4.00     6.666667   1.456731   2.913462   1.045982  76.720479   1.518155   1.397793   0.920719
     56.00    57.750000   4.287470   8.574939   1.561718 162.080284   4.932667   3.726664   0.755507
     44.00    47.291667   3.879872   7.759744   1.262011   8.542769   4.530990   3.322321   0.733244
     61.00    65.125000   4.553013   9.106027   1.515829  90.913909   6.427849   3.225018   0.501726
      5.00     5.500000   1.323142   2.646284   1.302504 105.278334   1.574975   1.111576   0.705773
     52.00    55.500000   4.203118   8.406235   1.283636  15.353688   5.416898   3.261313   0.602063
     10.00    13.729167   2.090485   4.180971   1.369516  25.599820   2.806073   1.557383   0.555004
     68.00    70.416667   4.734377   9.468753   1.226086  28.138614   4.919794   4.555947   0.926044
     95.00    99.375000   5.624237  11.248475   1.222260 157.428526   6.422393   4.925274   0.766891
    156.00   160.500000   7.147639  14.295277   1.855129 166.872448   8.490185   6.017388   0.708746
    122.00   124.250000   6.288879  12.577759   1.281991 107.587598   7.130741   5.546408   0.777817
    202.00   204.541667   8.068930  16.137860   1.336630  52.191840   8.589467   7.579939   0.882469
     11.00    12.750000   2.014560   4.029120   1.520214 172.099488   2.513750   1.614501   0.642268
    165.00   176.666667   7.498983  14.997966   1.438795 107.093586   8.061906   6.975366   0.865225
    143.00   150.145833   6.913241  13.826482   1.275488  12.029761   7.459013   6.407403   0.859015
     11.00    12.541667   1.998033   3.996066   1.382110  93.202567   2.518709   1.584993   0.629288
    504.00   524.375000  12.919510  25.839021   1.528013  17.100193  17.149025   9.733133   0.567562
     20.00    23.125000   2.713101   5.426202   1.218882   9.070856   2.970396   2.478093   0.834264
    103.00   104.250000   5.760539  11.521077   1.360499 175.322093   6.007937   5.523328   0.919338
    259.00   272.229167   9.308772  18.617544   1.535675 170.069516  13.782181   6.287338   0.456193
    143.00   147.250000   6.846249  13.692499   1.388497 119.254917   8.944501   5.240217   0.585859
     11.00    11.250000   1.892349   3.784699   1.380508 144.986916   2.131974   1.679658   0.787841
     18.00    20.000000   2.523133   5.046265   1.150715   7.296243   2.731316   2.330817   0.853368
     71.00    74.166667   4.858805   9.717609   1.339279  47.185341   5.319215   4.438246   0.834380
    311.00   313.375000   9.987510  19.975020   1.430651  15.755588  12.346276   8.079388   0.654399
     21.00    25.145833   2.829164   5.658327   1.222639  27.000922   3.228622   2.479128   0.767860
     71.00    75.500000   4.902285   9.804570   1.276338 155.995174   5.490165   4.377354   0.797308
     28.00    30.750000   3.128583   6.257165   1.398211 138.749984   3.618188   2.705229   0.747675
     56.00    58.500000   4.315221   8.630441   1.198130   4.536630   4.628912   4.022788   0.869057
    301.00   306.875000   9.883387  19.766775   1.517951 139.584587  11.562936   8.447798   0.730593
      4.00     5.625000   1.338093   2.676186   1.253113 174.588313   1.580227   1.133061   0.717024
     17.00    20.916667   2.580307   5.160613   1.566824  18.090228   2.936639   2.267212   0.772043
      5.00     5.500000   1.323142   2.646284   1.302504 103.275526   1.558728   1.123162   0.720563
     60.00    61.500000   4.424484   8.848968   1.426513 146.330197   4.915119   3.982825   0.810321
     18.00    19.000000   2.459245   4.918491   1.310043 132.207390   2.813351   2.149709   0.764110
      2.00     3.125000   0.997356   1.994711   1.235022  10.689966   1.403206   0.708890   0.505193
    120.00   121.500000   6.218895  12.437789   1.373195 166.345498   6.548090   5.906250   0.901981
     10.00    10.875000   1.860543   3.721086   1.379053  15.465356   2.419639   1.430635   0.591260
     94.00    98.500000   5.599422  11.198843   1.287972   0.731051   6.924864   4.527674   0.653829
      2.00     2.750000   0.935603   1.871205   1.091119 180.000000   1.058405   0.827048   0.781410
      4.00     6.041667   1.386767   2.773534   1.187955  91.688399   1.626301   1.182513   0.727119
     42.00    46.187500   3.834311   7.668621   1.381983 115.071172   5.008160   2.935597   0.586163
     66.00    68.500000   4.669500   9.338999   1.337544  17.090636   5.343012   4.080887   0.763780
     26.00    29.541667   3.066497   6.132994   1.227839  72.814883   3.611180   2.603970   0.721085
      7.00     8.750000   1.668895   3.337791   1.207027 171.329966   2.276033   1.223713   0.537652
      7.00     7.250000   1.519127   3.038254   1.300605  88.809330   1.547494   1.491280   0.963674
     30.00    31.000000   3.141275   6.282549   1.359282  14.149704   3.761234   2.623502   0.697511
     13.00    13.250000   2.053681   4.107362   1.272059 129.652830   2.300842   1.833070   0.796695
     45.00    46.750000   3.857588   7.715177   1.347344 123.286316   4.607532   3.229709   0.700963
     18.00    23.250000   2.720424   5.440847   1.860677 152.366960   3.775994   1.959936   0.519052
     18.00    20.500000   2.554477   5.108954   1.188210 130.862496   2.813489   2.319310   0.824354
     17.00    20.500000   2.554477   5.108954   1.400930  78.152687   3.436435   1.898873   0.552570
    329.00   335.000000  10.326365  20.652730   1.657711  12.573706  13.392235   7.962361   0.594551
     65.00    67.250000   4.626699   9.253397   1.475710 128.107829   5.718226   3.743528   0.654666
     14.00    17.250000   2.343255   4.686511   1.091554 140.828641   2.669898   2.056575   0.770282
    277.00   281.833333   9.471554  18.943108   1.511382 160.733553  13.395165   6.697218   0.499973
     32.00    34.541667   3.315864   6.631728   1.304560 168.371173   4.064652   2.705018   0.665498
    108.00   115.125000   6.053547  12.107093   1.378579 158.854307   6.391899   5.733105   0.896933
     60.00    60.750000   4.397423   8.794845   1.586273 142.942510   5.984062   3.231472   0.540013
     26.00    26.875000   2.924821   5.849642   1.530229  49.443292   3.738141   2.288458   0.612191
     66.00    68.750000   4.678013   9.356026   1.343365 158.046420   5.935382   3.687008   0.621191
     24.00    25.000000   2.820948   5.641896   1.367745  75.396611   3.911327   2.034539   0.520166
     29.00    31.250000   3.153916   6.307831   1.214690   9.865625   3.997887   2.488110   0.622356
     34.00    35.000000   3.337791   6.675581   1.346686 136.177763   4.119618   2.704340   0.656454
     72.00    73.750000   4.845137   9.690274   1.242603  15.013690   5.176749   4.534768   0.875988
      6.00     7.250000   1.519127   3.038254   1.177862 174.186954   1.785367   1.292589   0.723991
     11.00    14.041667   2.114143   4.228286   1.181544 137.936320   2.394161   1.866876   0.779762
    122.00   127.041667   6.359137  12.718273   1.466468 165.511390   9.765628   4.140913   0.424029
     61.00    64.083333   4.516454   9.032908   1.384460 169.590291   5.263233   3.875633   0.736360
      4.00     7.041667   1.497141   2.994283   1.114586  16.019712   1.632688   1.372848   0.840852
     56.00    58.000000   4.296740   8.593480   1.299063  89.983581   4.801274   3.845224   0.800876
    256.00   270.187500   9.273799  18.547598   1.497860  15.127869  12.712345   6.765341   0.532187
    103.00   108.041667   5.864361  11.728722   1.226141 172.298554   6.161358   5.581681   0.905917
     90.00    91.750000   5.404159  10.808318   1.491867 160.572488   6.430607   4.541552   0.706240
     39.00    41.500000   3.634537   7.269074   1.273011 138.620777   4.226292   3.125639   0.739570
     34.00    37.500000   3.454941   6.909883   1.339185 156.600980   3.775284   3.161781   0.837495
    913.00   930.937500  17.214140  34.428280   1.443832 173.544456  22.921147  12.928088   0.564024
    115.00   119.875000   6.177167  12.354335   1.370504  12.874783   7.495204   5.090908   0.679222
     53.00    55.125000   4.188894   8.377788   1.343636 167.426016   5.449611   3.219832   0.590837
     51.00    52.750000   4.097664   8.195327   1.346087 110.068236   4.665397   3.599018   0.771428
      4.00     4.250000   1.163107   2.326213   1.151368   8.749736   1.199426   1.127887   0.940355
     33.00    35.750000   3.373363   6.746726   1.296753 168.477784   4.438097   2.564067   0.577740
     38.00    42.187500   3.664519   7.329038   1.246849  87.575840   4.465220   3.007399   0.673516
      4.00     5.375000   1.308020   2.616039   1.160248 118.480149   1.558274   1.097956   0.704597
     10.00    11.791667   1.937370   3.874741   1.212964   9.518342   2.124357   1.766842   0.831707
     46.00    48.750000   3.939239   7.878479   1.295750  12.603249   4.607175   3.368139   0.731064
    107.00   113.625000   6.013980  12.027961   1.484425 134.548115   8.909420   4.059519   0.455644
     23.00    27.500000   2.958635   5.917270   1.254123 112.202947   4.098840   2.135610   0.521028
    109.00   125.750000   6.326726  12.653453   1.479146 153.217061   8.182144   4.892051   0.597894
     23.00    25.250000   2.835018   5.670035   1.384210 173.830256   3.350449   2.398880   0.715987
      4.00     5.791667   1.357772   2.715544   1.322320 148.524604   1.689800   1.090984   0.645629
     75.00    78.500000   4.998732   9.997465   1.461397 145.645762   7.130500   3.504288   0.491451
    395.00   403.875000  11.338316  22.676632   2.115049 161.977830  19.495536   6.594197   0.338241
    127.00   130.750000   6.451280  12.902561   1.502408  37.778356   6.986460   5.957097   0.852663
     13.00    14.500000   2.148370   4.296740   1.351446  93.016957   2.882458   1.601235   0.555510
      9.00    10.375000   1.817269   3.634537   1.236734 170.804303   2.000176   1.651087   0.825471
     15.00    18.833333   2.448435   4.896871   1.320799 168.358325   2.963390   2.022965   0.682652
     57.00    59.625000   4.356515   8.713031   1.562799 128.600493   6.223754   3.049482   0.489975
     17.00    18.250000   2.410219   4.820438   1.270657 178.014406   2.466840   2.354898   0.954621
     83.00    87.375000   5.273739  10.547479   1.243135  75.911108   5.559375   5.002779   0.899882
    163.00   168.375000   7.320890  14.641780   1.422547 137.486147   8.023968   6.679417   0.832433
     75.00    85.375000   5.213032  10.426065   1.962961  22.989735   9.908523   2.742660   0.276798
      3.00     4.000000   1.128379   2.256758   1.162603  67.315661   1.307087   0.974105   0.745249
    513.00   522.416667  12.895363  25.790726   1.308609  19.988072  14.823945  11.217688   0.756728
     61.00    64.500000   4.531113   9.062227   1.310641 134.818702   5.224202   3.929976   0.752264
     22.00    24.500000   2.792596   5.585192   1.314861  58.773339   3.373744   2.311554   0.685160
     33.00    35.250000   3.349690   6.699380   1.210891 147.532929   3.661437   3.064486   0.836963
    701.00   723.125000  15.171613  30.343226   1.945673 145.699323  22.509024  10.226025   0.454308
    248.00   256.729167   9.039880  18.079760   1.410769 130.756586   9.983450   8.185490   0.819906
    125.00   136.562500   6.593117  13.186234   1.445981 138.380350   8.157421   5.328792   0.653245
    110.00   113.250000   6.004048  12.008096   1.417785 178.671835   7.981598   4.516463   0.565859
     21.00    22.000000   2.646284   5.292567   1.252680 147.995314   2.776961   2.521756   0.908099
    103.00   107.125000   5.839430  11.678861   1.336073  80.671109   6.815205   5.003363   0.734147
     49.00    51.750000   4.058637   8.117275   1.234660  59.204197   4.624940   3.561675   0.770102
     81.00    83.375000   5.151610  10.303220   1.370590 165.241350   6.496588   4.085081   0.628804
     40.00    40.500000   3.590481   7.180961   1.277875 135.428370   3.939648   3.272260   0.830597
     32.00    35.250000   3.349690   6.699380   1.333750 157.115164   4.487774   2.500220   0.557118
      7.00     8.750000   1.668895   3.337791   1.207027  94.029223   2.105266   1.322974   0.628412
    241.00   248.000000   8.884866  17.769733   1.379763 171.709429   9.716992   8.124001   0.836061
     51.00    53.333333   4.120258   8.240516   1.335496 171.227529   4.415268   3.844960   0.870833
      6.00     7.000000   1.492705   2.985411   1.367790 108.223361   1.574799   1.414891   0.898458
     82.00    87.041667   5.263670  10.527340   1.270171 127.376046   6.344472   4.366987   0.688314
     66.00    72.312500   4.797685   9.595370   1.237637 162.359936   5.683912   4.049638   0.712474
     97.00   101.875000   5.694543  11.389086   1.621605  16.436059   7.425200   4.367266   0.588168
    278.00   291.166667   9.627109  19.254218   1.616610 121.589101  13.439168   6.896351   0.513153
     73.00    79.166667   5.019914  10.039827   1.232917 150.038332   6.027484   4.180771   0.693618
    166.00   172.500000   7.410024  14.820048   1.322128  47.093823   7.920575   6.932383   0.875237
     27.00    29.250000   3.051322   6.102643   1.255531 156.703406   3.673456   2.534551   0.689964
    227.00   238.291667   8.709225  17.418449   1.827036 114.802364  11.362465   6.675540   0.587508
    186.00   190.875000   7.794703  15.589407   1.458585  20.830932  10.893168   5.577569   0.512025
      3.00     3.625000   1.074185   2.148370   1.351446 106.948959   1.232800   0.935978   0.759229
     13.00    14.250000   2.129769   4.259538   1.543661  21.315448   2.742112   1.654169   0.603246
      4.00     4.250000   1.163107   2.326213   1.425040   0.000000   1.319296   1.025408   0.777239
     56.00    59.125000   4.338211   8.676421   1.349272  17.680327   5.028360   3.742786   0.744335
     12.00    12.500000   1.994711   3.989423   1.502291 151.469047   2.360274   1.685768   0.714226
     22.00    23.000000   2.705758   5.411516   1.391516   1.084094   2.904762   2.520388   0.867675
      4.00     4.000000   1.128379   2.256758   1.128379   0.000000   1.128379   1.128379   1.000000
    177.00   185.416667   7.682445  15.364890   1.500823 155.793202  10.812746   5.458369   0.504809
     24.00    27.791667   2.974283   5.948567   1.347361  19.642399   3.484726   2.538611   0.728496
     21.00    23.750000   2.749520   5.499040   1.161806  14.832732   2.806832   2.693378   0.959579
     20.00    22.541667   2.678663   5.357326   1.258394 172.877865   2.958728   2.425108   0.819646
     56.00    58.541667   4.316757   8.633514   1.297035 167.345747   5.390413   3.456950   0.641314
    162.00   165.625000   7.260859  14.521718   1.556746 142.349405   8.351625   6.312553   0.755847
     65.00    70.166667   4.725965   9.451930   1.368785 173.195084   6.099959   3.661458   0.600243
    435.00   445.291667  11.905492  23.810984   1.501505 148.870723  16.338618   8.675198   0.530963
    107.00   114.625000   6.040387  12.080773   1.414238 168.776535   9.102362   4.008440   0.440374
      9.00    10.375000   1.817269   3.634537   1.185431 169.387189   2.026447   1.629683   0.804207
     10.00    11.000000   1.871205   3.742410   1.211405  89.474885   2.113369   1.656790   0.783957
     20.00    21.750000   2.631205   5.262410   1.370456 104.664488   3.862980   1.792202   0.463943
    339.00   351.250000  10.573852  21.147704   1.563426   4.939779  15.518819   7.204565   0.464247
     19.00    19.750000   2.507313   5.014627   1.385588 125.780615   3.037892   2.069402   0.681197
     91.00    92.250000   5.418864  10.837728   1.287264 160.901296   6.515109   4.507076   0.691788
     90.00    95.791667   5.521905  11.043810   1.222709  67.822097   6.372459   4.784878   0.750868
      2.00     2.250000   0.846284   1.692569   1.206277  93.618077   1.017896   0.703605   0.691235
    146.00   152.500000   6.967227  13.934455   1.379392 145.903738   8.968206   5.412705   0.603544
     58.00    62.916667   4.475153   8.950307   1.419678 128.987422   5.954947   3.363086   0.564755
      5.00     6.291667   1.415168   2.830335   1.175522 164.112662   1.799457   1.112947   0.618490
     21.00    21.750000   2.631205   5.262410   1.405889  88.400007   3.814593   1.814935   0.475787
    114.00   120.000000   6.180387  12.360774   1.445751  21.687399   6.976855   5.474843   0.784715
    222.00   227.000000   8.500373  17.000746   1.388185 141.444030   9.594279   7.531191   0.784967
     21.00    21.500000   2.616039   5.232079   1.181124 174.409615   3.087029   2.216909   0.718137
     17.00    20.250000   2.538853   5.077706   1.184766  90.516883   2.779901   2.318707   0.834097
     48.00    53.267857   4.117728   8.235456   1.370090 158.374029   4.952034   3.423984   0.691430
      5.00     6.250000   1.410474   2.820948   1.428173  82.864965   1.798280   1.106300   0.615199
     32.00    34.625000   3.319861   6.639723   1.267404  59.315264   3.721941   2.961218   0.795611
     79.00    82.416667   5.121918  10.243835   1.487994 103.462256   5.435351   4.826559   0.887994
    102.00   110.291667   5.925110  11.850220   1.354393   7.289106   6.498393   5.402401   0.831344
     11.00    12.541667   1.998033   3.996066   1.255792  13.937622   2.241847   1.780735   0.794316
    475.00   486.250000  12.440988  24.881976   1.486372 135.456287  14.015814  11.043110   0.787904
     10.00    11.000000   1.871205   3.742410   1.211405 108.289737   2.178572   1.607204   0.737733
     17.00    19.500000   2.491394   4.982787   1.165374  82.753522   2.686563   2.310403   0.859985
     55.00    56.000000   4.222008   8.444016   1.539089 117.905134   5.223061   3.412817   0.653413
     13.00    14.250000   2.129769   4.259538   1.288521 117.379682   2.533314   1.790507   0.706784
      2.00     4.160714   1.150824   2.301649   1.191080 168.557748   1.576094   0.840303   0.533155
      5.00     6.000000   1.381977   2.763953   1.179591 112.173458   1.576506   1.211451   0.768441
    122.00   124.500000   6.295203  12.590406   1.341740 154.111183   7.209352   5.496969   0.762477
     38.00    41.250000   3.623573   7.247146   1.258669 145.509421   4.243976   3.093864   0.729001
    347.00   354.791667  10.627027  21.254053   1.622271  93.202675  13.480794   8.377377   0.621431
     26.00    27.125000   2.938393   5.876787   1.360670  45.181391   2.976517   2.900758   0.974548
      4.00     4.750000   1.229623   2.459245   1.196312 154.412484   1.281807   1.179563   0.920235
    179.00   185.125000   7.676400  15.352800   1.318240  33.800074   8.744121   6.739056   0.770696
     60.00    64.250000   4.522324   9.044647   1.248840  25.404891   4.930518   4.147923   0.841275
     21.00    23.541667   2.737434   5.474868   1.497996 117.415027   3.406593   2.199718   0.645724
     88.00    89.500000   5.337484  10.674968   1.301775 144.559096   6.101120   4.669427   0.765339
      6.00     7.000000   1.492705   2.985411   1.305333 111.526485   1.563463   1.425150   0.911534
     10.00    13.250000   2.053681   4.107362   1.223726 112.197005   2.272155   1.856214   0.816940
     31.00    31.250000   3.153916   6.307831   1.332931  88.436545   3.345281   2.973497   0.888863
    158.00   163.791667   7.220561  14.441123   1.318906 179.003816   9.762949   5.340242   0.546991
    174.00   177.500000   7.516649  15.033297   1.631876 153.806548  10.516051   5.372739   0.510908
     12.00    14.583333   2.154535   4.309069   1.315139  83.499326   2.730173   1.700266   0.622769
     47.00    52.375000   4.083072   8.166145   1.371772  96.472375   5.151520   3.236225   0.628208
     10.00    10.750000   1.849819   3.699639   1.412248 149.834965   2.315359   1.477884   0.638296
     42.00    44.625000   3.768896   7.537792   1.324454  18.593629   5.175847   2.744397   0.530231
    141.00   145.250000   6.799596  13.599193   1.364921 161.663183   8.102397   5.706276   0.704270
     52.00    56.375000   4.236121   8.472242   1.419361 111.353429   5.410896   3.316404   0.612912
    142.00   148.041667   6.864629  13.729257   1.431457 178.211165  10.054477   4.686780   0.466139
     53.00    57.166667   4.265761   8.531522   1.205137 124.587641   4.973805   3.658510   0.735555
    132.00   142.250000   6.729010  13.458021   1.361248 147.633462   7.583438   5.970851   0.787354
