There are   5036 grains.
Grainsize GrainFarea  GrainFeqR GrainFeqD GrainFsf GrainFfitEangle GrainFfitElongA GrainFfitEshortb GrainFasp
      6.00     6.750000   1.465808   2.931615   1.284311   0.630058   2.067788   1.039077   0.502507
     37.00    40.000000   3.568248   7.136496   1.422816 142.621362   5.120562   2.486523   0.485596
      3.00     4.541667   1.202355   2.404710   1.292618  88.770226   1.858041   0.778054   0.418750
     30.00    30.750000   3.128583   6.257165   1.212182 159.230116   3.781575   2.588347   0.684463
     39.00    43.437500   3.718412   7.436823   1.442787 135.558138   5.700924   2.425324   0.425426
     53.00    54.750000   4.174622   8.349243   1.245023 154.177758   4.630788   3.763391   0.812689
      9.00    14.166667   2.123532   4.247065   1.191146 129.389243   2.935620   1.536095   0.523261
     37.00    40.625000   3.596017   7.192034   1.388127   5.477004   5.820364   2.221741   0.381719
     98.00   100.000000   5.641896  11.283792   1.384269  21.445875   7.226987   4.404462   0.609446
      8.00    10.000000   1.784124   3.568248   1.166020  65.714535   2.157339   1.475475   0.683933
     54.00    60.750000   4.397423   8.794845   1.446646 129.390625   6.250506   3.093722   0.494955
      9.00    10.375000   1.817269   3.634537   1.185431  71.872986   2.121781   1.556459   0.733563
     31.00    36.708333   3.418278   6.836556   1.343473 157.828253   4.913482   2.378075   0.483990
     28.00    28.750000   3.025130   6.050259   1.328039 164.040698   3.896516   2.348614   0.602747
    130.00   134.625000   6.546180  13.092359   1.400569 165.537066   7.954306   5.387330   0.677285
    106.00   109.500000   5.903807  11.807613   1.345192 144.355829   7.098462   4.910209   0.691729
    132.00   137.041667   6.604674  13.209348   1.403681 179.773222   9.917356   4.398523   0.443518
    124.00   134.125000   6.534012  13.068024   1.581324 118.712049   9.934298   4.297567   0.432599
      3.00     3.750000   1.092548   2.185097   1.371398 121.568144   1.467327   0.813494   0.554406
    165.00   176.750000   7.500751  15.001503   1.799310 151.629214   7.700980   7.305729   0.948675
    129.00   133.875000   6.527920  13.055839   1.381971 134.733216   8.305708   5.130656   0.617727
     34.00    36.875000   3.426029   6.852059   1.344850 132.228894   4.285973   2.738626   0.638974
    337.00   345.125000  10.481255  20.962509   1.407285   9.120135  12.761541   8.608419   0.674560
     33.00    35.000000   3.337791   6.675581   1.576919 145.262849   5.124723   2.173941   0.424207
      8.00    11.375000   1.902833   3.805667   1.134823  80.577294   2.153150   1.681618   0.781004
     25.00    26.250000   2.890611   5.781223   1.389841 100.214714   3.077590   2.714993   0.882181
    101.00   103.750000   5.746708  11.493416   1.552887  99.583785   6.227012   5.303451   0.851685
    211.00   224.041667   8.444802  16.889604   1.540572 163.502193  11.118189   6.414235   0.576914
      6.00    11.375000   1.902833   3.805667   1.232829 145.073305   2.482163   1.458717   0.587680
     62.00    63.750000   4.504693   9.009385   1.486410  11.814648   5.354857   3.789505   0.707676
    122.00   126.875000   6.354964  12.709928   1.245057  90.085217   7.097983   5.689725   0.801597
     94.00    97.500000   5.570926  11.141852   1.328031 144.384501   6.886570   4.506629   0.654408
     93.00    95.208333   5.505066  11.010132   1.361586 156.126951   7.790981   3.889851   0.499276
    162.00   166.500000   7.280013  14.560027   1.340434  71.731049   7.443624   7.119999   0.956523
    173.00   175.000000   7.463527  14.927053   1.387599 134.514996   8.583037   6.490037   0.756147
     20.00    21.250000   2.600785   5.201571   1.299942 158.429198   2.963925   2.282138   0.769971
     25.00    28.875000   3.031699   6.063398   1.291772 158.681183   3.597524   2.554867   0.710174
     38.00    40.750000   3.601545   7.203090   1.373053  98.258036   3.702738   3.503118   0.946089
    162.00   165.875000   7.266337  14.532674   1.433227 164.800238  10.358900   5.097033   0.492044
      2.00     2.750000   0.935603   1.871205   1.232042  88.768658   1.334754   0.655815   0.491338
     84.00    84.500000   5.186250  10.372499   1.700544 153.533464   9.063002   2.967801   0.327463
     42.00    44.000000   3.742410   7.484821   1.371195 149.272774   4.622333   3.029993   0.655512
     87.00    96.333333   5.537495  11.074990   1.354738 150.132852   6.363951   4.818367   0.757135
     67.00    74.250000   4.861534   9.723067   1.202384  32.104171   5.741005   4.116789   0.717085
      8.00    15.000000   2.185097   4.370194   1.287878 163.393175   2.905452   1.643341   0.565606
     30.00    30.250000   3.103043   6.206085   1.457364 139.270585   3.734859   2.578109   0.690283
     13.00    13.250000   2.053681   4.107362   1.272059  47.142575   2.344608   1.798854   0.767230
     40.00    45.079167   3.788026   7.576053   1.274146   5.591579   4.380652   3.275573   0.747736
    203.00   209.666667   8.169392  16.338785   1.908396  22.243605  12.798713   5.214507   0.407424
      4.00     4.416667   1.185693   2.371387   1.183298  24.295198   1.319031   1.065835   0.808044
      3.00     4.125000   1.145874   2.291749   1.185533  24.815545   1.470752   0.892760   0.607009
    306.00   309.416667   9.924232  19.848464   1.456423 157.601576  14.861491   6.627221   0.445932
     11.00    13.708333   2.088899   4.177798   1.194837  84.870174   2.358666   1.849986   0.784336
     43.00    45.500000   3.805667   7.611334   1.215767 119.272107   4.314781   3.356624   0.777936
     48.00    52.437500   4.085508   8.171016   1.344036 147.963119   5.043882   3.309232   0.656088
     27.00    31.375000   3.160217   6.320434   1.272592  74.052101   4.404467   2.267465   0.514810
     60.00    63.750000   4.504693   9.009385   1.586341  47.425011   5.130046   3.955570   0.771059
     59.00    64.250000   4.522324   9.044647   1.377536   2.011556   5.398012   3.788693   0.701868
     22.00    24.000000   2.763953   5.527906   1.328486 112.564025   3.726837   2.049845   0.550023
     26.00    28.250000   2.998709   5.997418   1.202501   0.553603   4.146619   2.168575   0.522974
     63.00    65.000000   4.548642   9.097284   1.107659 171.350562   4.676606   4.424179   0.946023
     43.00    44.000000   3.742410   7.484821   1.201086  79.916224   3.839855   3.647438   0.949889
     75.00    81.250000   5.085536  10.171072   1.459978 149.200711   7.039831   3.673764   0.521854
    345.00   352.000000  10.585135  21.170270   1.500548 165.359599  14.019785   7.991926   0.570046
     31.00    35.033333   3.339380   6.678759   1.241078 112.935560   3.855261   2.892529   0.750281
     15.00    16.250000   2.274321   4.548642   1.346583  95.972557   3.237595   1.597647   0.493467
     18.00    20.250000   2.538853   5.077706   1.132834  86.412172   2.876049   2.241191   0.779260
     36.00    39.500000   3.545877   7.091753   1.215072 175.271338   3.721377   3.378652   0.907904
     14.00    15.833333   2.244974   4.489947   1.203428 114.722642   2.358759   2.136677   0.905848
    188.00   194.625000   7.870900  15.741799   1.371958   3.629060   9.962144   6.218648   0.624228
     26.00    29.625000   3.070819   6.141638   1.314568 131.464063   4.247598   2.220062   0.522663
     43.00    52.479167   4.087131   8.174261   1.314910 158.136769   5.481941   3.047212   0.555864
     58.00    62.500000   4.460310   8.920621   1.239178  68.008700   5.734880   3.469012   0.604897
     58.00    60.250000   4.379289   8.758578   1.302100 156.207129   5.364154   3.575246   0.666507
     56.00    57.625000   4.282827   8.565654   1.283381 162.293060   5.537620   3.312363   0.598156
    206.00   210.000000   8.175884  16.351768   1.493616   8.097665  13.197808   5.064862   0.383765
    296.00   311.250000   9.953590  19.907180   1.696428 172.087705  13.529010   7.323075   0.541287
      7.00     8.916667   1.684715   3.369429   1.187845  82.522255   1.858603   1.527095   0.821636
     15.00    16.916667   2.320505   4.641009   1.233731  84.229144   3.188943   1.688566   0.529507
     22.00    24.500000   2.792596   5.585192   1.281476 120.726026   3.252571   2.397670   0.737162
     15.00    17.125000   2.334750   4.669500   1.127192 166.854727   2.695935   2.021954   0.750001
     29.00    29.750000   3.077291   6.154582   1.305529  74.143486   3.733587   2.536360   0.679336
     21.00    24.125000   2.771142   5.542283   1.401147 157.233249   3.546645   2.165208   0.610495
      6.00     6.500000   1.438407   2.876814   1.198130 172.093235   1.737636   1.190706   0.685245
    481.00   494.812500  12.550048  25.100096   1.898810  16.404615  19.525309   8.066644   0.413138
     27.00    34.312500   3.304846   6.609692   1.204019  24.663220   3.626998   3.011308   0.830248
      2.00     3.541667   1.061766   2.123532   1.117097   1.339984   1.271487   0.886637   0.697323
    273.00   279.375000   9.430155  18.860310   1.489643 175.451982  15.351266   5.792866   0.377354
     88.00    91.750000   5.404159  10.808318   1.422861 122.748054   7.936735   3.679716   0.463631
    128.00   132.458333   6.493289  12.986577   1.415571 146.855186   8.211995   5.134294   0.625219
     31.00    32.250000   3.203981   6.407962   1.522852 178.456364   4.298115   2.388371   0.555679
    290.00   299.625000   9.765941  19.531882   1.348498 170.251479  13.781938   6.920188   0.502120
     79.00    80.750000   5.069864  10.139728   1.464668 126.841908   6.521136   3.941571   0.604430
     85.00    92.125000   5.415191  10.830383   1.376824 174.461971   7.120772   4.118135   0.578327
     16.00    17.000000   2.326213   4.652426   1.248126 107.938949   2.643172   2.047263   0.774548
      2.00     3.000000   0.977205   1.954410   1.112129  88.486781   1.262848   0.756172   0.598783
     80.00    88.041667   5.293820  10.587641   1.319068  99.666298   6.689292   4.189462   0.626294
     88.00    92.000000   5.411516  10.823033   1.837718  99.057442   8.078844   3.624839   0.448683
     92.00    94.250000   5.477290  10.954580   1.379791 112.748414   6.430429   4.665429   0.725524
      8.00     8.500000   1.644881   3.289762   1.297929  71.219758   1.939834   1.394776   0.719018
     46.00    48.250000   3.918986   7.837972   1.383669 144.379186   4.721392   3.252950   0.688981
     59.00    63.166667   4.484036   8.968071   1.229673 110.601626   5.697196   3.529205   0.619463
     58.00    63.000000   4.478116   8.956232   1.489133 133.267437   6.176510   3.246740   0.525659
      7.00     8.791667   1.672864   3.345728   1.214474 171.663607   2.207527   1.267696   0.574261
     18.00    22.125000   2.653791   5.307582   1.283188 123.910097   3.478585   2.024560   0.582007
    266.00   273.791667   9.335448  18.670897   1.524524 149.955491  13.497194   6.456942   0.478391
     19.00    19.750000   2.507313   5.014627   1.385588 162.743865   3.563855   1.763994   0.494968
      8.00     8.000000   1.595769   3.191538   1.595769  15.097669   2.252904   1.130309   0.501712
     25.00    28.250000   2.998709   5.997418   1.246469 170.802398   3.845515   2.338375   0.608078
     27.00    28.250000   2.998709   5.997418   1.233591   4.649061   3.579616   2.512072   0.701771
    210.00   216.000000   8.291860  16.583719   1.494733 116.418965   9.021326   7.621378   0.844818
     76.00    78.125000   4.986779   9.973557   1.320147  10.139753   6.544341   3.799918   0.580642
     93.00    96.250000   5.535100  11.070199   1.422888 164.282373   7.498985   4.085530   0.544811
     25.00    26.041667   2.879118   5.758236   1.267925   3.369792   3.771618   2.197815   0.582725
    291.00   300.375000   9.778156  19.556312   1.504526 163.199762  13.110028   7.293069   0.556297
     24.00    25.500000   2.849018   5.698035   1.354269  49.697682   3.428005   2.367821   0.690729
    133.00   138.625000   6.642718  13.285437   1.577702  90.484503   8.406264   5.249146   0.624433
    153.00   157.000000   7.069275  14.138550   1.605529 154.729828  11.230840   4.449770   0.396210
    190.00   192.500000   7.827813  15.655626   1.485680 117.439972  10.783549   5.682234   0.526935
    240.00   245.000000   8.830964  17.661928   1.382819  74.735871  10.275505   7.589497   0.738601
      3.00     4.458333   1.191273   2.382546   1.427145 149.714903   1.679315   0.845066   0.503220
      5.00     5.750000   1.352879   2.705758   1.156232  72.074923   1.633210   1.120665   0.686173
      2.00     2.250000   0.846284   1.692569   1.206277  90.000000   1.231359   0.581631   0.472349
    109.00   112.250000   5.977481  11.954963   1.248734 147.982715   7.301511   4.893547   0.670210
     98.00   102.500000   5.711984  11.423968   1.429771  60.609848   7.404242   4.406496   0.595131
     35.00    36.000000   3.385138   6.770275   1.355392 111.069880   4.426614   2.588696   0.584803
     97.00   108.616667   5.879945  11.759891   1.543641 136.050185   8.907328   3.881496   0.435764
     25.00    28.000000   2.985411   5.970821   1.336561 127.767757   3.202064   2.783416   0.869257
     38.00    39.250000   3.534638   7.069275   1.316715 164.645240   4.334045   2.882680   0.665125
     87.00    89.750000   5.344933  10.689867   1.354406 152.008052   6.535865   4.371007   0.668772
     10.00    12.291667   1.978019   3.956038   1.309725 118.280943   2.384246   1.641005   0.688270
      7.00     8.500000   1.644881   3.289762   1.184570 116.727708   2.146053   1.260749   0.587474
     14.00    15.000000   2.185097   4.370194   1.371398 143.494235   2.416935   1.975497   0.817356
      2.00     3.750000   1.092548   2.185097   1.055058  90.000000   1.335436   0.893837   0.669322
     43.00    45.000000   3.784699   7.569398   1.499449  43.894899   3.969179   3.608793   0.909204
     39.00    40.500000   3.590481   7.180961   1.517871 145.789750   5.985470   2.153808   0.359839
     17.00    17.500000   2.360174   4.720349   1.539402 162.041085   3.645988   1.527823   0.419042
     66.00    69.375000   4.699228   9.398457   1.259643 125.103952   5.191412   4.253707   0.819374
     16.00    16.250000   2.274321   4.548642   1.288610 175.017051   2.469381   2.094669   0.848257
     80.00    85.083333   5.204120  10.408240   1.291518  78.294875   5.686502   4.762658   0.837537
     10.00    11.250000   1.892349   3.784699   1.163032 113.123145   2.345315   1.526868   0.651029
    348.00   356.625000  10.654448  21.308896   1.503912  19.271184  15.405642   7.368551   0.478302
     30.00    33.541667   3.267513   6.535027   1.461632  67.894183   4.811864   2.218817   0.461114
    127.00   134.583333   6.545167  13.090333   1.419234 173.584249   9.200695   4.656084   0.506058
     26.00    28.250000   2.998709   5.997418   1.277560  67.316905   3.199252   2.810736   0.878560
     18.00    18.750000   2.443013   4.886025   1.329925 113.694750   3.300341   1.808392   0.547941
    132.00   135.750000   6.573475  13.146949   1.300844  80.101674   7.704256   5.608662   0.727995
     45.00    50.500000   4.009320   8.018641   1.448329   4.713351   5.740477   2.800229   0.487804
     15.00    15.875000   2.247926   4.495851   1.241530  83.847629   2.808226   1.799417   0.640766
     44.00    46.750000   3.857588   7.715177   1.240661 139.610476   4.665703   3.189442   0.683593
     15.00    17.000000   2.326213   4.652426   1.208047 148.873387   2.873714   1.883022   0.655257
     16.00    18.375000   2.418459   4.836918   1.285602  26.937511   3.079952   1.899037   0.616580
    102.00   105.625000   5.798403  11.596807   1.361605 177.191654   7.365512   4.564718   0.619742
     33.00    33.500000   3.265483   6.530967   1.307579 147.101443   4.031580   2.644963   0.656061
      5.00     5.250000   1.292721   2.585441   1.282159 160.461075   1.581003   1.057005   0.668566
     37.00    40.250000   3.579382   7.158763   1.248162  13.819742   4.471383   2.865327   0.640814
     25.00    28.041667   2.987631   5.975262   1.372547  46.069232   3.661251   2.437948   0.665878
      2.00     2.500000   0.892062   1.784124   1.218276  91.547511   1.194377   0.666268   0.557837
    369.00   381.500000  11.019765  22.039530   1.430410  81.280635  12.319065   9.857503   0.800183
    137.00   143.541667   6.759492  13.518984   1.633984 100.607489  11.250157   4.061342   0.361003
     53.00    56.666667   4.247065   8.494130   1.360339 152.413447   4.898173   3.682508   0.751813
    164.00   171.791667   7.394795  14.789589   1.736112 147.898722  10.734638   5.094069   0.474545
    108.00   114.687500   6.042033  12.084066   1.420207 139.929626   8.785306   4.155366   0.472990
     69.00    73.500000   4.836918   9.673836   1.227778  78.861817   5.194572   4.503889   0.867038
    485.00   492.750000  12.523865  25.047730   1.687627  48.691600  17.788195   8.817488   0.495693
     11.00    12.250000   1.974664   3.949327   1.389731 162.984037   2.667791   1.461620   0.547876
     69.00    73.000000   4.820438   9.640876   1.317350 177.406389   7.295162   3.185210   0.436619
    136.00   140.000000   6.675581  13.351162   1.394369 166.472532   9.950256   4.478617   0.450101
      2.00     3.791667   1.098601   2.197203   1.229184  58.301870   1.273075   0.948039   0.744685
     37.00    42.062500   3.659086   7.318172   1.232869 121.987609   4.406349   3.038550   0.689585
     70.00    73.062500   4.822501   9.645002   1.434486  47.940760   5.612256   4.143880   0.738363
     80.00    82.000000   5.108954  10.217908   1.297701 169.526991   5.833598   4.474325   0.766992
     22.00    23.250000   2.720424   5.440847   1.242774  91.423066   3.458591   2.139803   0.618692
     28.00    30.500000   3.115839   6.231678   1.280613 101.379776   4.078684   2.380290   0.583593
      5.00     5.625000   1.338093   2.676186   1.322788 113.692749   1.685942   1.062013   0.629923
     90.00    94.250000   5.477290  10.954580   1.287634 117.049175   6.406894   4.682567   0.730864
     67.00    71.062500   4.756038   9.512076   1.243948  24.190693   4.938022   4.580760   0.927651
    130.00   136.825000   6.599451  13.198901   1.319889  22.658526   6.835050   6.371973   0.932250
     97.00    99.791667   5.636016  11.272032   1.327451 172.899924   6.561356   4.841175   0.737831
      8.00     8.500000   1.644881   3.289762   1.434765 109.293650   2.022575   1.337717   0.661393
      8.00     9.375000   1.727471   3.454941   1.247053 159.493591   2.241104   1.331556   0.594152
     45.00    47.791667   3.900328   7.800656   1.418614 114.735217   4.925627   3.088452   0.627017
     14.00    15.250000   2.203231   4.406462   1.636665 129.583136   3.505620   1.384698   0.394994
     50.00    52.875000   4.102516   8.205031   1.465584 174.801468   4.874554   3.452754   0.708322
     24.00    26.500000   2.904344   5.808687   1.186773 164.816726   3.308398   2.549637   0.770656
    340.00   346.000000  10.494533  20.989066   1.779122   8.008027  14.794246   7.444463   0.503200
     11.00    11.750000   1.933944   3.867889   1.254401  11.774976   2.267243   1.649643   0.727599
     57.00    61.750000   4.433468   8.866935   1.354377 132.579501   5.923172   3.318430   0.560245
      7.00     7.750000   1.570637   3.141275   1.257950 121.446200   1.802972   1.368242   0.758881
     18.00    19.000000   2.459245   4.918491   1.347953  99.487272   3.608352   1.676080   0.464500
     18.00    23.000000   2.705758   5.411516   1.204961  90.518358   3.149655   2.324422   0.737993
     56.00    62.916667   4.475153   8.950307   1.255475 131.705202   4.901824   4.085622   0.833490
     29.00    33.125000   3.247155   6.494310   1.243181  27.609258   3.915576   2.692839   0.687725
     39.00    41.250000   3.623573   7.247146   1.232940  71.566427   3.762583   3.489700   0.927475
     51.00    56.062500   4.224364   8.448727   1.369299 128.775175   5.393149   3.308874   0.613533
     36.00    37.250000   3.443406   6.886812   1.259161  21.647884   4.263056   2.781348   0.652431
    355.00   360.875000  10.717746  21.435492   1.497578  22.660592  14.776280   7.773951   0.526110
     19.00    21.000000   2.585441   5.170883   2.035793 153.589120   5.188885   1.288236   0.248268
     11.00    11.500000   1.913260   3.826520   1.233506 105.795444   2.172077   1.685282   0.775885
     27.00    30.500000   3.115839   6.231678   1.412693  14.313142   4.473998   2.169972   0.485019
     10.00    11.937500   1.949314   3.898628   1.147271 177.325795   2.339755   1.624026   0.694101
     16.00    19.250000   2.475372   4.950744   1.419067 162.283231   3.596811   1.703583   0.473637
     23.00    24.375000   2.785463   5.570926   1.344766  50.762560   3.038404   2.553579   0.840434
     66.00    70.666667   4.742773   9.485547   1.453059 131.680405   6.106263   3.683742   0.603273
    132.00   144.958333   6.792766  13.585532   1.528824  33.464734   7.323044   6.300887   0.860419
     77.00    83.583333   5.158042  10.316085   1.272098 158.320368   6.393751   4.161157   0.650816
      3.00     3.500000   1.055502   2.111004   1.331203 135.781785   1.206530   0.923379   0.765318
     42.00    47.125000   3.873029   7.746058   1.264772 150.204015   4.796309   3.127478   0.652059
    165.00   166.750000   7.285477  14.570954   1.543535 147.631567  11.472593   4.626519   0.403267
    184.00   187.166667   7.718614  15.437228   1.575385 115.228164   9.853300   6.046401   0.613642
      9.00    11.875000   1.944204   3.888408   1.209491  76.089546   2.324010   1.626469   0.699855
     17.00    18.500000   2.426671   4.853342   1.289209  12.202448   2.550878   2.308512   0.904987
      7.00     9.375000   1.727471   3.454941   1.377347 168.793059   2.880321   1.036050   0.359699
     90.00    94.625000   5.488176  10.976351   1.769580 140.098897   9.123960   3.301206   0.361817
    177.00   186.625000   7.707437  15.414874   1.574804  27.421867  11.947270   4.972231   0.416181
     46.00    54.312500   4.157909   8.315818   1.417331  30.022869   5.422940   3.187976   0.587869
      4.00     4.791667   1.235004   2.470008   1.098307 175.766593   1.340427   1.137872   0.848888
      2.00     2.250000   0.846284   1.692569   1.206277   3.165194   1.059403   0.676038   0.638131
      2.00     3.625000   1.074185   2.148370   1.055119 129.009066   1.214437   0.950131   0.782363
    201.00   204.500000   8.068108  16.136217   1.311517 159.133188   9.277353   7.016481   0.756302
     52.00    56.291667   4.232989   8.465978   1.338276 146.013488   4.520985   3.963338   0.876654
      6.00     7.500000   1.545097   3.090194   1.321411 160.327489   2.099420   1.137135   0.541642
    281.00   288.250000   9.578769  19.157539   1.372886 166.507582  12.794288   7.171390   0.560515
     15.00    18.250000   2.410219   4.820438   1.286679 147.992561   3.459539   1.679171   0.485374
     73.00    79.791667   5.039690  10.079380   1.318201 166.682055   5.480873   4.634021   0.845490
     18.00    20.000000   2.523133   5.046265   1.329127 126.328405   3.620910   1.758176   0.485562
      4.00     4.625000   1.213336   2.426671   1.458799  23.892095   1.689606   0.871318   0.515693
