There are   5036 grains.
Grainsize GrainFarea  GrainFeqR GrainFeqD GrainFsf GrainFfitEangle GrainFfitElongA GrainFfitEshortb GrainFasp
    329.00   335.000000  10.326365  20.652730   1.657711  10.994030  14.308883   7.452280   0.520815
     65.00    67.250000   4.626699   9.253397   1.475710 128.044395   6.130800   3.491606   0.569519
     14.00    17.250000   2.343255   4.686511   1.091554 140.691416   2.776340   1.977728   0.712351
    277.00   281.833333   9.471554  18.943108   1.511382 161.553295  14.553994   6.163967   0.423524
     32.00    34.541667   3.315864   6.631728   1.304560 169.666683   4.270015   2.574921   0.603024
    108.00   115.125000   6.053547  12.107093   1.378579 158.807356   6.482254   5.653192   0.872103
     60.00    60.750000   4.397423   8.794845   1.586273 142.879408   6.500600   2.974698   0.457604
     26.00    26.875000   2.924821   5.849642   1.530229  49.370856   3.944109   2.168951   0.549922
     66.00    68.750000   4.678013   9.356026   1.343365 157.497050   6.258563   3.496618   0.558693
     24.00    25.000000   2.820948   5.641896   1.367745  75.170109   4.286931   1.856281   0.433009
     29.00    31.250000   3.153916   6.307831   1.214690   9.249938   4.248467   2.341358   0.551107
     34.00    35.000000   3.337791   6.675581   1.346686 136.557490   4.412764   2.524686   0.572133
     72.00    73.750000   4.845137   9.690274   1.242603  17.940505   5.291123   4.436743   0.838526
      6.00     7.250000   1.519127   3.038254   1.177862 173.336396   1.860917   1.240112   0.666398
     11.00    14.041667   2.114143   4.228286   1.181544 139.400354   2.463436   1.814377   0.736523
    122.00   127.041667   6.359137  12.718273   1.466468 165.168131  10.893067   3.712326   0.340797
     61.00    64.083333   4.516454   9.032908   1.384460 167.604021   5.516518   3.697687   0.670294
      4.00     7.041667   1.497141   2.994283   1.114586  17.347863   1.656109   1.353433   0.817236
     56.00    58.000000   4.296740   8.593480   1.299063  87.124003   4.954325   3.726436   0.752158
    256.00   270.187500   9.273799  18.547598   1.497860  15.805779  13.872229   6.199678   0.446913
    103.00   108.041667   5.864361  11.728722   1.226141 166.248544   6.269931   5.485025   0.874814
     90.00    91.750000   5.404159  10.808318   1.491867 160.416233   6.769690   4.314072   0.637263
     39.00    41.500000   3.634537   7.269074   1.273011 139.476197   4.506722   2.931146   0.650394
     34.00    37.500000   3.454941   6.909883   1.339185 158.817747   3.867371   3.086495   0.798086
    913.00   930.937500  17.214140  34.428280   1.443832 173.361398  24.796616  11.950284   0.481932
    115.00   119.875000   6.177167  12.354335   1.370504  13.640206   7.962643   4.792052   0.601817
     53.00    55.125000   4.188894   8.377788   1.343636 166.342488   5.865850   2.991354   0.509961
     51.00    52.750000   4.097664   8.195327   1.346087 112.766330   4.853348   3.459642   0.712836
      4.00     4.250000   1.163107   2.326213   1.151368   9.677306   1.211771   1.116397   0.921294
     33.00    35.750000   3.373363   6.746726   1.296753 168.546379   4.783769   2.378789   0.497262
     38.00    42.187500   3.664519   7.329038   1.246849  87.389325   4.695885   2.859673   0.608974
      4.00     5.375000   1.308020   2.616039   1.160248 118.486272   1.634723   1.046609   0.640236
     10.00    11.791667   1.937370   3.874741   1.212964   9.411527   2.162768   1.735463   0.802427
     46.00    48.750000   3.939239   7.878479   1.295750  15.067892   4.787095   3.241550   0.677143
    107.00   113.625000   6.013980  12.027961   1.484425 134.922560   9.944190   3.637095   0.365751
     23.00    27.500000   2.958635   5.917270   1.254123 112.093712   4.472177   1.957329   0.437668
    109.00   125.750000   6.326726  12.653453   1.479146 154.645745   8.812940   4.541897   0.515367
     23.00    25.250000   2.835018   5.670035   1.384210 172.998153   3.517726   2.284807   0.649512
      4.00     5.791667   1.357772   2.715544   1.322320 147.353809   1.786903   1.031698   0.577367
     75.00    78.500000   4.998732   9.997465   1.461397 145.055901   7.847102   3.184274   0.405790
    395.00   403.875000  11.338316  22.676632   2.115049 161.856614  21.621183   5.945901   0.275003
    127.00   130.750000   6.451280  12.902561   1.502408  38.883361   7.133723   5.834123   0.817823
     13.00    14.500000   2.148370   4.296740   1.351446  93.827270   3.112720   1.482785   0.476363
      9.00    10.375000   1.817269   3.634537   1.236734 169.151400   2.030581   1.626364   0.800935
     15.00    18.833333   2.448435   4.896871   1.320799 169.074868   3.123652   1.919175   0.614401
     57.00    59.625000   4.356515   8.713031   1.562799 128.350879   6.716518   2.825754   0.420717
     17.00    18.250000   2.410219   4.820438   1.270657   4.759330   2.509527   2.314841   0.922421
     83.00    87.375000   5.273739  10.547479   1.243135  77.284113   5.654005   4.919048   0.870011
    163.00   168.375000   7.320890  14.641780   1.422547 137.668363   8.196807   6.538574   0.797698
     75.00    85.375000   5.213032  10.426065   1.962961  22.626459  11.399651   2.383907   0.209121
      3.00     4.000000   1.128379   2.256758   1.162603  67.856478   1.378730   0.923487   0.669810
    513.00   522.416667  12.895363  25.790726   1.308609  20.988571  15.506411  10.723977   0.691583
     61.00    64.500000   4.531113   9.062227   1.310641 135.914930   5.468860   3.754162   0.686462
     22.00    24.500000   2.792596   5.585192   1.314861  58.739870   3.557381   2.192228   0.616248
     33.00    35.250000   3.349690   6.699380   1.210891 147.733684   3.800594   2.952282   0.776795
    701.00   723.125000  15.171613  30.343226   1.945673 146.212055  24.606425   9.354380   0.380160
    248.00   256.729167   9.039880  18.079760   1.410769 128.939365  10.171228   8.034372   0.789912
    125.00   136.562500   6.593117  13.186234   1.445981 138.356971   8.650756   5.024901   0.580863
    110.00   113.250000   6.004048  12.008096   1.417785 178.276655   8.639318   4.172621   0.482980
     21.00    22.000000   2.646284   5.292567   1.252680 152.603389   2.805492   2.496110   0.889723
    103.00   107.125000   5.839430  11.678861   1.336073  80.798098   7.104500   4.799627   0.675576
     49.00    51.750000   4.058637   8.117275   1.234660  58.653185   4.718308   3.491196   0.739925
     81.00    83.375000   5.151610  10.303220   1.370590 165.075373   6.942336   3.822789   0.550649
     40.00    40.500000   3.590481   7.180961   1.277875 135.495488   4.094454   3.148540   0.768977
     32.00    35.250000   3.349690   6.699380   1.333750 156.196323   4.862974   2.307317   0.474466
      7.00     8.750000   1.668895   3.337791   1.207027  95.139417   2.235007   1.246176   0.557571
    241.00   248.000000   8.884866  17.769733   1.379763 171.493447  10.006599   7.888879   0.788368
     51.00    53.333333   4.120258   8.240516   1.335496 171.487696   4.510685   3.763626   0.834380
      6.00     7.000000   1.492705   2.985411   1.367790 105.275261   1.601649   1.391172   0.868587
     82.00    87.041667   5.263670  10.527340   1.270171 127.891033   6.743760   4.108424   0.609219
     66.00    72.312500   4.797685   9.595370   1.237637 162.143674   5.947020   3.870474   0.650826
     97.00   101.875000   5.694543  11.389086   1.621605  15.372549   7.952013   4.077938   0.512818
    278.00   291.166667   9.627109  19.254218   1.616610 122.561081  14.554551   6.367852   0.437516
     73.00    79.166667   5.019914  10.039827   1.232917 150.602663   6.399013   3.938034   0.615413
    166.00   172.500000   7.410024  14.820048   1.322128  45.991782   8.066543   6.806938   0.843848
     27.00    29.250000   3.051322   6.102643   1.255531 156.500744   3.915190   2.378062   0.607394
    227.00   238.291667   8.709225  17.418449   1.827036 114.699457  12.156147   6.239690   0.513295
    186.00   190.875000   7.794703  15.589407   1.458585  20.705182  11.747514   5.171937   0.440258
      3.00     3.625000   1.074185   2.148370   1.351446 104.768041   1.277943   0.902915   0.706538
     13.00    14.250000   2.129769   4.259538   1.543661  21.438898   2.891520   1.568696   0.542516
      4.00     4.250000   1.163107   2.326213   1.425040   0.000000   1.349456   1.002491   0.742885
     56.00    59.125000   4.338211   8.676421   1.349272  16.509351   5.281934   3.563102   0.674583
     12.00    12.500000   1.994711   3.989423   1.502291 151.904375   2.486941   1.599907   0.643323
     22.00    23.000000   2.705758   5.411516   1.391516   1.933068   2.958575   2.474545   0.836398
      4.00     4.000000   1.128379   2.256758   1.128379   0.000000   1.128379   1.128379   1.000000
    177.00   185.416667   7.682445  15.364890   1.500823 155.975386  11.700503   5.044224   0.431112
     24.00    27.791667   2.974283   5.948567   1.347361  19.820751   3.631157   2.436238   0.670926
     21.00    23.750000   2.749520   5.499040   1.161806   5.107702   2.813728   2.686777   0.954881
     20.00    22.541667   2.678663   5.357326   1.258394 172.927808   3.045157   2.356278   0.773779
     56.00    58.541667   4.316757   8.633514   1.297035 167.089926   5.700071   3.269151   0.573528
    162.00   165.625000   7.260859  14.521718   1.556746 142.902334   8.787729   5.999283   0.682689
     65.00    70.166667   4.725965   9.451930   1.368785 172.868208   6.560182   3.404592   0.518978
    435.00   445.291667  11.905492  23.810984   1.501505 148.953929  17.807861   7.959448   0.446963
    107.00   114.625000   6.040387  12.080773   1.414238 168.743187  10.060010   3.626862   0.360523
      9.00    10.375000   1.817269   3.634537   1.185431 168.099138   2.090905   1.579443   0.755387
     10.00    11.000000   1.871205   3.742410   1.211405  89.985151   2.188602   1.599838   0.730986
     20.00    21.750000   2.631205   5.262410   1.370456 104.733385   4.255696   1.626817   0.382268
    339.00   351.250000  10.573852  21.147704   1.563426   4.282050  16.928256   6.604717   0.390159
     19.00    19.750000   2.507313   5.014627   1.385588 125.215139   3.202315   1.963149   0.613040
     91.00    92.250000   5.418864  10.837728   1.287264 160.139132   6.924108   4.240848   0.612476
     90.00    95.791667   5.521905  11.043810   1.222709  67.645342   6.717645   4.539007   0.675684
      2.00     2.250000   0.846284   1.692569   1.206277  93.165194   1.059403   0.676038   0.638131
    146.00   152.500000   6.967227  13.934455   1.379392 146.093098   9.578102   5.068045   0.529128
     58.00    62.916667   4.475153   8.950307   1.419678 129.278799   6.434845   3.112274   0.483659
      5.00     6.291667   1.415168   2.830335   1.175522 164.260503   1.922571   1.041678   0.541815
     21.00    21.750000   2.631205   5.262410   1.405889  88.254749   4.131129   1.675871   0.405669
    114.00   120.000000   6.180387  12.360774   1.445751  21.510790   7.252860   5.266500   0.726127
    222.00   227.000000   8.500373  17.000746   1.388185 141.072556   9.979383   7.240562   0.725552
     21.00    21.500000   2.616039   5.232079   1.181124 175.077584   3.209879   2.132062   0.664219
     17.00    20.250000   2.538853   5.077706   1.184766  89.098120   2.843829   2.266583   0.797018
     48.00    53.267857   4.117728   8.235456   1.370090 158.789420   5.286228   3.207521   0.606769
      5.00     6.250000   1.410474   2.820948   1.428173  83.740088   1.891005   1.052053   0.556346
     32.00    34.625000   3.319861   6.639723   1.267404  60.500863   3.884571   2.837245   0.730388
     79.00    82.416667   5.121918  10.243835   1.487994 104.245741   5.490884   4.777745   0.870123
    102.00   110.291667   5.925110  11.850220   1.354393   7.767864   6.672494   5.261440   0.788527
     11.00    12.541667   1.998033   3.996066   1.255792  16.605690   2.317357   1.722711   0.743395
    475.00   486.250000  12.440988  24.881976   1.486372 133.673210  14.508145  10.668364   0.735336
     10.00    11.000000   1.871205   3.742410   1.211405 109.069243   2.293901   1.526399   0.665416
     17.00    19.500000   2.491394   4.982787   1.165374  85.484726   2.725140   2.277696   0.835809
     55.00    56.000000   4.222008   8.444016   1.539089 115.799989   5.562383   3.204626   0.576125
     13.00    14.250000   2.129769   4.259538   1.288521 118.711726   2.669967   1.698866   0.636287
      2.00     4.160714   1.150824   2.301649   1.191080 166.445478   1.795218   0.737736   0.410945
      5.00     6.000000   1.381977   2.763953   1.179591 112.697211   1.633553   1.169145   0.715707
    122.00   124.500000   6.295203  12.590406   1.341740 153.043059   7.540436   5.255609   0.696990
     38.00    41.250000   3.623573   7.247146   1.258669 145.287846   4.480653   2.930440   0.654021
    347.00   354.791667  10.627027  21.254053   1.622271  93.787935  14.419460   7.832034   0.543157
     26.00    27.125000   2.938393   5.876787   1.360670  45.730369   3.000708   2.877373   0.958898
      4.00     4.750000   1.229623   2.459245   1.196312 155.715786   1.296701   1.166014   0.899216
    179.00   185.125000   7.676400  15.352800   1.318240  33.589232   9.055425   6.507383   0.718617
     60.00    64.250000   4.522324   9.044647   1.248840  25.947918   5.100346   4.009809   0.786184
     21.00    23.541667   2.737434   5.474868   1.497996 116.788213   3.570385   2.098806   0.587837
     88.00    89.500000   5.337484  10.674968   1.301775 144.175179   6.409605   4.444694   0.693443
      6.00     7.000000   1.492705   2.985411   1.305333 110.810831   1.569652   1.419531   0.904360
     10.00    13.250000   2.053681   4.107362   1.223726 112.089217   2.302565   1.831699   0.795503
     31.00    31.250000   3.153916   6.307831   1.332931  89.875307   3.385078   2.938539   0.868086
    158.00   163.791667   7.220561  14.441123   1.318906 179.497897  10.583260   4.926318   0.465482
    174.00   177.500000   7.516649  15.033297   1.631876 152.926063  11.464457   4.928276   0.429874
     12.00    14.583333   2.154535   4.309069   1.315139  83.318270   2.919142   1.590200   0.544749
     47.00    52.375000   4.083072   8.166145   1.371772  97.877041   5.507129   3.027255   0.549697
     10.00    10.750000   1.849819   3.699639   1.412248 148.675410   2.428853   1.408826   0.580037
     42.00    44.625000   3.768896   7.537792   1.324454  18.258606   5.560389   2.554602   0.459429
    141.00   145.250000   6.799596  13.599193   1.364921 162.042020   8.483072   5.450208   0.642480
     52.00    56.375000   4.236121   8.472242   1.419361 112.537050   5.806911   3.090235   0.532165
    142.00   148.041667   6.864629  13.729257   1.431457 178.209931  10.937230   4.308506   0.393930
     53.00    57.166667   4.265761   8.531522   1.205137 124.933996   5.240994   3.471997   0.662469
    132.00   142.250000   6.729010  13.458021   1.361248 147.033802   7.835940   5.778449   0.737429
     81.00    82.250000   5.116736  10.233472   1.363274 163.864843   5.971162   4.384572   0.734291
     31.00    33.875000   3.283709   6.567419   1.346354  70.895699   3.997424   2.697424   0.674790
     16.00    17.250000   2.343255   4.686511   1.306969 105.210073   2.730418   2.010990   0.736514
     26.00    30.791667   3.130702   6.261403   1.351937 176.137406   4.435937   2.209520   0.498095
      2.00     2.250000   0.846284   1.692569   1.206277  86.834806   1.059403   0.676038   0.638131
     25.00    28.250000   2.998709   5.997418   1.140320 104.525094   3.298796   2.725920   0.826338
    243.00   246.500000   8.857956  17.715912   1.482051 170.197102  11.057253   7.096101   0.641760
     23.00    25.875000   2.869890   5.739780   1.240234 164.704193   3.594863   2.291121   0.637332
    292.00   296.791667   9.719656  19.439313   1.340032 107.222218  11.586165   8.153839   0.703756
      7.00     7.500000   1.545097   3.090194   1.175738   5.283852   1.567812   1.522711   0.971233
    254.00   263.250000   9.153965  18.307930   1.459950  24.699327  10.204549   8.211542   0.804694
     13.00    15.250000   2.203231   4.406462   1.203242 138.624427   2.668616   1.819005   0.681629
     40.00    45.187500   3.792575   7.585151   1.211949 131.239826   4.459809   3.225167   0.723162
     22.00    22.750000   2.691013   5.382026   1.409288  98.975617   4.202677   1.723080   0.409996
     87.00    91.166667   5.386952  10.773904   1.235446 163.379218   5.819337   4.986693   0.856918
      7.00     7.500000   1.545097   3.090194   1.527424 105.085147   1.811773   1.317673   0.727284
     63.00    66.875000   4.613781   9.227562   1.351963 148.434889   5.885457   3.616877   0.614545
      8.00     9.750000   1.761681   3.523363   1.196375 168.670076   2.185566   1.420008   0.649721
     92.00    97.750000   5.578063  11.156127   1.166956 158.223918   6.608124   4.708567   0.712542
     14.00    17.000000   2.326213   4.652426   1.224648  64.990207   3.015490   1.794491   0.595091
     39.00    41.125000   3.618079   7.236158   1.229476 141.596270   4.141915   3.160493   0.763051
    104.00   106.875000   5.832613  11.665225   1.794894 179.785914   9.489715   3.584867   0.377763
     14.00    15.291667   2.206239   4.412477   1.251678  97.956509   2.764741   1.760559   0.636790
     16.00    16.500000   2.291749   4.583498   1.446470 143.467324   3.021910   1.738011   0.575136
    122.00   126.500000   6.345565  12.691131   1.272322 130.038465   7.908175   5.091718   0.643855
     40.00    43.125000   3.705012   7.410024   1.261378 178.176447   5.244194   2.617583   0.499139
    163.00   167.375000   7.299118  14.598235   1.557618 123.240060   9.616885   5.539956   0.576065
     19.00    21.875000   2.638755   5.277510   1.196742   5.768408   3.338957   2.085390   0.624563
    174.00   178.250000   7.532512  15.065024   1.371266 160.510186   9.720529   5.837001   0.600482
     18.00    19.000000   2.459245   4.918491   1.477387 119.589565   3.751987   1.611916   0.429617
      4.00     5.041667   1.266812   2.533624   1.122769  95.640238   1.422235   1.128374   0.793381
      3.00     3.250000   1.017107   2.034214   1.316640  90.000000   1.560854   0.662783   0.424628
    753.00   759.125000  15.544677  31.089355   1.563198 170.657507  19.466981  12.412659   0.637626
    107.00   114.291667   6.031597  12.063195   1.789987  51.337573  10.413394   3.493594   0.335490
     29.00    33.291667   3.255314   6.510627   1.247866 161.352340   4.338810   2.442390   0.562917
      2.00     2.750000   0.935603   1.871205   1.232042  94.552450   1.175620   0.744587   0.633357
     12.00    13.500000   2.072965   4.145930   1.509184  55.400160   2.230957   1.926162   0.863379
     28.00    30.000000   3.090194   6.180387   1.403084 138.303498   3.576172   2.670257   0.746680
     65.00    72.250000   4.795611   9.591223   1.307908 113.325122   5.855284   3.927716   0.670798
     67.00    74.291667   4.862897   9.725795   1.526416  78.744348   6.664212   3.548472   0.532467
     20.00    22.625000   2.683610   5.367219   1.350889 120.931192   4.078807   1.765654   0.432885
     49.00    53.291667   4.118648   8.237297   1.295434  30.172973   4.816194   3.522131   0.731310
     21.00    23.000000   2.705758   5.411516   1.308331  91.010638   2.967321   2.467251   0.831474
    262.00   269.041667   9.254114  18.508228   1.427610  16.765542  10.398951   8.235314   0.791937
     32.00    34.000000   3.289762   6.579525   1.309667 114.202041   3.528544   3.067139   0.869237
     27.00    27.000000   2.931615   5.863230   1.302940 171.735428   3.037222   2.829680   0.931667
     94.00    99.166667   5.618339  11.236678   1.328218 179.812773   6.205469   5.086760   0.819722
     60.00    61.916667   4.439447   8.878893   1.382877 101.540934   5.395703   3.652663   0.676958
     34.00    38.291667   3.491220   6.982440   1.140039 130.457787   4.133222   2.948938   0.713472
     11.00    11.500000   1.913260   3.826520   1.233506  14.792787   2.163936   1.691623   0.781734
    213.00   226.520833   8.491397  16.982794   1.310875   5.921814   9.719299   7.418624   0.763288
     14.00    15.375000   2.212242   4.424484   1.303699  70.618633   2.683741   1.823579   0.679492
    280.00   286.625000   9.551731  19.103463   1.497106 151.670976  13.686729   6.665988   0.487040
     42.00    44.500000   3.763614   7.527228   1.313927 174.293166   5.200504   2.723734   0.523744
     12.00    14.750000   2.166811   4.333622   1.413396 170.748300   2.944425   1.594563   0.541553
     26.00    27.750000   2.972053   5.944106   1.427488 162.843426   3.774879   2.339969   0.619879
     22.00    24.000000   2.763953   5.527906   1.362217 129.378562   3.648463   2.093878   0.573907
     38.00    41.250000   3.623573   7.247146   1.320640  97.212411   4.561853   2.878278   0.630945
    478.00   486.500000  12.444186  24.888372   1.568344 154.512987  19.948975   7.762693   0.389127
     22.00    23.500000   2.735010   5.470021   1.226162  46.378536   2.895614   2.583314   0.892147
      2.00     3.312500   1.026841   2.053681   1.229161 159.664867   1.318697   0.799578   0.606340
    111.00   119.625000   6.170723  12.341446   1.812231 155.137140  10.292704   3.699496   0.359429
    193.00   199.250000   7.963871  15.927742   1.393486 148.746073   8.971337   7.069542   0.788014
      4.00     6.187500   1.403404   2.806808   1.413709 101.125088   2.054297   0.958743   0.466701
      3.00     3.875000   1.110608   2.221217   1.163820  51.202088   1.261469   0.977790   0.775120
     11.00    14.833333   2.172924   4.345847   1.197410  38.405337   2.485263   1.899838   0.764441
      6.00     8.375000   1.632742   3.265483   1.124451 156.394901   2.252826   1.183334   0.525266
    177.00   181.000000   7.590395  15.180789   1.369494  75.081482   9.511831   6.057097   0.636796
     34.00    35.500000   3.361547   6.723095   1.214743   8.435678   4.167410   2.711516   0.650648
     13.00    14.375000   2.139090   4.278179   1.348283 164.190665   3.075369   1.487855   0.483797
     14.00    17.583333   2.365787   4.731574   1.185940  94.224049   2.885155   1.939913   0.672377
     74.00    74.750000   4.877875   9.755750   1.299519  76.062870   5.614044   4.238240   0.754935
      7.00     8.000000   1.595769   3.191538   1.420498  30.504696   2.307640   1.103499   0.478194
     29.00    30.125000   3.096625   6.193250   1.291142 179.489167   3.385762   2.832180   0.836497
     16.00    17.000000   2.326213   4.652426   1.288204 141.833563   3.189756   1.696452   0.531844
    304.00   311.916667   9.964244  19.928488   1.388955 125.340626  11.240541   8.832863   0.785804
      8.00     9.000000   1.692569   3.385138   1.206277  31.860728   1.876973   1.526281   0.813161
     12.00    14.729167   2.165280   4.330561   1.218260 132.290630   2.406190   1.948491   0.809783
     16.00    16.750000   2.309045   4.618091   1.326332 105.319600   2.630212   2.027095   0.770697
    390.00   408.342262  11.400850  22.801700   2.073313 176.689522  21.297434   6.103053   0.286563
      4.00     5.166667   1.282420   2.564840   1.145453 140.154425   1.398201   1.176227   0.841243
     89.00    95.875000   5.524306  11.048613   1.313924 142.877510   6.583919   4.635227   0.704022
     19.00    21.791667   2.633724   5.267448   1.215198  64.673547   2.845218   2.437951   0.856859
    115.00   121.625000   6.222093  12.444186   1.863411 100.627497   9.222218   4.197953   0.455200
    153.00   163.125000   7.205852  14.411704   1.509298  76.221742  10.564254   4.915094   0.465257
    297.00   306.000000   9.869287  19.738574   1.557095  24.027279  13.220712   7.367442   0.557265
    257.00   263.750000   9.162654  18.325308   1.694550 173.019358  14.162790   5.927803   0.418548
     45.00    46.750000   3.857588   7.715177   1.347344 134.363354   4.517559   3.294033   0.729162
    313.00   319.875000  10.090559  20.181117   1.950726 148.422214  12.373401   8.228891   0.665047
    185.00   188.500000   7.746058  15.492116   1.366045 160.660721   9.785526   6.131649   0.626604
     10.00    13.000000   2.034214   4.068429   1.133314 115.270845   2.507951   1.649964   0.657893
    359.00   370.666667  10.862176  21.724352   1.694008 151.636988  18.588674   6.347245   0.341458
     52.00    53.250000   4.117038   8.234076   1.207767  45.173656   4.475446   3.787333   0.846247
      6.00     7.791667   1.574854   3.149708   1.206335  76.487318   1.791209   1.384631   0.773015
    108.00   110.687500   5.935733  11.871466   1.391062  93.142500   8.526560   4.132138   0.484620
     59.00    62.000000   4.442433   8.884866   1.235472 164.445104   5.041469   3.914576   0.776475
     14.00    15.125000   2.194183   4.388365   1.199404  30.276781   2.291456   2.101038   0.916901
      6.00     7.791667   1.574854   3.149708   1.147136  81.281444   1.641343   1.511058   0.920623
     67.00    68.000000   4.652426   9.304853   1.239825 171.087847   5.349770   4.045982   0.756291
     11.00    12.250000   1.974664   3.949327   1.228534  44.729502   2.584045   1.508989   0.583964
    259.00   268.166667   9.239053  18.478106   1.407665  17.816110  11.510755   7.415682   0.644239
     57.00    60.166667   4.376259   8.752518   1.414219 179.187036   5.663489   3.381598   0.597087
     47.00    53.333333   4.120258   8.240516   1.820479  69.021043   6.083910   2.790398   0.458652
     43.00    45.250000   3.795197   7.590395   1.261057 149.429090   4.367614   3.297801   0.755058
      5.00     5.500000   1.323142   2.646284   1.302504 110.714698   1.670629   1.047931   0.627268
     36.00    38.625000   3.506383   7.012765   1.268641 145.235725   4.173969   2.945570   0.705700
      3.00     4.291667   1.168794   2.337588   1.343547 174.200075   1.300651   1.050305   0.807523
     53.00    54.916667   4.180971   8.361942   1.356839  73.742579   4.732123   3.694012   0.780625
    330.00   337.666667  10.367383  20.734767   1.413061   0.084587  12.824937   8.380753   0.653473
    100.00   105.750000   5.801833  11.603667   1.708695 178.787736   8.866685   3.796376   0.428162
     50.00    53.000000   4.107362   8.214724   1.258762 104.028990   4.721480   3.573122   0.756780
     64.00    66.916667   4.615218   9.230436   1.326712 146.740881   5.336786   3.991211   0.747868
     89.00    92.750000   5.433529  10.867059   1.415170  23.612449   7.154526   4.126513   0.576770
      2.00     2.750000   0.935603   1.871205   1.091119   0.000000   1.090832   0.802463   0.735644
    150.00   157.875000   7.088947  14.177895   1.325809   3.258240   8.250555   6.090884   0.738239
     28.00    28.750000   3.025130   6.050259   1.253636   2.896960   3.685251   2.483253   0.673836
     90.00    94.250000   5.477290  10.954580   1.403863 129.338437   6.974381   4.301558   0.616766
     25.00    27.375000   2.951903   5.903807   1.345192  72.288041   3.404480   2.559490   0.751801
    154.00   161.687500   7.174032  14.348063   1.573468 143.720592  11.949965   4.306852   0.360407
      8.00    10.333333   1.813616   3.627232   1.103420  67.533545   2.247996   1.463171   0.650878
     20.00    21.375000   2.608424   5.216847   1.314007  87.857447   3.515693   1.935287   0.550471
     39.00    40.750000   3.601545   7.203090   1.328863  88.185756   4.371119   2.967462   0.678879
     16.00    19.437500   2.487398   4.974796   1.431385 117.980128   3.205729   1.930029   0.602056
    105.00   112.125000   5.974152  11.948305   1.343619 128.370368   7.659683   4.659527   0.608318
    105.00   107.625000   5.853042  11.706084   1.326368  13.469721   6.868140   4.987974   0.726248
    359.00   375.250000  10.929126  21.858251   2.197039 176.600382  17.537613   6.810835   0.388356
     32.00    35.250000   3.349690   6.699380   1.278085  58.296887   3.561701   3.150299   0.884493
     14.00    15.250000   2.203231   4.406462   1.287873 114.556647   2.839064   1.709798   0.602240
     38.00    40.708333   3.599703   7.199407   1.411502 161.561599   5.228508   2.478310   0.474000
      2.00     3.166667   1.003983   2.007965   1.146078 170.254310   1.303804   0.773108   0.592963
    296.00   306.312500   9.874325  19.748650   1.447495   3.965233  10.681807   9.127884   0.854526
    602.00   612.791667  13.966304  27.932608   1.777474  80.458179  20.994490   9.290897   0.442540
     96.00   103.270833   5.733422  11.466844   1.411604 172.688347   7.410361   4.435968   0.598617
     29.00    31.250000   3.153916   6.307831   1.214690  16.121346   3.415527   2.912343   0.852677
     47.00    50.625000   4.014279   8.028559   1.266718 127.722209   5.051418   3.190082   0.631522
     12.00    12.750000   2.014560   4.029120   1.408488 104.892597   2.318820   1.750222   0.754790
      5.00     7.500000   1.545097   3.090194   1.239399 163.596078   2.121931   1.125071   0.530211
     29.00    29.500000   3.064334   6.128668   1.289535  43.087246   3.169902   2.962281   0.934502
      4.00     4.625000   1.213336   2.426671   1.196456 147.323188   1.301639   1.131023   0.868922
    299.00   310.000000   9.933583  19.867165   1.638789 164.802705  15.183579   6.498867   0.428019
     15.00    17.791667   2.379761   4.759522   1.289478 113.288074   2.606570   2.172688   0.833543
     26.00    34.375000   3.307855   6.615709   1.394798 159.828169   4.868307   2.247579   0.461676
    321.00   329.625000  10.243188  20.486376   1.612010 134.794384  15.871850   6.610628   0.416500
     69.00    74.020833   4.854025   9.708051   1.378406 137.137918   6.881698   3.423801   0.497523
    142.00   146.500000   6.828792  13.657584   1.675722 141.637751  10.210419   4.567139   0.447302
     14.00    17.500000   2.360174   4.720349   1.651130 140.946796   4.018401   1.386229   0.344970
     29.00    29.500000   3.064334   6.128668   1.319960  89.237073   3.973238   2.363347   0.594816
     13.00    16.250000   2.274321   4.548642   1.322570 163.324936   2.422318   2.135366   0.881538
      6.00     9.000000   1.692569   3.385138   1.173702 143.428842   1.975378   1.450249   0.734163
     70.00    71.500000   4.770656   9.541312   1.436904 169.128005   6.690585   3.401669   0.508426
      5.00     6.750000   1.465808   2.931615   1.157104 104.189050   2.045526   1.050386   0.513504
    128.00   133.500000   6.518771  13.037541   1.219077 106.193132   7.038103   6.037759   0.857867
      2.00     3.000000   0.977205   1.954410   1.112129  88.486781   1.262848   0.756172   0.598783
     27.00    28.625000   3.018546   6.037092   1.262767 161.028663   3.838936   2.373476   0.618264
      9.00     9.250000   1.715916   3.431831   1.336950  94.659640   2.671952   1.101954   0.412415
      9.00    10.875000   1.860543   3.721086   1.296270 172.618242   2.023052   1.711088   0.845796
    102.00   105.750000   5.801833  11.603667   1.286539 161.772680   6.194538   5.434024   0.877228
     15.00    17.000000   2.326213   4.652426   1.304805 111.512235   2.961438   1.827243   0.617012
     30.00    31.500000   3.166506   6.333012   1.289565 117.852492   3.408958   2.941298   0.862815
     14.00    16.166667   2.268482   4.536964   1.332183  28.112850   2.893781   1.778300   0.614525
    179.00   184.875000   7.671215  15.342430   1.298901   4.256886   8.710826   6.755678   0.775550
    109.00   118.333333   6.137318  12.274636   1.517021 144.543404   8.818147   4.271495   0.484398
     26.00    27.250000   2.945156   5.890312   1.364101 172.066430   4.028367   2.153216   0.534513
