Nr.	Phase	Area [µm²]	d [µm]	l	Xcg	Ycg	Aspect ratio	Slope	GOS [°]	MOS [°]	Mean E1 [°]	Mean E2 [°]	Mean E3 [°]	In current dataset	Border grain	Grain ID
493	Aluminium	31	6.2825	4	330.00	69.74	2.3072	110.39	0.65	1.44	154.54	25.35	74.39	True	no	492
494	Aluminium	47	7.7358	4	355.28	71.13	1.6921	89.815	0.65	1.59	155.58	38.59	6.61	True	no	493
495	Aluminium	48	7.8176	6	60.50	71.02	1.3222	166.16	1.23	2.89	206.15	34.86	84.90	True	no	494
496	Aluminium	31	6.2825	4	230.71	72.74	2.9717	91.085	0.51	1.24	92.74	29.16	88.91	True	no	495
497	Aluminium	25	5.6419	3	350.40	70.36	1.2412	93.102	0.56	1.31	129.52	47.97	30.47	True	no	496
498	Aluminium	35	6.6756	3	405.11	71.71	2.8317	83.439	0.41	0.87	309.06	42.56	88.80	True	no	497
499	Aluminium	70	9.4407	5	72.57	73.07	1.1853	52.616	2.01	3.34	214.27	13.86	60.78	True	no	498
500	Aluminium	72	9.5746	5	81.14	74.46	2.1244	96.346	0.89	1.79	90.89	29.51	77.81	True	no	499
501	Aluminium	55	8.3683	4	97.05	74.29	2.2237	96.965	0.58	2.25	42.18	32.82	72.85	True	no	500
502	Aluminium	77	9.9015	8	102.58	74.74	2.7073	113.08	1.54	2.67	39.50	32.33	76.23	True	no	501
503	Aluminium	53	8.2147	4	145.58	73.23	1.6448	91.206	0.80	1.58	39.50	39.67	11.56	True	no	502
504	Aluminium	45	7.5694	3	222.78	73.84	2.3172	97.176	0.68	1.49	3.59	49.15	43.32	True	no	503
505	Aluminium	11	3.7424	2	233.27	71.55	7.3043	83.72	0.49	0.95	269.21	25.54	4.34	True	no	504
506	Aluminium	45	7.5694	3	394.98	74.40	2.2413	108.36	0.73	1.44	0.40	19.43	43.53	True	no	505
507	Aluminium	93	10.882	7	218.38	76.63	2.7684	116.92	0.68	1.51	197.28	31.55	12.77	True	no	506
508	Aluminium	62	8.8849	4	264.66	73.94	1.1307	125.32	0.76	1.38	105.78	36.36	78.84	True	no	507
509	Aluminium	10	3.5682	2	343.50	71.10	1.3798	65.674	0.32	0.53	250.74	41.08	77.88	True	no	508
510	Aluminium	43	7.3993	3	387.67	72.37	1.048	98.417	0.36	0.65	4.54	18.81	38.81	True	no	509
511	Aluminium	29	6.0765	2	6.52	72.90	1.5766	48.177	1.12	3.64	269.23	32.67	7.56	True	no	510
512	Aluminium	37	6.8637	2	16.54	75.16	1.6098	81.816	2.23	4.19	290.04	35.81	8.46	True	no	511
513	Aluminium	11	3.7424	2	20.64	73.09	2.1865	76.604	0.58	1.22	293.13	34.98	4.60	True	no	512
514	Aluminium	15	4.3702	3	110.33	72.33	1.2086	75.473	0.54	1.10	24.81	26.37	10.25	True	no	513
515	Aluminium	10	3.5682	2	29.40	72.80	1.6684	49.065	0.92	1.60	290.71	21.98	59.52	True	no	514
516	Aluminium	21	5.1709	4	106.67	73.48	1.7215	90.471	0.45	1.14	171.22	31.98	67.89	True	no	515
517	Aluminium	54	8.2919	4	118.07	75.22	1.7552	133.41	0.93	8.22	95.39	40.43	69.64	True	no	516
518	Aluminium	112	11.942	7	163.57	78.53	1.9666	104.63	0.88	2.59	116.03	30.52	48.20	True	no	517
519	Aluminium	19	4.9185	3	184.79	74.53	2.0582	102.71	0.49	0.96	44.66	48.97	58.10	True	no	518
520	Aluminium	77	9.9015	3	294.82	77.78	1.6391	96.519	0.56	1.33	190.07	3.50	62.67	True	no	519
521	Aluminium	51	8.0582	3	310.06	74.10	1.1994	18.972	0.94	6.19	211.78	30.39	75.39	True	no	520
522	Aluminium	49	7.8987	4	8.71	77.00	1.7623	53.665	2.13	9.85	25.47	40.74	87.75	True	no	521
523	Aluminium	33	6.482	3	39.79	74.94	1.2071	25.568	2.62	4.49	289.24	31.81	68.77	True	no	522
524	Aluminium	129	12.816	6	54.02	82.33	3.2455	89.717	1.59	5.64	91.15	41.99	84.54	True	no	523
525	Aluminium	22	5.2926	1	132.91	74.45	1.2386	138.78	1.20	4.56	104.65	52.71	41.19	True	no	524
526	Aluminium	16	4.5135	3	269.50	75.50	4.5826	90	0.54	1.09	29.07	29.47	5.30	True	no	525
527	Aluminium	59	8.6672	2	273.36	77.41	1.4241	88.24	0.73	1.58	27.49	29.07	6.88	True	no	526
528	Aluminium	19	4.9185	2	288.84	74.32	2.0971	47.127	0.38	0.74	319.23	23.31	1.95	True	no	527
529	Aluminium	148	13.727	6	314.08	83.83	2.1463	87.681	0.76	1.40	207.47	20.59	17.13	True	no	528
530	Aluminium	29	6.0765	3	348.90	75.28	2.1028	118.73	0.83	1.97	130.48	48.37	29.66	True	no	529
531	Aluminium	35	6.6756	4	401.23	76.69	1.6161	71.793	0.47	0.87	309.74	41.96	87.53	True	no	530
532	Aluminium	25	5.6419	5	25.48	75.64	1.6463	88.134	1.21	2.23	276.06	13.33	39.51	True	no	531
533	Aluminium	100	11.284	6	179.68	80.84	1.6175	61.163	0.74	1.58	43.84	48.96	59.02	True	no	532
534	Aluminium	42	7.3127	3	237.43	79.60	2.3457	70.152	1.43	3.20	294.10	39.58	17.40	True	no	533
535	Aluminium	56	8.444	3	45.59	81.79	3.6891	90.623	2.09	4.89	152.07	22.00	12.85	True	no	534
536	Aluminium	60	8.7404	4	49.37	84.08	5.6714	93.465	0.80	1.51	92.01	42.92	83.59	True	no	535
537	Aluminium	71	9.5079	4	64.08	78.58	1.2612	84.038	0.94	2.45	203.86	27.54	3.82	True	no	536
538	Aluminium	10	3.5682	2	114.80	76.10	4.0382	119.95	0.63	1.34	94.11	38.38	70.06	True	no	537
539	Aluminium	47	7.7358	5	339.87	78.45	1.1885	43.348	0.71	1.53	136.77	37.26	2.87	True	no	538
540	Aluminium	18	4.7873	3	353.72	77.06	1.339	133.14	0.51	0.79	155.55	39.52	7.09	True	no	539
541	Aluminium	115	12.101	4	360.52	84.39	2.8295	96.032	0.65	1.58	157.62	34.11	81.55	True	no	540
542	Aluminium	11	3.7424	2	365.64	75.82	2.4018	82.027	0.55	1.02	9.12	39.00	27.20	True	no	541
543	Aluminium	89	10.645	6	30.37	84.40	4.285	97.338	0.96	2.06	182.65	16.43	82.93	True	no	542
544	Aluminium	20	5.0463	4	34.20	78.10	1.7176	93.054	0.79	2.32	350.02	19.41	11.34	True	no	543
545	Aluminium	18	4.7873	3	59.28	77.89	3.3625	99.926	0.66	1.12	198.54	26.20	9.55	True	no	544
546	Aluminium	78	9.9656	5	112.05	80.58	1.1646	145.93	0.86	1.90	74.59	25.69	69.95	True	no	545
547	Aluminium	13	4.0684	2	126.46	78.00	2.6953	90	0.47	1.13	343.20	41.23	61.80	True	no	546
548	Aluminium	25	5.6419	4	188.80	77.44	1.3279	65.028	0.62	2.00	0.06	35.96	76.99	True	no	547
549	Aluminium	74	9.7067	6	330.19	78.64	1.6288	7.0322	0.75	1.89	136.05	33.00	3.05	True	no	548
550	Aluminium	155	14.048	7	388.40	82.55	1.2452	129.72	0.59	1.63	31.64	4.49	48.24	True	no	549
551	Aluminium	36	6.7703	4	130.97	79.19	1.4176	160.3	0.84	1.82	341.43	40.86	64.62	True	no	550
552	Aluminium	39	7.0467	5	170.59	81.08	2.0812	93.183	0.56	1.12	292.33	22.78	51.92	True	no	551
553	Aluminium	102	11.396	6	193.40	84.05	1.794	85.169	1.05	2.37	167.47	24.28	85.23	True	no	552
554	Aluminium	16	4.5135	3	280.50	79.31	3.153	79.246	0.98	2.30	131.58	41.32	18.62	True	no	553
555	Aluminium	55	8.3683	3	344.22	85.16	2.048	95.252	0.57	1.74	333.91	34.38	10.31	True	no	554
556	Aluminium	21	5.1709	3	369.71	79.67	2.6238	59.31	0.74	2.88	224.83	32.50	54.31	True	no	555
557	Aluminium	14	4.222	3	36.79	79.21	1.943	83.953	0.56	1.23	345.20	20.05	16.03	True	no	556
558	Aluminium	35	6.6756	4	137.11	80.97	1.8225	81.529	0.74	2.20	262.54	35.05	53.74	True	no	557
559	Aluminium	13	4.0684	3	140.46	78.92	2.2747	87.042	0.67	1.79	264.17	34.27	52.01	True	no	558
560	Aluminium	13	4.0684	3	215.85	79.31	1.9309	120.03	0.33	0.58	155.23	28.02	78.40	True	no	559
561	Aluminium	91	10.764	6	261.98	82.03	1.109	4.4686	0.81	3.58	182.96	43.02	9.09	True	no	560
562	Aluminium	18	4.7873	2	278.00	80.00	2.0756	80.355	0.55	1.20	132.34	40.85	16.62	True	no	561
563	Aluminium	37	6.8637	3	283.46	81.49	1.7498	79.315	0.41	1.04	135.62	41.07	46.34	True	no	562
564	Aluminium	53	8.2147	4	375.02	81.04	1.2864	100.35	1.17	3.01	140.54	40.75	8.05	True	no	563
565	Aluminium	15	4.3702	1	10.93	80.20	1.571	81.112	0.93	1.98	21.70	39.24	2.65	True	no	564
566	Aluminium	87	10.525	5	81.09	86.66	3.0351	104.92	1.84	4.90	98.55	32.14	50.41	True	no	565
567	Aluminium	196	15.797	5	117.64	87.69	1.5689	28.938	1.80	4.08	266.34	39.46	10.28	True	no	566
568	Aluminium	61	8.8129	6	151.34	84.26	3.0377	114.71	1.22	2.58	272.92	18.56	13.15	True	no	567
569	Aluminium	86	10.464	5	231.24	86.33	2.305	76.693	1.06	2.44	11.26	42.10	82.14	True	no	568
570	Aluminium	95	10.998	5	290.95	84.93	1.7603	137.03	0.62	1.53	96.06	26.53	84.50	True	no	569
571	Aluminium	16	4.5135	1	300.69	80.50	1.3798	79.148	0.38	0.77	153.54	16.54	41.54	True	no	570
572	Aluminium	41	7.2252	3	306.12	83.41	2.0781	67.806	0.45	1.06	147.98	41.30	86.33	True	no	571
573	Aluminium	33	6.482	4	321.52	80.91	1.2482	57.639	0.82	2.70	271.71	38.62	78.27	True	no	572
574	Aluminium	160	14.273	7	4.50	88.97	2.5165	97.557	1.56	4.21	324.54	38.26	9.94	True	edge	573
575	Aluminium	17	4.6524	3	26.29	82.47	3.2623	94.155	1.21	1.79	278.92	36.87	53.19	True	no	574
576	Aluminium	178	15.054	7	71.24	90.67	2.303	64.598	1.57	3.07	28.75	17.26	75.81	True	no	575
577	Aluminium	10	3.5682	1	206.60	80.80	1.8987	85.935	0.40	0.65	195.32	44.66	6.69	True	no	576
578	Aluminium	71	9.5079	6	354.00	85.65	2.5572	105.05	0.99	2.19	144.58	44.36	15.38	True	no	577
579	Aluminium	47	7.7358	4	365.96	85.28	4.2128	94.916	0.60	1.26	222.08	32.53	57.51	True	no	578
580	Aluminium	30	6.1804	4	381.20	83.00	2.8133	108.76	0.64	1.38	153.72	5.91	38.66	True	no	579
581	Aluminium	36	6.7703	3	16.17	84.94	2.5772	105.62	1.19	2.91	224.71	38.13	60.26	True	no	580
582	Aluminium	42	7.3127	4	34.29	86.83	2.7561	91.388	2.32	4.70	194.28	16.08	69.99	True	no	581
583	Aluminium	11	3.7424	1	41.91	81.91	1.9644	112.24	0.82	1.16	33.66	32.06	84.12	True	no	582
584	Aluminium	14	4.222	1	69.07	83.93	2.3571	71.41	0.77	1.22	26.76	18.06	78.30	True	no	583
585	Aluminium	40	7.1365	4	94.22	84.65	1.9907	90.57	1.04	2.50	260.41	43.93	13.99	True	no	584
586	Aluminium	31	6.2825	3	99.97	83.48	1.4265	70.98	1.32	2.56	260.43	45.23	15.00	True	no	585
587	Aluminium	11	3.7424	1	347.73	82.27	1.6779	99.992	0.38	0.76	337.32	33.99	6.58	True	no	586
588	Aluminium	138	13.255	6	403.51	88.09	1.9765	106.97	0.86	1.85	152.09	13.66	18.79	True	edge	587
589	Aluminium	16	4.5135	1	24.69	83.81	2.9151	85.774	0.80	1.38	277.71	37.37	54.97	True	no	588
590	Aluminium	18	4.7873	2	38.33	84.22	2.2692	87.286	1.03	2.86	212.97	29.28	89.88	True	no	589
591	Aluminium	138	13.255	6	142.87	89.43	1.3763	120.69	0.87	3.29	234.69	47.10	65.84	True	no	590
592	Aluminium	31	6.2825	4	187.65	86.10	2.8862	85.536	0.71	1.66	349.91	38.41	77.85	True	no	591
593	Aluminium	15	4.3702	2	210.33	83.40	1.4264	134.52	0.69	1.05	102.55	28.04	67.71	True	no	592
594	Aluminium	13	4.0684	3	215.38	83.08	1.6886	139.02	0.61	0.98	99.42	27.38	70.98	True	no	593
595	Aluminium	204	16.116	8	331.10	90.09	1.1889	122.94	0.65	2.10	31.47	35.59	84.27	True	no	594
596	Aluminium	38	6.9558	3	104.71	87.53	2.1328	91.469	1.03	1.73	164.97	28.81	34.49	True	no	595
597	Aluminium	19	4.9185	3	132.32	84.21	1.7519	164.71	3.30	4.24	274.19	45.74	60.11	True	no	596
598	Aluminium	234	17.261	7	87.61	96.74	1.9363	77.544	1.54	4.24	96.75	33.74	51.49	True	no	597
599	Aluminium	19	4.9185	2	149.84	85.89	1.9955	90.906	0.41	0.98	223.77	32.02	80.71	True	no	598
600	Aluminium	84	10.342	5	202.88	90.25	1.872	95.361	0.65	1.69	163.12	28.13	55.38	True	no	599
601	Aluminium	51	8.0582	5	251.90	87.65	1.3196	114.97	0.87	2.24	327.49	39.74	80.88	True	no	600
602	Aluminium	21	5.1709	4	255.71	85.86	2.5037	108.76	0.43	0.87	328.00	40.02	79.85	True	no	601
603	Aluminium	60	8.7404	4	269.97	89.43	2.2893	98.095	1.03	3.05	195.12	35.07	17.46	True	no	602
604	Aluminium	12	3.9088	1	277.00	85.50	2.416	113.42	0.50	0.85	83.52	36.83	15.72	True	no	603
605	Aluminium	13	4.0684	2	338.69	85.77	3.2563	84.652	0.39	0.63	250.30	25.13	53.84	True	no	604
606	Aluminium	46	7.653	6	350.76	90.09	2.8212	92.12	1.07	3.47	143.31	44.73	16.84	True	no	605
607	Aluminium	10	3.5682	2	12.90	86.30	2.0616	105.26	0.57	1.16	226.51	39.96	59.08	True	no	606
608	Aluminium	12	3.9088	3	19.42	87.00	3.6095	90	1.06	1.87	227.18	39.80	57.67	True	no	607
609	Aluminium	12	3.9088	4	159.50	86.00	1.5602	53.35	0.55	1.11	99.30	33.42	76.33	True	no	608
610	Aluminium	24	5.5279	3	197.08	87.83	3.0091	82.064	0.43	0.88	169.72	24.33	82.66	True	no	609
611	Aluminium	69	9.373	4	222.46	89.49	1.7842	84.09	0.48	1.37	27.99	44.88	87.87	True	no	610
612	Aluminium	12	3.9088	1	301.67	85.83	1.675	111.96	0.33	0.64	74.12	33.20	58.24	True	no	611
613	Aluminium	15	4.3702	2	57.47	89.07	4.9256	87.618	0.59	1.06	95.04	39.20	81.77	True	no	612
614	Aluminium	59	8.6672	3	63.29	89.95	1.7272	92.631	0.83	1.99	141.94	37.78	4.27	True	no	613
615	Aluminium	27	5.8632	3	161.74	88.41	2.0662	56.541	0.58	1.38	242.83	51.12	46.19	True	no	614
616	Aluminium	14	4.222	5	171.71	87.07	1.1722	69.95	0.69	1.29	4.32	35.87	40.86	True	no	615
617	Aluminium	11	3.7424	4	218.55	87.27	3.2626	93.058	0.62	1.16	205.25	44.92	3.17	True	no	616
618	Aluminium	69	9.373	3	283.06	90.10	1.2249	91.969	0.68	1.43	36.71	37.78	85.21	True	no	617
619	Aluminium	12	3.9088	3	394.50	86.58	1.603	17.384	0.31	0.54	16.82	4.28	62.59	True	no	618
620	Aluminium	11	3.7424	2	130.09	87.64	1.4169	74.929	0.52	0.87	76.48	46.10	36.72	True	no	619
621	Aluminium	20	5.0463	5	156.50	89.15	1.9503	84.412	0.75	1.82	347.50	44.65	57.81	True	no	620
622	Aluminium	27	5.8632	4	167.52	89.11	1.4182	84.389	0.49	1.31	192.95	43.36	33.60	True	no	621
623	Aluminium	77	9.9015	4	211.36	89.56	1.4273	22.858	0.81	2.04	35.42	34.39	80.11	True	no	622
624	Aluminium	177	15.012	9	228.67	97.49	2.0434	25.43	3.33	6.06	149.55	41.59	2.60	True	no	623
625	Aluminium	11	3.7424	2	237.55	89.27	3.5272	69.537	0.16	0.27	144.77	41.01	9.61	True	no	624
626	Aluminium	16	4.5135	2	265.94	89.88	4.0314	85.813	0.44	0.86	194.43	35.09	17.94	True	no	625
627	Aluminium	13	4.0684	2	275.00	88.08	1.7302	123.3	0.92	1.66	169.99	31.03	81.80	True	no	626
628	Aluminium	13	4.0684	2	308.92	88.15	1.3339	106.24	0.51	0.84	164.74	9.60	18.55	True	no	627
629	Aluminium	129	12.816	7	375.73	93.94	2.0252	109.16	1.31	3.14	144.58	28.65	83.02	True	no	628
630	Aluminium	34	6.5795	3	12.24	90.44	1.831	136.25	0.67	1.20	43.38	20.16	7.93	True	no	629
631	Aluminium	23	5.4115	4	97.48	89.65	1.5922	38.327	1.42	2.70	259.23	45.53	16.22	True	no	630
632	Aluminium	189	15.513	5	125.68	97.32	1.8948	68	1.02	2.32	77.95	46.07	36.32	True	no	631
633	Aluminium	71	9.5079	6	179.15	90.04	1.3772	2.7871	0.55	1.07	312.75	21.25	6.76	True	no	632
634	Aluminium	10	3.5682	3	258.80	88.50	1.3693	90	0.67	1.09	194.81	43.25	16.47	True	no	633
635	Aluminium	22	5.2926	3	262.50	89.50	1.5188	82.587	0.86	1.87	221.78	41.90	76.51	True	no	634
636	Aluminium	97	11.113	7	393.88	93.34	1.6036	43.688	0.75	2.40	0.50	43.95	76.59	True	no	635
637	Aluminium	20	5.0463	3	23.30	90.10	1.7801	129.46	1.08	1.93	248.57	12.81	26.37	True	no	636
638	Aluminium	16	4.5135	3	239.19	94.00	9.5003	90	0.30	0.74	145.63	40.86	8.45	True	no	637
639	Aluminium	51	8.0582	2	298.59	92.24	1.4181	94.745	0.67	1.57	237.77	22.16	0.93	True	no	638
640	Aluminium	27	5.8632	4	382.48	90.89	1.0953	172	0.32	0.75	208.79	43.48	0.80	True	no	639
641	Aluminium	13	4.0684	3	93.46	91.46	2.4048	137.01	0.52	1.03	94.66	33.41	52.65	True	no	640
642	Aluminium	13	4.0684	2	274.46	90.92	1.4629	140.06	0.49	1.17	169.41	31.69	82.81	True	no	641
643	Aluminium	26	5.7536	5	307.38	92.46	1.7506	116.73	0.61	1.04	138.95	43.06	26.49	True	no	642
644	Aluminium	76	9.837	7	14.72	96.33	1.2363	90.215	1.25	2.62	43.10	19.40	6.84	True	no	643
645	Aluminium	17	4.6524	4	36.35	93.59	2.381	73.925	1.26	2.19	328.09	31.62	12.54	True	no	644
646	Aluminium	50	7.9788	4	75.24	96.28	3.0386	73.572	1.10	1.92	21.45	16.01	83.21	True	no	645
647	Aluminium	38	6.9558	4	170.50	93.87	1.9781	52.928	0.56	1.42	15.85	36.44	26.91	True	no	646
648	Aluminium	68	9.3049	3	241.99	99.00	3.4347	85.401	0.50	1.25	240.06	16.79	69.47	True	no	647
649	Aluminium	13	4.0684	4	345.46	91.46	1.3438	11.93	0.47	0.94	335.57	34.97	8.98	True	no	648
650	Aluminium	32	6.3831	5	21.16	94.75	1.151	124.87	1.43	3.77	272.53	43.23	70.85	True	no	649
651	Aluminium	33	6.482	2	43.94	94.64	1.2361	72.979	0.99	2.45	175.59	32.48	1.65	True	no	650
652	Aluminium	16	4.5135	2	99.38	93.13	1.0622	18.435	0.89	1.39	183.19	25.69	66.04	True	no	651
653	Aluminium	155	14.048	5	317.12	100.72	2.4149	65.596	2.72	4.09	225.60	21.71	33.46	True	no	652
654	Aluminium	21	5.1709	3	399.71	95.43	2.7901	94.028	0.50	1.00	0.83	44.25	74.98	True	no	653
655	Aluminium	18	4.7873	3	48.00	95.50	2.6738	102.28	1.01	2.17	170.74	32.27	7.79	True	no	654
656	Aluminium	23	5.4115	5	185.35	97.87	4.5004	91.376	2.46	4.78	169.85	19.68	0.79	True	no	655
657	Aluminium	32	6.3831	4	187.91	98.03	2.1162	94.573	0.46	0.73	158.16	20.55	8.94	True	no	656
658	Aluminium	21	5.1709	2	192.14	94.57	1.2338	68.669	1.26	2.74	143.55	38.37	19.64	True	no	657
659	Aluminium	109	11.781	6	251.61	102.03	3.1222	96.74	0.79	1.77	5.00	38.24	23.26	True	no	658
660	Aluminium	35	6.6756	3	255.57	95.14	1.6476	120.42	0.65	1.31	57.33	46.10	48.34	True	no	659
661	Aluminium	28	5.9708	1	289.32	95.79	2.1673	112.7	0.76	1.57	322.18	44.30	14.81	True	no	660
662	Aluminium	20	5.0463	3	347.75	95.10	1.4012	96.388	0.86	1.33	303.98	35.50	29.65	True	no	661
663	Aluminium	27	5.8632	2	369.37	95.56	1.8236	82.462	0.40	1.19	352.31	51.62	51.63	True	no	662
664	Aluminium	20	5.0463	2	0.75	97.65	3.0662	95.884	0.83	1.58	354.00	49.33	48.84	True	edge	663
665	Aluminium	44	7.4848	3	78.50	98.43	3.1775	97.051	1.00	2.51	12.49	16.08	3.19	True	no	664
666	Aluminium	10	3.5682	1	105.40	94.70	1.4361	77.471	1.13	1.83	66.45	16.96	24.05	True	no	665
667	Aluminium	30	6.1804	5	107.80	97.10	1.5178	72.415	1.06	2.27	67.36	18.27	22.18	True	no	666
668	Aluminium	29	6.0765	3	151.62	97.10	1.9668	89.505	0.52	1.37	335.99	38.60	87.98	True	no	667
669	Aluminium	38	6.9558	6	153.26	100.53	2.1252	75.541	0.81	1.50	335.26	38.97	89.63	True	no	668
670	Aluminium	20	5.0463	5	156.30	97.10	4.5512	94.065	0.60	1.23	333.16	39.17	1.53	True	no	669
671	Aluminium	36	6.7703	3	175.42	98.72	2.3279	99.24	1.13	2.29	336.19	42.94	4.65	True	no	670
672	Aluminium	34	6.5795	3	180.97	95.62	1.0907	102.83	0.50	1.32	309.35	21.24	9.98	True	no	671
673	Aluminium	23	5.4115	3	199.26	95.61	1.6261	130.32	0.73	1.35	198.24	36.88	48.49	True	no	672
674	Aluminium	37	6.8637	3	215.81	96.19	1.6138	126.77	0.89	1.95	351.71	12.75	43.17	True	no	673
675	Aluminium	91	10.764	5	342.59	99.55	1.6673	91.873	0.73	1.65	345.32	36.05	11.80	True	no	674
676	Aluminium	11	3.7424	3	354.64	94.82	1.3743	110.88	0.33	0.63	144.47	43.96	15.03	True	no	675
677	Aluminium	43	7.3993	4	359.28	97.53	1.3689	49.977	0.39	0.82	31.44	37.61	79.41	True	no	676
678	Aluminium	39	7.0467	4	366.21	98.67	2.2589	109.61	0.66	1.44	351.22	51.22	52.50	True	no	677
679	Aluminium	10	3.5682	3	25.00	97.30	3.0804	97.946	0.99	1.72	275.67	41.84	68.34	True	no	678
680	Aluminium	13	4.0684	2	38.46	95.85	1.4572	64.198	1.57	5.15	334.07	30.39	6.17	True	no	679
681	Aluminium	120	12.361	7	54.62	101.14	1.7861	103.12	1.11	3.32	292.13	40.46	34.61	True	no	680
682	Aluminium	22	5.2926	3	59.36	99.23	4.5486	103.42	0.89	2.19	292.96	43.28	34.91	True	no	681
683	Aluminium	43	7.3993	3	113.28	97.79	1.1164	87.787	0.76	1.54	120.28	39.38	55.34	True	no	682
684	Aluminium	24	5.5279	3	135.67	98.38	4.7054	106.82	1.89	6.84	348.65	43.94	27.67	True	no	683
685	Aluminium	65	9.0973	3	140.58	99.65	1.5144	122.06	0.88	2.31	217.24	43.77	1.53	True	no	684
686	Aluminium	37	6.8637	2	160.65	97.32	1.0715	75.521	0.43	0.85	20.19	27.36	32.50	True	no	685
687	Aluminium	50	7.9788	3	245.82	100.22	2.5703	90.791	0.48	1.00	238.14	16.39	71.58	True	no	686
688	Aluminium	17	4.6524	2	259.59	97.47	2.8205	105.52	0.72	1.30	57.47	45.63	47.54	True	no	687
689	Aluminium	47	7.7358	5	383.64	98.28	1.4721	93.093	0.50	1.65	239.71	10.93	9.38	True	no	688
690	Aluminium	11	3.7424	3	61.36	96.64	1.681	114.04	0.82	1.34	221.90	36.72	85.98	True	no	689
691	Aluminium	17	4.6524	3	148.24	98.76	2.9858	81.326	0.37	0.74	335.32	38.89	89.45	True	no	690
692	Aluminium	20	5.0463	2	272.00	97.60	1.8886	76.923	0.47	1.23	332.72	37.37	78.40	True	no	691
693	Aluminium	141	13.399	5	279.30	102.62	1.6712	57.474	0.76	1.91	46.85	34.24	20.32	True	no	692
694	Aluminium	19	4.9185	3	301.16	97.74	1.6369	52.068	0.90	1.54	44.75	25.10	71.97	True	no	693
695	Aluminium	57	8.5191	6	30.49	101.58	2.0619	103.93	1.51	3.25	256.31	31.57	71.69	True	no	694
696	Aluminium	35	6.6756	3	95.00	102.14	2.307	60.043	0.96	1.71	140.75	45.09	75.76	True	no	695
697	Aluminium	27	5.8632	4	207.07	100.67	3.4847	85.454	3.00	4.20	143.23	44.98	6.58	True	no	696
698	Aluminium	13	4.0684	1	209.62	99.15	3.188	98.745	0.58	1.01	147.97	43.19	4.07	True	no	697
699	Aluminium	21	5.1709	1	268.33	98.90	1.7466	116.49	0.78	1.40	183.48	42.75	23.99	True	no	698
700	Aluminium	16	4.5135	3	287.13	99.56	2.9333	105.33	0.43	1.12	46.66	32.85	20.38	True	no	699
701	Aluminium	20	5.0463	4	306.00	98.00	1.1255	135	0.36	1.35	140.42	37.31	16.64	True	no	700
702	Aluminium	22	5.2926	3	311.32	98.68	2.2149	55.055	0.61	1.16	42.92	13.97	49.15	True	no	701
703	Aluminium	33	6.482	5	10.55	101.82	2.2088	98.58	1.58	3.49	283.59	41.43	86.75	True	no	702
704	Aluminium	19	4.9185	2	101.16	99.42	1.3632	172.98	0.45	0.87	206.21	16.17	89.67	True	no	703
705	Aluminium	14	4.222	1	294.07	99.86	1.9646	62.126	0.47	0.91	220.90	27.50	67.38	True	no	704
706	Aluminium	22	5.2926	2	326.82	100.05	2.268	105.53	0.78	1.65	174.88	34.85	56.92	True	no	705
707	Aluminium	218	16.66	12	349.72	111.09	1.4215	64.843	1.04	3.26	7.73	38.71	27.49	True	no	706
708	Aluminium	11	3.7424	2	36.00	100.00	1.5275	90	0.73	1.32	27.43	14.78	71.54	True	no	707
709	Aluminium	21	5.1709	2	67.52	100.95	1.4162	102.49	0.66	2.02	28.30	16.88	73.79	True	no	708
710	Aluminium	16	4.5135	2	165.00	100.81	1.3192	65.078	0.47	0.89	77.80	28.17	1.91	True	no	709
711	Aluminium	27	5.8632	3	166.37	102.89	1.9922	63.442	0.70	1.13	76.66	27.82	3.06	True	no	710
712	Aluminium	129	12.816	6	200.33	105.76	1.5337	96.426	3.45	10.15	326.46	36.11	83.34	True	no	711
713	Aluminium	21	5.1709	5	330.00	100.76	2.1933	70.315	0.33	0.63	172.56	34.57	59.80	True	no	712
714	Aluminium	14	4.222	1	350.21	101.00	2.69	90	1.39	2.43	212.55	44.96	77.17	True	no	713
715	Aluminium	12	3.9088	2	373.58	101.00	2.251	111.56	0.45	0.69	111.60	39.69	45.71	True	no	714
716	Aluminium	29	6.0765	2	387.28	102.10	1.9617	81.492	0.54	1.58	237.38	9.90	10.72	True	no	715
717	Aluminium	42	7.3127	3	395.86	101.95	1.517	87.077	0.80	1.30	264.48	19.91	14.02	True	no	716
718	Aluminium	155	14.048	6	404.61	109.52	2.4459	88.082	0.81	1.66	237.19	41.93	51.99	True	edge	717
719	Aluminium	11	3.7424	3	7.27	100.73	1.6779	99.992	0.89	1.87	279.09	22.94	80.24	True	no	718
720	Aluminium	43	7.3993	4	23.81	104.26	1.6721	86.94	1.33	3.37	330.27	39.52	5.61	True	no	719
721	Aluminium	47	7.7358	6	113.68	104.00	1.2951	169.57	0.98	3.06	118.31	39.22	58.75	True	no	720
722	Aluminium	23	5.4115	2	215.52	101.57	1.5249	121.26	0.63	1.22	113.68	48.56	44.76	True	no	721
723	Aluminium	34	6.5795	4	334.79	101.41	1.5594	2.5764	0.52	0.91	172.46	34.50	60.04	True	no	722
724	Aluminium	78	9.9656	7	5.94	106.40	2.371	122.47	1.71	5.12	283.30	5.52	69.85	True	no	723
