Nr.	Phase	Area [µm²]	d [µm]	l	Xcg	Ycg	Aspect ratio	Slope	GOS [°]	MOS [°]	Mean E1 [°]	Mean E2 [°]	Mean E3 [°]	In current dataset	Border grain	Grain ID
658	Aluminium	17	4.6524	1	15.71	320.82	1.1489	122.37	1.54	3.29	59.65	43.90	79.62	True	no	3556
659	Aluminium	44	7.4848	5	259.25	186.14	2.9118	99.384	1.19	1.91	216.69	37.26	79.59	True	no	2091
660	Aluminium	79	10.029	3	572.95	183.19	1.7358	128.47	0.66	2.05	3.13	19.16	79.57	True	no	2073
661	Aluminium	18	4.7873	2	82.39	326.33	2.1428	106.01	0.53	0.87	180.03	22.05	79.55	True	no	3617
662	Aluminium	15	4.3702	2	453.67	351.73	3.7741	94.049	0.99	2.50	164.35	30.01	79.53	True	no	3869
663	Aluminium	16	4.5135	3	370.63	183.13	5.3649	92.145	0.71	1.31	208.90	43.82	79.51	True	no	2092
664	Aluminium	17	4.6524	3	484.47	289.24	4.9606	91.227	1.03	1.89	196.93	18.13	79.51	True	no	3216
665	Aluminium	11	3.7424	1	37.36	97.18	3.6757	92.34	0.68	1.28	37.75	42.88	79.51	True	no	1134
666	Aluminium	13	4.0684	4	416.15	120.54	1.1611	103.78	0.85	4.46	2.97	15.69	79.50	True	no	1418
667	Aluminium	11	3.7424	4	205.45	259.45	1.4075	127.49	1.46	2.55	324.89	40.92	79.50	True	no	2944
668	Aluminium	10	3.5682	2	49.30	121.90	2.3434	71.197	0.58	1.04	214.41	36.57	79.50	True	no	1411
669	Aluminium	25	5.6419	4	564.28	144.16	1.1266	151.57	0.65	1.21	352.68	40.55	79.48	True	no	1671
670	Aluminium	12	3.9088	2	324.42	34.58	3.9077	85.636	0.55	1.02	57.32	22.92	79.44	True	no	446
671	Aluminium	26	5.7536	3	567.81	316.73	1.6001	60.055	0.78	1.50	201.61	35.43	79.43	True	no	3509
672	Aluminium	27	5.8632	3	184.15	268.93	1.9935	76.671	1.15	3.91	321.14	33.94	79.39	True	no	3007
673	Aluminium	11	3.7424	2	338.45	96.09	2.9094	77.859	0.94	1.30	3.87	34.63	79.37	True	no	1131
674	Aluminium	17	4.6524	3	566.76	44.41	1.3099	1.5611	0.40	0.72	104.43	27.80	79.36	True	no	579
675	Aluminium	73	9.6409	6	373.99	185.14	2.8144	92.961	1.15	2.92	208.82	44.36	79.36	True	no	2071
676	Aluminium	45	7.5694	1	581.38	211.42	3.2711	82.155	0.47	1.16	81.94	21.84	79.35	True	edge	2363
677	Aluminium	59	8.6672	4	465.34	328.44	1.6113	84.82	0.83	2.44	90.90	39.96	79.32	True	no	3624
678	Aluminium	130	12.866	9	334.16	125.15	1.9386	88.844	2.58	10.01	322.01	18.31	79.27	True	no	1361
679	Aluminium	17	4.6524	5	301.29	230.12	2.9308	94.507	0.94	1.50	357.48	27.18	79.26	True	no	2598
680	Aluminium	12	3.9088	4	575.33	362.92	5.0975	85.289	0.39	0.79	170.97	21.00	79.26	True	no	4004
681	Aluminium	112	11.942	8	223.42	149.51	1.2736	73.893	2.43	6.94	178.48	13.96	79.25	True	no	1678
682	Aluminium	11	3.7424	0	252.45	385.82	1.5054	138.97	1.78	2.47	331.47	37.72	79.25	True	no	4239
683	Aluminium	38	6.9558	2	347.66	204.34	3.0704	91.519	1.44	2.74	9.49	34.82	79.23	True	no	2280
684	Aluminium	34	6.5795	3	170.00	34.59	2.4511	65.11	2.15	5.63	205.89	24.83	79.22	True	no	422
685	Aluminium	11	3.7424	1	243.00	381.00	3.3166	90	0.69	1.12	31.68	31.28	79.21	True	no	4160
686	Aluminium	22	5.2926	2	87.32	390.00	1.2623	124.06	2.13	3.83	65.08	18.66	79.13	True	no	4276
687	Aluminium	148	13.727	6	110.24	19.22	2.2191	79.313	1.72	3.07	31.93	43.28	79.11	True	no	180
688	Aluminium	49	7.8987	6	550.84	251.71	1.988	105.82	0.66	1.41	70.40	40.60	79.10	True	no	2828
689	Aluminium	23	5.4115	3	198.09	76.70	2.8191	94.121	0.76	1.57	352.03	42.68	79.10	True	no	898
690	Aluminium	16	4.5135	3	376.31	310.00	4.204	85.865	0.90	1.49	214.33	35.84	79.05	True	no	3431
691	Aluminium	58	8.5935	6	5.52	335.10	1.1552	136.7	1.07	2.21	245.04	24.42	79.03	True	no	3691
692	Aluminium	13	4.0684	1	88.54	16.00	2.6953	90	1.38	6.67	30.42	36.99	79.03	True	no	212
693	Aluminium	105	11.562	4	565.65	167.89	2.0824	95.882	0.53	1.27	318.44	43.37	79.03	True	no	1883
694	Aluminium	93	10.882	5	304.59	70.10	1.3655	82.117	0.90	2.18	343.38	42.41	79.01	True	no	794
695	Aluminium	10	3.5682	2	28.50	333.60	2.1292	90	0.59	1.54	147.22	21.82	79.00	True	no	3692
696	Aluminium	31	6.2825	4	92.32	221.55	1.8936	88.1	2.07	4.28	12.67	17.47	78.99	True	no	2494
697	Aluminium	11	3.7424	1	262.18	394.91	1.3892	121.39	1.73	5.30	91.25	30.23	78.94	True	no	4327
698	Aluminium	20	5.0463	4	561.50	239.95	1.4104	159.62	0.37	0.71	174.90	21.24	78.93	True	no	2729
699	Aluminium	10	3.5682	1	186.90	91.80	1.7912	20.621	0.34	0.88	274.04	38.93	78.92	True	no	1109
700	Aluminium	26	5.7536	3	429.62	206.85	2.0933	111.97	0.93	2.22	52.93	36.09	78.92	True	no	2307
701	Aluminium	34	6.5795	3	507.35	242.15	5.434	87.323	1.21	3.29	341.12	37.08	78.92	True	no	2683
702	Aluminium	11	3.7424	1	229.45	317.91	1.6906	76.717	0.44	0.87	349.96	28.79	78.89	True	no	3528
703	Aluminium	52	8.1369	4	263.08	242.42	1.787	119.98	0.76	1.82	177.57	8.32	78.87	True	no	2720
704	Aluminium	46	7.653	2	43.83	393.39	1.2725	169.3	1.90	6.40	168.61	13.24	78.85	True	no	4296
705	Aluminium	10	3.5682	1	374.80	308.50	5.1539	90	0.60	1.32	214.73	37.22	78.82	True	no	3415
706	Aluminium	23	5.4115	3	143.57	95.22	6.8781	89.378	1.23	2.55	161.39	24.60	78.78	True	no	1083
707	Aluminium	18	4.7873	5	325.78	40.78	2.0077	105.84	1.53	3.43	324.34	41.93	78.77	True	no	511
708	Aluminium	14	4.222	4	81.21	168.93	1.2906	32.819	1.02	3.36	68.30	43.74	78.75	True	no	1966
709	Aluminium	20	5.0463	3	582.00	154.20	2.6676	85.081	0.70	1.32	36.83	29.12	78.72	True	edge	1784
710	Aluminium	96	11.056	3	324.05	243.28	1.2805	77.58	1.14	2.38	281.25	33.44	78.66	True	no	2710
711	Aluminium	17	4.6524	2	472.65	272.65	1.3676	28.284	0.40	1.32	339.18	14.50	78.65	True	no	3047
712	Aluminium	24	5.5279	2	70.83	297.83	2.844	62.348	2.28	4.54	213.09	26.50	78.64	True	no	3297
713	Aluminium	22	5.2926	2	326.59	219.59	2.0039	122.28	0.97	2.95	147.31	43.49	78.63	True	no	2472
714	Aluminium	10	3.5682	3	117.10	10.90	1.6572	97.688	0.54	1.14	31.22	43.07	78.63	True	no	167
715	Aluminium	12	3.9088	2	430.75	223.75	2.132	78.69	0.67	1.22	356.82	23.49	78.59	True	no	2543
716	Aluminium	22	5.2926	4	340.59	105.82	1.0449	19.486	0.57	1.12	4.24	34.88	78.58	True	no	1227
717	Aluminium	38	6.9558	5	334.97	373.37	1.2154	129.82	0.81	2.36	341.81	41.01	78.58	True	no	4100
718	Aluminium	60	8.7404	3	581.58	343.67	3.5389	90.699	0.75	1.48	69.44	14.67	78.56	True	edge	3734
719	Aluminium	29	6.0765	3	194.10	245.59	1.415	100.19	0.91	1.95	275.06	39.99	78.55	True	no	2767
720	Aluminium	15	4.3702	2	318.73	53.53	1.6623	90.335	0.56	1.27	22.53	44.38	78.52	True	no	664
721	Aluminium	46	7.653	3	129.65	164.98	3.4559	84.248	1.31	3.71	40.84	29.67	78.50	True	no	1846
722	Aluminium	53	8.2147	5	65.13	368.87	1.7069	80.199	0.92	3.77	269.27	34.77	78.46	True	no	4046
723	Aluminium	12	3.9088	3	60.58	54.00	3.6095	90	0.58	0.91	223.50	27.54	78.45	True	no	653
724	Aluminium	11	3.7424	2	218.91	340.27	2.7592	117.43	0.43	0.64	342.88	28.62	78.45	True	no	3760
725	Aluminium	34	6.5795	2	372.76	389.94	2.0353	89.835	0.48	0.84	89.46	31.19	78.45	True	no	4254
726	Aluminium	71	9.5079	6	359.08	35.86	2.0841	83.274	0.90	2.59	340.48	21.05	78.44	True	no	410
727	Aluminium	42	7.3127	5	336.33	162.02	1.902	108.34	1.03	1.88	94.59	33.17	78.43	True	no	1849
728	Aluminium	34	6.5795	3	431.35	68.32	2.4012	91.697	0.89	1.98	181.30	26.34	78.41	True	no	774
729	Aluminium	11	3.7424	3	333.00	108.00	3.3166	90	2.39	3.50	343.88	24.32	78.35	True	no	1237
730	Aluminium	41	7.2252	5	501.68	103.15	2.332	117.75	0.68	1.29	28.89	14.83	78.34	True	no	1179
731	Aluminium	38	6.9558	3	177.08	342.11	1.2524	95.029	0.80	1.98	198.85	40.71	78.33	True	no	3784
732	Aluminium	145	13.587	7	233.61	15.23	1.7845	111.84	1.42	3.96	222.96	29.43	78.33	True	no	132
733	Aluminium	12	3.9088	2	90.50	63.17	3.1329	83.81	0.83	1.28	37.57	32.42	78.30	True	no	764
734	Aluminium	14	4.222	1	491.21	251.29	2.0687	94.593	0.46	0.83	261.89	16.71	78.30	True	no	2851
735	Aluminium	204	16.116	9	368.36	122.93	1.7995	91.452	0.87	2.49	215.74	30.51	78.28	True	no	1330
736	Aluminium	12	3.9088	3	254.08	325.75	1.8503	98.178	0.46	0.73	230.57	22.43	78.28	True	no	3610
737	Aluminium	71	9.5079	4	156.87	46.10	1.0539	57.482	2.86	7.30	210.76	27.68	78.28	True	no	533
738	Aluminium	14	4.222	1	200.21	277.79	1.943	83.953	0.53	1.00	31.05	44.38	78.27	True	no	3102
739	Aluminium	13	4.0684	3	567.00	41.15	1.6912	90	0.37	0.77	105.42	27.99	78.26	True	no	546
740	Aluminium	33	6.482	4	256.76	24.15	2.7083	80.677	0.84	2.27	215.37	32.07	78.26	True	no	279
741	Aluminium	15	4.3702	2	365.60	356.07	4.4334	99.713	0.55	1.09	341.40	23.31	78.23	True	no	3907
742	Aluminium	16	4.5135	2	378.31	211.75	1.0956	78.583	0.83	1.40	216.24	36.98	78.22	True	no	2410
743	Aluminium	10	3.5682	1	124.20	16.90	5.9561	93.853	1.40	3.27	195.66	43.85	78.21	True	no	214
744	Aluminium	10	3.5682	2	196.10	34.60	10.148	87.203	0.67	1.28	21.29	40.10	78.21	True	no	428
745	Aluminium	11	3.7424	1	571.27	335.27	1.6779	9.9916	0.37	0.55	276.93	22.52	78.20	True	no	3722
746	Aluminium	34	6.5795	5	404.71	211.21	1.6213	98.261	0.58	1.42	34.21	39.75	78.19	True	no	2371
747	Aluminium	32	6.3831	3	378.78	371.03	1.8748	77.026	0.62	1.39	90.03	30.55	78.17	True	no	4066
748	Aluminium	103	11.452	7	342.95	99.03	1.6674	98.027	0.92	2.65	4.32	35.38	78.14	True	no	1112
749	Aluminium	21	5.1709	1	198.05	35.62	1.8467	92.72	1.48	3.56	20.97	40.04	78.09	True	no	444
750	Aluminium	41	7.2252	4	537.95	277.61	2.1383	78.855	0.54	1.15	200.16	43.82	78.09	True	no	3084
751	Aluminium	10	3.5682	1	31.70	237.20	1.5562	129.12	0.99	1.57	217.22	37.39	78.08	True	no	2687
752	Aluminium	21	5.1709	1	428.81	131.86	1.588	89.074	0.61	1.53	221.01	22.49	78.05	True	no	1544
753	Aluminium	71	9.5079	5	559.70	312.18	1.6411	124.91	0.65	1.36	277.67	22.26	78.05	True	no	3456
754	Aluminium	64	9.027	5	243.16	372.38	5.4754	86.556	1.30	3.82	32.80	30.83	78.01	True	no	4008
755	Aluminium	59	8.6672	3	580.93	222.59	2.0443	85.983	0.46	1.33	82.77	22.07	78.01	True	edge	2483
756	Aluminium	12	3.9088	2	283.17	237.75	1.476	113.38	0.68	1.06	148.10	43.92	77.93	True	no	2693
757	Aluminium	17	4.6524	2	78.06	113.29	2.0105	73.427	1.37	2.94	185.51	32.28	77.91	True	no	1310
758	Aluminium	16	4.5135	1	1.06	385.50	1.9365	94.881	2.02	5.02	210.01	42.92	77.91	True	edge	4222
759	Aluminium	100	11.284	5	301.91	279.68	4.0802	120.27	1.75	4.30	35.92	45.40	77.88	True	no	3056
760	Aluminium	53	8.2147	4	16.45	308.45	2.7656	109.09	1.46	2.76	221.03	33.20	77.84	True	no	3381
761	Aluminium	26	5.7536	3	45.15	33.35	2.8533	93.23	1.12	2.59	50.23	44.83	77.82	True	no	402
762	Aluminium	73	9.6409	6	530.19	21.11	1.5743	64.295	0.92	1.78	10.15	37.49	77.79	True	no	260
763	Aluminium	12	3.9088	3	361.67	347.83	3.3094	92.96	0.68	1.27	34.03	39.69	77.76	True	no	3847
764	Aluminium	10	3.5682	3	413.50	124.00	2.031	63.435	0.51	1.06	168.14	30.52	77.76	True	no	1448
765	Aluminium	30	6.1804	4	156.10	318.27	1.8481	118.68	2.28	4.52	173.36	19.93	77.75	True	no	3501
766	Aluminium	13	4.0684	0	13.62	149.62	2.7438	93.698	0.64	1.24	147.16	44.60	77.74	True	no	1730
767	Aluminium	12	3.9088	3	312.75	83.58	1.3103	122.07	0.63	1.18	344.29	41.39	77.73	True	no	1002
768	Aluminium	11	3.7424	1	416.36	348.36	4.6425	98.825	0.86	1.76	37.29	17.74	77.72	True	no	3838
769	Aluminium	13	4.0684	2	328.23	258.85	2.1722	88.682	1.34	3.34	37.65	44.35	77.71	True	no	2921
770	Aluminium	13	4.0684	3	31.85	16.46	2.5777	60.96	1.20	3.38	56.68	42.78	77.71	True	no	222
771	Aluminium	36	6.7703	4	86.50	41.61	1.785	83.992	1.29	2.87	33.56	20.33	77.67	True	no	505
772	Aluminium	14	4.222	6	482.50	84.36	3.4801	68.569	0.38	0.76	188.65	42.13	77.66	True	no	990
773	Aluminium	16	4.5135	3	426.56	339.50	1.6955	134.94	0.37	0.71	36.61	17.70	77.65	True	no	3765
774	Aluminium	17	4.6524	3	5.59	339.94	1.338	154.69	0.48	1.24	245.88	26.10	77.63	True	no	3771
775	Aluminium	56	8.444	4	494.34	254.63	1.617	66.078	1.01	1.79	261.89	17.87	77.61	True	no	2852
776	Aluminium	16	4.5135	3	398.56	184.25	2.7483	9.6841	0.52	1.71	63.22	15.51	77.60	True	no	2133
777	Aluminium	12	3.9088	2	331.33	153.50	1.8574	90	0.53	1.42	4.88	41.99	77.59	True	no	1776
778	Aluminium	126	12.666	8	565.60	327.04	2.7529	58.338	0.81	2.56	203.59	34.61	77.58	True	no	3510
779	Aluminium	79	10.029	5	313.49	59.65	1.1047	75.431	0.70	1.44	345.26	41.88	77.56	True	no	697
780	Aluminium	35	6.6756	5	81.40	77.54	1.5993	61.882	0.98	1.59	193.09	17.26	77.54	True	no	907
781	Aluminium	22	5.2926	0	259.23	383.68	2.4463	66.61	1.38	3.44	218.65	14.18	77.53	True	no	4204
782	Aluminium	14	4.222	2	164.79	250.36	1.5664	86.437	1.07	1.88	13.42	18.58	77.52	True	no	2835
783	Aluminium	17	4.6524	2	270.00	43.12	1.839	80.715	1.15	3.68	144.98	26.51	77.51	True	no	540
784	Aluminium	56	8.444	5	427.77	41.36	1.3969	71.952	0.78	2.12	346.70	25.58	77.50	True	no	496
785	Aluminium	11	3.7424	2	15.45	0.18	7.1326	176.62	2.28	4.09	35.50	31.80	77.47	True	edge	0
786	Aluminium	26	5.7536	2	444.81	126.38	1.1752	9.4938	0.89	1.94	101.42	21.64	77.45	True	no	1479
787	Aluminium	27	5.8632	3	271.41	249.93	1.402	102.07	0.92	2.19	162.09	31.27	77.45	True	no	2823
788	Aluminium	29	6.0765	4	334.59	153.10	2.0277	87.326	0.89	1.86	5.76	43.18	77.41	True	no	1760
789	Aluminium	11	3.7424	1	199.73	41.82	2.7574	115.37	4.73	5.79	334.41	32.70	77.40	True	no	537
790	Aluminium	24	5.5279	3	328.58	37.75	3.4034	79.605	0.78	1.59	324.23	41.75	77.32	True	no	459
791	Aluminium	156	14.093	6	155.59	117.01	1.7759	51.663	1.68	3.43	213.22	33.68	77.29	True	no	1290
792	Aluminium	18	4.7873	2	112.83	110.11	3.701	85.61	1.01	1.71	31.52	45.32	77.28	True	no	1266
793	Aluminium	45	7.5694	3	518.73	382.78	1.1479	107.19	0.71	1.67	155.00	28.46	77.27	True	no	4200
794	Aluminium	15	4.3702	2	320.40	248.27	2.0146	90.781	0.42	0.67	280.98	33.64	77.27	True	no	2814
795	Aluminium	35	6.6756	3	221.46	21.83	2.6815	84.021	1.43	2.61	25.85	30.81	77.24	True	no	249
796	Aluminium	13	4.0684	2	4.54	255.77	3.8244	92.145	1.14	1.80	327.01	26.23	77.23	True	no	2881
797	Aluminium	17	4.6524	2	183.76	183.24	1.8678	104.6	0.88	1.54	227.99	27.80	77.22	True	no	2096
798	Aluminium	61	8.8129	5	231.18	102.70	2.7626	107.47	1.35	2.71	22.53	40.81	77.20	True	no	1136
799	Aluminium	19	4.9185	3	376.53	20.89	1.1366	48.797	0.66	1.02	344.40	7.26	77.13	True	no	296
800	Aluminium	11	3.7424	1	227.82	158.73	2.0974	22.108	0.94	1.74	358.73	35.79	77.13	True	no	1847
801	Aluminium	11	3.7424	3	379.45	340.64	2.6956	110.63	0.51	1.05	212.46	34.88	77.12	True	no	3777
802	Aluminium	28	5.9708	4	348.89	11.18	1.0555	42.643	0.41	1.32	197.97	25.95	77.10	True	no	173
803	Aluminium	83	10.28	4	555.40	134.81	2.4393	112.63	0.80	1.41	272.29	41.00	77.07	True	no	1516
804	Aluminium	66	9.167	2	90.44	324.83	2.3036	89.027	1.99	6.64	203.59	26.88	77.05	True	no	3560
805	Aluminium	36	6.7703	4	382.44	336.89	3.0744	81.358	0.96	2.07	212.10	34.34	77.01	True	no	3699
806	Aluminium	24	5.5279	4	86.75	76.25	1.0939	128.74	0.75	1.60	192.87	16.54	77.00	True	no	908
807	Aluminium	115	12.101	10	316.37	248.99	7.0084	95.742	4.96	7.80	345.07	25.09	76.99	True	no	2629
808	Aluminium	19	4.9185	4	548.74	257.21	2.8251	89.334	0.59	1.16	232.96	44.30	76.98	True	no	2901
809	Aluminium	53	8.2147	5	105.25	157.70	1.9426	89.102	1.27	2.80	340.59	18.69	76.95	True	no	1787
810	Aluminium	37	6.8637	6	87.32	16.24	4.0401	85.118	2.08	5.04	32.00	38.38	76.95	True	no	165
811	Aluminium	17	4.6524	3	9.82	17.76	1.7015	99.627	0.62	1.40	282.15	9.93	76.95	True	no	233
812	Aluminium	51	8.0582	5	465.16	395.47	3.1779	99.957	0.49	0.98	338.85	28.63	76.95	True	edge	4292
813	Aluminium	12	3.9088	2	427.33	197.17	1.675	111.96	0.54	1.19	156.68	34.20	76.93	True	no	2256
814	Aluminium	200	15.958	7	376.32	383.61	2.0661	98.227	0.82	2.40	91.47	30.92	76.89	True	no	4137
815	Aluminium	34	6.5795	3	432.44	156.65	1.7347	150.38	0.89	1.97	90.15	30.79	76.87	True	no	1807
816	Aluminium	31	6.2825	3	435.90	248.00	2.1988	84.244	0.64	1.02	106.44	40.35	76.83	True	no	2794
817	Aluminium	71	9.5079	5	57.49	91.56	1.6067	136.81	1.54	3.70	266.32	39.61	76.78	True	no	1057
818	Aluminium	13	4.0684	4	310.77	85.23	2.0386	141.65	0.59	1.36	343.68	41.81	76.78	True	no	1009
819	Aluminium	23	5.4115	4	89.26	212.43	1.5517	82.725	1.53	5.36	336.82	44.58	76.76	True	no	2389
820	Aluminium	10	3.5682	2	250.50	38.10	2.6978	78.097	0.92	1.39	94.71	37.20	76.76	True	no	478
821	Aluminium	29	6.0765	5	473.21	295.97	1.4275	133.75	0.51	1.51	276.55	21.42	76.74	True	no	3290
822	Aluminium	18	4.7873	3	200.39	78.22	3.861	90.721	0.65	1.40	353.91	42.31	76.73	True	no	899
823	Aluminium	117	12.205	4	19.99	229.77	1.8641	87.778	2.17	7.28	37.84	42.41	76.72	True	no	2525
824	Aluminium	13	4.0684	3	387.38	341.08	2.7928	92.726	0.78	1.03	88.22	30.76	76.72	True	no	3778
825	Aluminium	323	20.279	9	299.38	325.21	1.8087	95.897	1.57	7.89	34.11	41.21	76.70	True	no	3468
826	Aluminium	22	5.2926	3	526.68	98.68	1.3158	123.49	0.30	0.58	38.29	25.74	76.69	True	no	1163
827	Aluminium	11	3.7424	2	72.00	132.64	6.3669	89.271	1.27	2.62	198.98	18.89	76.69	True	no	1518
828	Aluminium	40	7.1365	4	168.88	73.43	1.262	79.732	1.94	3.85	47.60	41.32	76.68	True	no	865
829	Aluminium	56	8.444	5	272.02	292.93	1.9593	93.29	0.60	1.15	332.88	23.38	76.64	True	no	3234
830	Aluminium	22	5.2926	1	13.27	333.27	1.8196	88.662	4.06	7.45	219.50	38.23	76.61	True	no	3683
831	Aluminium	11	3.7424	2	479.73	82.45	2.0827	110.59	1.04	2.52	192.07	42.85	76.60	True	no	981
832	Aluminium	26	5.7536	3	400.96	211.35	3.0375	86.729	0.51	1.19	35.71	40.30	76.58	True	no	2370
833	Aluminium	49	7.8987	2	346.78	384.92	1.3962	99.182	0.90	1.93	229.44	19.12	76.54	True	no	4214
834	Aluminium	14	4.222	1	65.64	301.64	1.5826	118.62	0.58	1.17	47.45	44.35	76.54	True	no	3353
835	Aluminium	105	11.562	5	174.55	49.77	3.0698	88.493	1.64	3.09	47.32	29.19	76.52	True	no	548
836	Aluminium	18	4.7873	2	559.06	242.56	1.2566	33.976	0.65	2.47	177.33	22.11	76.50	True	no	2764
837	Aluminium	22	5.2926	3	463.77	115.14	1.512	85.968	0.59	1.54	33.76	45.06	76.50	True	no	1341
838	Aluminium	26	5.7536	4	382.23	378.15	6.6204	92.792	0.79	1.21	91.16	28.67	76.50	True	no	4129
839	Aluminium	61	8.8129	3	240.74	153.67	2.1527	77.727	1.41	3.82	28.92	27.20	76.47	True	no	1722
840	Aluminium	12	3.9088	2	349.00	374.50	3.6056	90	0.31	0.50	322.37	22.57	76.39	True	no	4102
841	Aluminium	19	4.9185	2	98.79	354.95	1.6957	93.212	1.46	2.51	4.45	35.66	76.38	True	no	3915
842	Aluminium	51	8.0582	3	319.55	2.76	1.5121	37.432	0.99	2.17	308.98	11.95	76.36	True	edge	32
843	Aluminium	32	6.3831	2	7.22	82.09	1.1068	124.4	1.99	4.53	356.95	44.95	76.33	True	no	946
844	Aluminium	51	8.0582	4	243.53	147.10	2.6775	117.35	0.87	1.41	28.28	26.38	76.33	True	no	1666
845	Aluminium	12	3.9088	3	228.67	315.08	2.6359	64.015	0.81	3.39	352.33	28.38	76.30	True	no	3492
846	Aluminium	22	5.2926	1	192.91	47.91	1.2729	120.22	3.40	5.90	41.49	39.02	76.29	True	no	595
847	Aluminium	29	6.0765	3	418.72	176.52	1.8327	94.436	0.79	1.44	157.75	24.29	76.29	True	no	2038
848	Aluminium	36	6.7703	6	269.50	298.28	1.8239	108.08	1.36	2.51	334.22	23.54	76.28	True	no	3276
849	Aluminium	59	8.6672	5	311.03	68.95	1.9015	92.269	0.78	1.61	345.68	41.90	76.25	True	no	782
850	Aluminium	13	4.0684	3	302.77	233.31	8.1176	85.84	0.51	0.70	359.52	26.94	76.24	True	no	2606
851	Aluminium	10	3.5682	1	438.90	247.20	2.1352	72.307	0.21	0.35	107.34	41.17	76.23	True	no	2802
852	Aluminium	18	4.7873	2	231.56	98.61	6.0727	93.675	0.77	1.60	24.09	41.60	76.21	True	no	1137
853	Aluminium	73	9.6409	4	165.74	213.70	1.8535	99.871	1.48	3.48	26.51	34.69	76.20	True	no	2374
854	Aluminium	60	8.7404	5	523.05	101.98	1.2987	101.02	0.72	1.60	38.98	25.68	76.17	True	no	1169
855	Aluminium	33	6.482	4	570.79	9.00	1.1484	72.582	0.65	1.45	294.11	15.59	76.16	True	no	115
856	Aluminium	12	3.9088	2	514.08	138.25	1.8497	4.8367	1.37	2.74	87.70	45.19	76.16	True	no	1632
857	Aluminium	27	5.8632	3	265.00	293.56	1.4824	108.9	0.38	0.89	280.01	23.48	76.15	True	no	3258
858	Aluminium	20	5.0463	4	291.90	250.55	2.3276	35.678	1.16	2.24	337.19	30.29	76.09	True	no	2842
859	Aluminium	29	6.0765	3	71.76	41.24	1.4344	90.79	1.00	1.57	174.82	16.08	76.08	True	no	504
860	Aluminium	77	9.9015	3	333.04	51.44	1.8346	76.899	0.66	1.80	174.91	21.42	76.07	True	no	604
861	Aluminium	10	3.5682	1	261.10	342.00	4.3822	86.517	0.61	1.07	224.38	25.77	76.03	True	no	3786
862	Aluminium	22	5.2926	1	430.27	203.64	1.7774	106.46	1.06	2.90	54.27	36.79	76.02	True	no	2308
863	Aluminium	25	5.6419	4	102.56	56.60	1.108	111.28	0.84	2.13	155.87	13.09	76.02	True	no	685
864	Aluminium	31	6.2825	4	277.68	102.10	1.7564	112.5	2.77	4.24	12.15	30.23	76.01	True	no	1175
865	Aluminium	29	6.0765	2	570.90	122.83	1.8839	161.74	0.35	0.76	2.58	9.01	75.97	True	no	1439
866	Aluminium	22	5.2926	1	51.55	141.00	1.8326	70.859	1.18	2.42	222.61	41.98	75.96	True	no	1634
867	Aluminium	15	4.3702	3	222.07	184.73	2.7068	78.709	0.64	1.25	317.80	42.04	75.96	True	no	2120
868	Aluminium	77	9.9015	4	364.14	341.91	2.4338	98.248	1.11	2.07	35.39	39.89	75.95	True	no	3728
869	Aluminium	462	24.254	9	37.05	349.32	1.9703	81.284	3.31	9.72	21.28	19.37	75.91	True	no	3693
870	Aluminium	45	7.5694	3	573.73	317.53	2.2776	78.41	0.65	2.14	204.62	34.70	75.89	True	no	3498
871	Aluminium	28	5.9708	2	70.43	331.89	3.3242	73.365	0.83	2.22	185.51	22.43	75.89	True	no	3647
872	Aluminium	219	16.698	4	402.71	175.06	1.5203	48.232	1.03	4.25	98.15	30.69	75.89	True	no	1956
873	Aluminium	36	6.7703	4	375.14	368.08	1.9071	61.721	1.17	2.46	348.86	36.17	75.85	True	no	4055
874	Aluminium	58	8.5935	3	313.41	244.14	1.3958	74.65	0.63	1.60	343.96	29.01	75.83	True	no	2740
875	Aluminium	250	17.841	8	102.02	368.70	1.9054	82.226	2.05	7.03	58.83	36.59	75.83	True	no	3964
876	Aluminium	11	3.7424	3	426.73	64.55	4.825	89.571	0.65	1.18	182.85	27.70	75.82	True	no	772
877	Aluminium	80	10.093	2	98.80	139.65	1.673	69.044	1.78	7.59	329.12	35.98	75.81	True	no	1575
878	Aluminium	24	5.5279	3	51.54	214.17	1.31	80.91	1.16	2.15	153.69	11.77	75.81	True	no	2417
879	Aluminium	12	3.9088	2	168.08	139.08	2.8742	67.392	0.71	1.53	115.28	10.35	75.79	True	no	1610
880	Aluminium	11	3.7424	2	579.27	153.64	1.8802	103.28	0.44	0.86	38.54	30.11	75.77	True	no	1796
881	Aluminium	30	6.1804	4	302.53	187.73	2.1586	90.593	0.65	1.42	43.56	42.49	75.76	True	no	2142
882	Aluminium	12	3.9088	1	324.25	93.75	1.7081	121.22	1.65	2.81	30.48	39.66	75.76	True	no	1123
883	Aluminium	21	5.1709	3	66.71	328.19	1.94	178.77	0.63	1.23	81.65	8.63	75.73	True	no	3646
884	Aluminium	25	5.6419	3	239.92	14.20	1.6169	112.74	1.18	2.76	223.86	29.55	75.72	True	no	193
885	Aluminium	38	6.9558	2	465.58	352.37	2.7735	101.96	0.39	1.01	166.82	29.40	75.70	True	no	3862
886	Aluminium	23	5.4115	3	444.78	240.09	1.9593	74.262	1.02	2.55	18.03	19.99	75.68	True	no	2697
