Nr.	Phase	Area [µm²]	d [µm]	l	Xcg	Ycg	Aspect ratio	Slope	GOS [°]	MOS [°]	Mean E1 [°]	Mean E2 [°]	Mean E3 [°]	In current dataset	Border grain	Grain ID
20	Aluminium	11	3.7424	2	306.45	6.55	2.2009	87.69	1.41	4.48	63.11	32.00	89.64	True	no	108
21	Aluminium	28	5.9708	3	7.29	346.71	2.5324	88.046	1.31	2.09	10.23	23.07	89.62	True	no	3807
22	Aluminium	12	3.9088	2	551.75	96.33	1.1477	70.195	0.84	1.48	214.59	43.16	89.62	True	no	1159
23	Aluminium	13	4.0684	2	182.77	251.23	2.4204	83.353	0.74	1.36	272.51	34.88	89.62	True	no	2836
24	Aluminium	25	5.6419	2	325.28	400.80	2.1037	0.38607	0.57	1.38	179.69	14.24	89.59	True	edge	4383
25	Aluminium	32	6.3831	4	105.09	186.47	1.9997	59.859	1.53	3.54	198.53	43.10	89.58	True	no	2128
26	Aluminium	14	4.222	2	307.43	105.50	4.1658	90	0.59	1.00	165.51	32.73	89.57	True	no	1225
27	Aluminium	10	3.5682	3	275.10	13.10	1.6572	82.312	0.54	0.95	18.75	29.20	89.57	True	no	195
28	Aluminium	11	3.7424	1	450.82	362.36	1.2603	27.892	0.61	1.29	85.73	34.42	89.57	True	no	4014
29	Aluminium	14	4.222	5	218.79	186.07	2.0592	97.707	0.57	1.30	262.77	19.59	89.57	True	no	2129
30	Aluminium	26	5.7536	3	86.88	338.31	1.4974	171.1	1.08	2.39	179.40	35.83	89.56	True	no	3738
31	Aluminium	23	5.4115	4	147.61	126.83	1.7905	103.74	1.01	2.03	195.96	39.40	89.54	True	no	1474
32	Aluminium	21	5.1709	2	360.67	164.86	3.9101	103.29	0.60	1.15	173.53	32.54	89.52	True	no	1894
33	Aluminium	11	3.7424	1	426.82	269.55	1.5054	48.972	0.44	0.86	188.36	40.08	89.52	True	no	3037
34	Aluminium	11	3.7424	1	135.27	309.36	4.5493	88.526	0.53	0.84	14.14	44.95	89.45	True	no	3423
35	Aluminium	11	3.7424	1	369.45	18.09	2.3913	97.079	0.70	1.32	88.79	15.87	89.44	True	no	254
36	Aluminium	23	5.4115	1	275.26	399.96	1.5006	59.477	1.37	2.56	20.63	41.96	89.43	True	edge	4360
37	Aluminium	53	8.2147	6	433.55	101.06	3.0156	92.543	0.53	1.57	338.13	27.38	89.40	True	no	1145
38	Aluminium	49	7.8987	4	550.90	312.90	1.366	84.04	0.66	1.25	332.81	29.15	89.36	True	no	3454
39	Aluminium	56	8.444	3	424.61	234.71	1.9496	83.247	0.87	3.84	351.12	33.35	89.36	True	no	2621
40	Aluminium	19	4.9185	1	171.84	394.79	2.2698	72.148	1.26	3.85	102.24	23.16	89.34	True	no	4314
41	Aluminium	13	4.0684	2	396.92	32.46	1.1336	30.595	0.88	1.59	225.91	34.85	89.30	True	no	436
42	Aluminium	184	15.306	4	186.20	379.84	1.6644	114.05	2.79	7.90	155.16	39.20	89.30	True	no	4087
43	Aluminium	80	10.093	3	392.71	123.00	2.4854	84.343	1.23	2.78	345.59	17.43	89.29	True	no	1350
44	Aluminium	292	19.282	9	511.34	288.64	1.8905	117.65	3.88	7.05	316.98	38.22	89.27	True	no	3073
45	Aluminium	29	6.0765	2	123.38	371.45	1.3039	51.55	0.64	1.52	331.23	40.53	89.26	True	no	4098
46	Aluminium	12	3.9088	2	581.25	234.75	2.132	101.31	0.27	0.45	344.68	32.84	89.25	True	no	2664
47	Aluminium	14	4.222	1	456.21	154.64	1.6133	64.039	3.42	6.36	88.76	26.09	89.25	True	no	1794
48	Aluminium	11	3.7424	3	48.91	231.00	1.5084	75.286	1.24	2.38	207.58	39.08	89.24	True	no	2611
49	Aluminium	21	5.1709	3	465.52	94.24	3.1091	94.283	0.92	1.96	205.27	43.77	89.23	True	no	1097
50	Aluminium	12	3.9088	1	582.33	201.67	1.9974	81.748	0.39	0.63	79.21	27.46	89.22	True	edge	2296
51	Aluminium	21	5.1709	2	582.19	272.76	3.2037	82.994	0.41	0.97	24.25	21.93	89.15	True	edge	3040
52	Aluminium	78	9.9656	5	33.62	228.91	1.5046	79.547	1.93	5.16	191.91	23.51	89.15	True	no	2546
53	Aluminium	18	4.7873	1	564.89	126.61	1.2569	86.453	0.29	0.54	339.32	34.25	89.14	True	no	1485
54	Aluminium	14	4.222	2	282.86	14.21	3.4651	106.19	0.75	2.12	215.17	41.46	89.09	True	no	185
55	Aluminium	96	11.056	4	184.23	354.11	1.5837	75.8	1.46	5.39	158.03	39.06	89.09	True	no	3852
56	Aluminium	18	4.7873	3	240.22	172.06	1.4038	73.295	0.57	1.03	349.39	29.47	89.06	True	no	1989
57	Aluminium	51	8.0582	3	575.22	219.69	2.1002	92.26	1.15	1.98	153.76	43.65	89.05	True	no	2454
58	Aluminium	25	5.6419	3	406.76	35.72	1.4566	23.265	1.00	2.04	226.26	13.99	89.04	True	no	448
59	Aluminium	27	5.8632	3	205.11	112.89	1.9193	85.166	0.75	1.25	200.50	38.49	89.03	True	no	1302
60	Aluminium	21	5.1709	3	333.05	258.52	1.4674	151.66	0.69	1.39	161.76	28.79	89.03	True	no	2922
61	Aluminium	27	5.8632	4	413.93	250.44	2.5699	91.676	0.84	1.85	94.65	34.01	89.01	True	no	2817
62	Aluminium	121	12.412	5	376.38	250.05	1.2717	131.44	1.50	5.35	205.29	34.34	89.01	True	no	2784
63	Aluminium	33	6.482	4	358.76	117.33	1.2996	150.26	1.65	3.81	211.06	41.06	89.01	True	no	1362
64	Aluminium	24	5.5279	5	541.46	111.29	1.2226	104.44	0.71	1.60	16.88	32.20	89.00	True	no	1300
65	Aluminium	54	8.2919	3	73.15	142.81	2.8121	89.737	1.10	2.59	215.60	40.99	88.99	True	no	1623
66	Aluminium	396	22.454	16	453.30	104.31	1.2162	113.55	1.30	4.46	143.44	38.93	88.99	True	no	1096
67	Aluminium	121	12.412	4	340.07	360.29	2.3508	89.845	1.05	2.89	326.09	39.94	88.98	True	no	3906
68	Aluminium	44	7.4848	3	224.59	248.57	1.4245	60.488	1.32	2.62	170.79	15.29	88.96	True	no	2789
69	Aluminium	21	5.1709	5	63.33	349.29	4.6256	89.022	1.67	3.02	145.06	40.32	88.93	True	no	3842
70	Aluminium	54	8.2919	4	153.13	323.52	2.2554	164.13	4.57	6.88	31.58	38.22	88.88	True	no	3577
71	Aluminium	41	7.2252	4	555.90	315.51	2.447	113.22	0.49	1.45	332.38	29.52	88.88	True	no	3455
72	Aluminium	18	4.7873	1	267.83	84.94	1.1867	33.447	0.72	1.49	336.10	41.90	88.86	True	no	1008
73	Aluminium	11	3.7424	2	369.45	92.45	1.437	135	0.84	1.36	17.94	18.21	88.86	True	no	1114
74	Aluminium	75	9.772	6	455.79	386.84	3.3864	88.998	0.57	1.90	129.89	38.66	88.86	True	no	4199
75	Aluminium	71	9.5079	5	88.04	237.52	1.4282	109.12	1.65	4.11	191.08	37.59	88.86	True	no	2647
76	Aluminium	55	8.3683	1	263.24	268.91	2.0615	96.795	0.97	3.09	295.32	18.04	88.85	True	no	2994
77	Aluminium	10	3.5682	2	206.10	226.90	1.6572	97.688	0.39	0.52	196.98	42.07	88.83	True	no	2572
78	Aluminium	12	3.9088	2	297.58	34.00	3.6095	90	0.59	1.32	232.51	25.13	88.82	True	no	432
79	Aluminium	101	11.34	5	70.04	218.71	1.5472	68.365	0.90	2.04	325.38	21.11	88.82	True	no	2427
80	Aluminium	64	9.027	4	355.19	213.77	1.3355	160.46	0.56	1.11	346.04	22.08	88.81	True	no	2397
81	Aluminium	30	6.1804	2	410.00	140.83	1.2872	72.144	0.98	2.29	165.45	22.88	88.80	True	no	1641
82	Aluminium	14	4.222	1	131.14	282.21	2.3442	89.291	1.00	2.39	330.19	39.35	88.79	True	no	3149
83	Aluminium	11	3.7424	3	306.45	31.27	3.2626	86.942	1.10	2.18	230.58	25.33	88.79	True	no	407
84	Aluminium	31	6.2825	2	159.84	87.00	4.2085	88.862	0.81	2.21	150.90	22.65	88.79	True	no	987
85	Aluminium	59	8.6672	6	581.00	242.19	6.5563	83.597	0.41	0.87	345.52	32.59	88.77	True	edge	2634
86	Aluminium	332	20.56	9	151.88	88.81	2.0951	74.224	1.39	4.72	150.90	25.00	88.77	True	no	917
87	Aluminium	15	4.3702	4	74.27	130.93	8.2564	93.949	1.31	4.02	187.99	19.09	88.75	True	no	1489
88	Aluminium	25	5.6419	4	483.52	149.24	3.2018	155.55	0.45	1.10	222.17	39.32	88.73	True	no	1739
89	Aluminium	10	3.5682	5	307.90	7.30	9.282	87.703	0.40	0.82	63.89	32.50	88.73	True	no	93
90	Aluminium	123	12.514	5	343.26	221.36	4.201	100.91	1.29	2.59	338.62	39.67	88.70	True	no	2377
91	Aluminium	69	9.373	4	434.93	44.35	2.4022	92.621	1.08	2.61	12.71	24.68	88.70	True	no	516
92	Aluminium	44	7.4848	2	100.59	85.57	2.6166	81.333	1.37	2.44	203.37	44.74	88.69	True	no	976
93	Aluminium	10	3.5682	1	175.70	261.10	1.0998	59.872	3.79	5.81	191.49	30.55	88.69	True	no	2962
94	Aluminium	68	9.3049	5	357.81	125.76	1.6316	90.422	0.73	2.15	141.90	32.34	88.65	True	no	1423
95	Aluminium	12	3.9088	1	138.67	223.17	2.6138	111.32	0.71	1.48	16.48	34.54	88.64	True	no	2529
96	Aluminium	17	4.6524	1	293.59	174.59	1.3944	70.432	0.95	2.47	337.86	39.79	88.63	True	no	2019
97	Aluminium	20	5.0463	5	446.65	83.40	1.7764	105.39	0.50	0.96	311.67	25.19	88.60	True	no	980
98	Aluminium	10	3.5682	2	127.90	55.80	1.3229	116.57	0.33	0.59	214.04	31.01	88.60	True	no	688
99	Aluminium	12	3.9088	3	419.58	239.83	1.1483	13.575	0.56	1.16	218.18	40.75	88.57	True	no	2725
100	Aluminium	23	5.4115	3	509.39	88.83	1.4283	79.988	0.54	1.11	280.59	44.96	88.57	True	no	1051
101	Aluminium	160	14.273	9	559.50	258.20	1.3941	69.567	0.58	1.88	154.90	39.79	88.55	True	no	2861
102	Aluminium	24	5.5279	3	347.04	288.33	1.732	94.7	0.47	0.91	329.70	38.98	88.53	True	no	3212
103	Aluminium	11	3.7424	3	354.09	121.18	10.825	88.037	1.73	2.28	141.37	31.80	88.51	True	no	1394
104	Aluminium	58	8.5935	5	12.31	284.10	1.9554	62.475	1.10	2.25	262.46	2.59	88.51	True	no	3119
105	Aluminium	16	4.5135	1	270.25	89.50	1.3663	90	0.68	1.31	43.16	44.76	88.50	True	no	1059
106	Aluminium	20	5.0463	3	275.95	90.25	1.2989	137.08	1.38	2.40	321.99	38.29	88.41	True	no	1076
107	Aluminium	14	4.222	2	121.86	120.07	1.6614	66.875	0.89	1.60	266.47	23.33	88.41	True	no	1403
108	Aluminium	12	3.9088	3	258.33	60.08	1.2393	34.722	1.30	2.43	228.18	33.58	88.41	True	no	750
109	Aluminium	28	5.9708	4	276.64	279.57	1.8981	84.212	0.53	1.90	242.88	32.36	88.38	True	no	3104
110	Aluminium	30	6.1804	3	575.03	301.97	1.3946	40.781	0.44	0.88	238.03	42.24	88.37	True	no	3351
111	Aluminium	11	3.7424	3	68.18	265.09	2.5707	87.839	1.17	2.01	22.45	39.72	88.31	True	no	2978
112	Aluminium	10	3.5682	1	54.10	1.20	1.3229	116.57	1.32	1.84	14.76	36.94	88.30	True	edge	4
113	Aluminium	41	7.2252	3	577.88	276.54	2.4511	108.62	0.62	1.16	197.50	37.90	88.30	True	no	3063
114	Aluminium	26	5.7536	4	140.81	221.81	2.2961	96.692	1.07	2.38	17.70	34.36	88.28	True	no	2495
115	Aluminium	30	6.1804	4	576.40	378.63	2.129	88.335	0.59	2.03	162.01	43.61	88.27	True	no	4150
116	Aluminium	146	13.634	3	335.55	243.98	1.6102	82.652	1.16	2.95	333.55	20.62	88.26	True	no	2694
117	Aluminium	28	5.9708	1	6.00	385.82	1.1664	67.609	1.77	3.40	201.79	41.44	88.19	True	no	4223
118	Aluminium	23	5.4115	3	388.22	154.39	3.13	91.433	0.81	1.53	203.83	28.53	88.18	True	no	1772
119	Aluminium	17	4.6524	2	376.12	240.00	1.5793	71.243	0.78	1.99	106.26	43.43	88.17	True	no	2723
120	Aluminium	10	3.5682	2	497.70	190.20	1.5562	129.12	1.47	2.98	263.14	17.15	88.17	True	no	2193
121	Aluminium	47	7.7358	2	81.40	390.13	1.2942	137.48	0.97	5.06	59.46	18.40	88.15	True	no	4267
122	Aluminium	19	4.9185	2	143.37	299.95	2.5726	92.807	1.41	2.79	48.26	44.19	88.14	True	no	3322
123	Aluminium	40	7.1365	5	564.75	340.13	1.268	70.168	0.79	1.67	177.67	12.54	88.14	True	no	3754
124	Aluminium	10	3.5682	2	376.90	355.30	9.282	87.703	0.54	0.91	22.47	38.53	88.13	True	no	3908
125	Aluminium	57	8.5191	5	142.75	252.35	1.4347	101.21	0.61	1.17	0.35	13.92	88.12	True	no	2807
126	Aluminium	12	3.9088	3	581.58	252.83	1.6139	17.137	0.17	0.29	346.04	32.90	88.09	True	edge	2871
127	Aluminium	10	3.5682	2	75.60	131.30	6.1657	99.526	0.76	1.22	187.68	18.69	88.09	True	no	1519
128	Aluminium	11	3.7424	3	546.55	313.73	3.2626	86.942	0.40	0.77	334.48	28.76	88.04	True	no	3480
129	Aluminium	16	4.5135	4	378.00	351.50	4.761	90	0.66	1.16	22.27	38.31	88.00	True	no	3833
130	Aluminium	28	5.9708	4	417.71	129.93	1.308	64.604	0.67	1.08	262.52	23.65	88.00	True	no	1515
131	Aluminium	27	5.8632	2	185.22	39.19	1.9933	70.959	0.58	1.23	164.17	36.56	87.97	True	no	475
132	Aluminium	52	8.1369	5	460.00	388.37	3.4587	88.92	0.52	1.13	130.42	38.32	87.96	True	no	4215
133	Aluminium	20	5.0463	3	119.05	195.50	2.4596	93.119	0.79	1.74	258.11	40.06	87.95	True	no	2220
134	Aluminium	63	8.9562	7	271.30	137.59	1.4401	69.467	1.04	2.52	194.12	13.72	87.93	True	no	1570
135	Aluminium	23	5.4115	2	389.04	140.61	1.3277	66.909	0.61	1.88	276.20	32.80	87.90	True	no	1639
136	Aluminium	52	8.1369	5	428.23	265.54	1.2614	117.1	0.77	1.94	189.12	39.99	87.86	True	no	2973
137	Aluminium	10	3.5682	2	578.50	382.10	1.7068	66.218	0.23	0.47	162.07	42.87	87.85	True	no	4208
138	Aluminium	29	6.0765	4	234.17	263.45	1.5953	88.195	2.24	4.95	263.32	10.48	87.85	True	no	2954
139	Aluminium	17	4.6524	2	486.65	338.53	2.5706	57.407	0.80	1.79	100.82	34.64	87.82	True	no	3732
140	Aluminium	26	5.7536	3	78.58	386.46	2.0695	43.76	0.83	1.44	59.79	17.39	87.76	True	no	4224
141	Aluminium	12	3.9088	3	182.42	228.67	1.1449	99.787	1.60	2.38	304.74	37.44	87.74	True	no	2595
142	Aluminium	32	6.3831	3	6.94	392.69	1.4566	132.79	2.47	4.79	145.77	42.66	87.74	True	no	4286
143	Aluminium	17	4.6524	1	370.18	252.53	2.2454	84.562	0.73	1.85	206.07	34.45	87.73	True	no	2849
144	Aluminium	98	11.17	7	81.39	228.82	1.3995	105.49	1.55	3.76	148.65	41.82	87.72	True	no	2526
145	Aluminium	22	5.2926	4	445.59	184.32	3.4191	96.321	1.84	4.28	32.63	40.35	87.71	True	no	2103
146	Aluminium	38	6.9558	3	558.39	322.89	1.5477	91.115	0.56	1.23	333.53	30.08	87.69	True	no	3573
147	Aluminium	24	5.5279	3	163.96	20.71	2.9376	98.222	0.89	2.20	345.73	26.33	87.69	True	no	246
148	Aluminium	12	3.9088	1	169.25	395.50	1.9926	81.69	1.20	2.54	103.65	24.83	87.69	True	no	4326
149	Aluminium	14	4.222	2	0.93	330.50	1.7991	82.466	0.60	1.01	302.87	40.30	87.67	True	edge	3662
150	Aluminium	21	5.1709	3	265.19	157.24	1.2436	133.98	1.21	3.01	202.24	43.22	87.62	True	no	1827
151	Aluminium	59	8.6672	2	581.05	322.63	2.5846	85.249	4.77	6.26	150.08	16.50	87.60	True	edge	3522
152	Aluminium	46	7.653	4	281.30	276.93	1.564	71.919	0.60	1.24	243.84	32.60	87.56	True	no	3082
153	Aluminium	32	6.3831	3	384.50	14.56	1.2255	105.53	0.67	1.31	281.56	32.75	87.55	True	no	198
154	Aluminium	10	3.5682	2	568.00	59.20	2.4354	64.33	0.43	0.73	217.11	44.11	87.51	True	no	730
155	Aluminium	10	3.5682	2	72.50	394.10	4.2611	98.246	1.32	2.40	180.42	37.05	87.49	True	no	4304
156	Aluminium	126	12.666	4	482.31	156.18	1.3711	98.432	0.70	1.55	224.13	39.67	87.47	True	no	1738
157	Aluminium	10	3.5682	1	312.50	259.00	1.633	153.43	0.35	0.61	77.26	7.60	87.47	True	no	2945
158	Aluminium	53	8.2147	2	577.94	308.53	1.3421	90.912	1.02	2.88	238.80	41.34	87.46	True	no	3380
159	Aluminium	35	6.6756	3	122.86	196.57	1.6237	99.483	1.14	1.88	259.63	42.81	87.46	True	no	2227
160	Aluminium	17	4.6524	3	48.71	395.94	2.5844	80.406	0.58	0.93	158.90	13.69	87.45	True	no	4311
161	Aluminium	106	11.617	3	434.43	234.75	1.8159	109.39	2.34	5.16	94.47	40.49	87.45	True	no	2599
162	Aluminium	88	10.585	6	378.07	51.67	1.3492	20.505	1.75	3.29	226.17	38.44	87.44	True	no	618
163	Aluminium	105	11.562	4	235.62	30.39	2.1543	98.887	0.89	2.10	8.05	36.35	87.43	True	no	339
164	Aluminium	117	12.205	7	322.75	159.42	1.3135	30.625	2.29	6.77	352.83	39.52	87.42	True	no	1805
165	Aluminium	44	7.4848	2	559.45	357.48	1.2967	100.93	0.58	1.35	84.45	23.94	87.38	True	no	3943
166	Aluminium	100	11.284	7	304.07	296.24	1.2696	85.111	1.12	3.12	332.11	42.98	87.33	True	no	3252
167	Aluminium	11	3.7424	2	127.00	281.55	2.4612	107.83	0.97	2.35	331.44	37.29	87.33	True	no	3141
168	Aluminium	29	6.0765	2	575.86	340.07	2.2132	55.521	0.67	1.33	208.10	38.35	87.32	True	no	3770
169	Aluminium	84	10.342	5	10.50	272.04	1.3965	165.48	1.70	3.37	208.89	36.90	87.30	True	no	3022
170	Aluminium	159	14.228	4	137.84	102.09	3.4721	89.725	1.36	4.19	163.97	32.71	87.25	True	no	1092
171	Aluminium	67	9.2362	3	371.43	165.04	1.8966	90.388	2.65	4.73	32.85	31.79	87.22	True	no	1871
172	Aluminium	36	6.7703	4	539.31	118.56	2.5939	48.876	0.51	1.17	18.32	31.21	87.20	True	no	1368
173	Aluminium	26	5.7536	4	304.31	33.15	2.4664	101.3	0.82	1.68	234.16	25.69	87.19	True	no	406
174	Aluminium	21	5.1709	1	372.38	37.90	1.2331	100.2	1.60	2.80	326.93	41.52	87.19	True	no	479
175	Aluminium	15	4.3702	0	510.07	1.60	1.1467	48.653	0.27	0.79	235.96	36.13	87.18	True	edge	57
176	Aluminium	75	9.772	5	494.11	68.89	1.455	65.764	1.00	2.24	30.76	26.11	87.15	True	no	801
177	Aluminium	16	4.5135	2	256.63	6.94	1.7329	174.03	0.89	1.63	272.14	30.94	87.15	True	no	133
178	Aluminium	19	4.9185	2	296.89	12.26	2.4963	95.404	1.20	2.54	24.39	41.35	87.12	True	no	172
179	Aluminium	33	6.482	3	173.58	350.27	3.8582	109.82	2.00	4.21	221.21	43.02	87.12	True	no	3829
180	Aluminium	11	3.7424	2	492.27	150.36	3.3968	78.379	0.53	0.95	81.99	26.43	87.12	True	no	1755
181	Aluminium	17	4.6524	2	7.41	3.12	1.2823	74.828	0.92	1.52	276.35	25.53	87.12	True	no	68
182	Aluminium	12	3.9088	2	113.42	365.00	3.6095	90	1.17	1.77	89.09	38.80	87.10	True	no	4016
183	Aluminium	19	4.9185	2	13.05	375.16	1.8693	123.77	1.01	2.05	162.37	42.93	87.09	True	no	4124
184	Aluminium	22	5.2926	2	284.82	13.05	2.3079	110.7	0.92	2.35	215.92	41.08	87.09	True	no	186
185	Aluminium	17	4.6524	2	342.29	288.47	3.4689	95.94	0.93	1.80	328.89	39.27	87.07	True	no	3211
186	Aluminium	19	4.9185	3	448.79	162.47	2.2646	126.71	3.17	6.68	43.25	44.86	87.00	True	no	1881
187	Aluminium	29	6.0765	1	385.93	167.97	1.664	52.04	0.89	1.86	229.66	33.88	86.96	True	no	1939
188	Aluminium	16	4.5135	4	25.94	253.25	1.1346	20.817	0.85	1.59	162.57	44.72	86.95	True	no	2862
189	Aluminium	40	7.1365	5	165.38	137.63	3.9433	80.94	1.20	2.03	103.73	9.57	86.95	True	no	1559
190	Aluminium	29	6.0765	3	18.41	217.38	1.0956	53.072	0.77	3.19	216.97	26.94	86.94	True	no	2455
191	Aluminium	20	5.0463	3	64.00	181.50	5.9161	90	0.70	1.71	33.95	41.49	86.93	True	no	2017
192	Aluminium	27	5.8632	5	136.37	371.41	1.9883	82.462	0.89	1.70	332.91	41.59	86.91	True	no	4086
193	Aluminium	29	6.0765	2	357.76	365.69	5.4173	94.955	1.16	2.14	319.53	36.53	86.90	True	no	3995
194	Aluminium	40	7.1365	4	17.08	244.35	3.8491	72.38	1.27	2.53	153.45	39.59	86.90	True	no	2715
195	Aluminium	13	4.0684	3	469.69	93.46	1.4165	83.78	0.58	0.98	206.03	44.76	86.89	True	no	1124
196	Aluminium	18	4.7873	2	472.89	357.00	1.8665	90	0.45	0.88	110.70	34.42	86.87	True	no	3941
197	Aluminium	17	4.6524	2	74.12	194.35	2.2872	49.202	0.82	1.78	261.97	30.61	86.84	True	no	2217
198	Aluminium	15	4.3702	3	184.27	234.93	3.2476	76.504	0.86	2.51	330.59	42.76	86.82	True	no	2639
199	Aluminium	14	4.222	5	127.86	51.86	1.8737	113.89	0.40	0.70	215.77	31.92	86.81	True	no	640
200	Aluminium	12	3.9088	1	503.25	83.75	1.2755	116.99	0.31	0.51	41.11	44.74	86.79	True	no	1006
201	Aluminium	52	8.1369	6	160.13	136.79	4.1624	76.498	1.71	3.49	105.18	9.69	86.78	True	no	1532
202	Aluminium	18	4.7873	3	538.39	114.89	1.7994	49.536	0.26	0.59	18.64	31.71	86.78	True	no	1354
203	Aluminium	10	3.5682	3	524.20	9.30	6.0127	88.32	0.35	0.65	334.50	35.84	86.77	True	no	137
204	Aluminium	31	6.2825	3	123.13	364.58	2.1666	103.87	1.24	2.33	330.99	40.21	86.77	True	no	3998
205	Aluminium	34	6.5795	4	237.62	111.50	4.2998	99.974	4.42	5.87	161.80	40.17	86.76	True	no	1250
206	Aluminium	38	6.9558	3	62.18	178.47	6.2244	94.783	0.83	2.46	34.48	41.99	86.75	True	no	2005
207	Aluminium	13	4.0684	2	113.54	328.15	2.094	97.294	0.39	0.82	24.15	18.81	86.72	True	no	3638
208	Aluminium	55	8.3683	4	96.60	219.73	2.1885	93.679	3.53	5.25	334.89	36.58	86.68	True	no	2447
209	Aluminium	20	5.0463	2	262.95	189.05	2.4333	93.209	1.16	3.05	210.52	34.79	86.68	True	no	2150
210	Aluminium	18	4.7873	3	141.44	340.39	2.1491	147.51	1.63	3.56	148.34	42.57	86.65	True	no	3757
211	Aluminium	19	4.9185	2	153.79	311.79	1.1479	21.726	0.91	1.62	193.77	24.70	86.64	True	no	3464
212	Aluminium	13	4.0684	3	149.15	238.38	3.8864	79.591	1.12	1.95	353.86	33.66	86.64	True	no	2673
213	Aluminium	225	16.926	8	502.48	75.74	1.5545	72.595	0.87	2.20	41.38	44.93	86.59	True	no	811
214	Aluminium	27	5.8632	3	9.89	208.89	3.3758	84.985	1.12	1.87	27.00	43.06	86.58	True	no	2347
215	Aluminium	31	6.2825	3	17.45	397.39	3.1001	74.132	1.53	3.63	22.06	44.47	86.57	True	edge	4309
216	Aluminium	29	6.0765	2	64.72	54.10	4.7977	82.494	2.02	4.76	339.42	24.82	86.56	True	no	632
217	Aluminium	32	6.3831	3	140.03	332.91	1.4938	116.69	0.77	1.68	282.96	6.04	86.54	True	no	3675
218	Aluminium	105	11.562	5	72.91	266.54	2.4386	98.442	1.24	3.18	23.83	39.73	86.51	True	no	2931
219	Aluminium	13	4.0684	0	203.23	137.62	2.4297	88.426	0.55	1.01	203.07	39.25	86.50	True	no	1595
220	Aluminium	34	6.5795	3	121.94	98.53	1.3121	21.083	1.31	1.91	125.82	39.27	86.48	True	no	1161
221	Aluminium	13	4.0684	3	479.62	354.54	1.695	77.475	0.77	1.28	210.96	39.09	86.47	True	no	3924
222	Aluminium	10	3.5682	3	446.80	89.50	1.5529	110.5	0.27	0.48	145.50	39.30	86.43	True	no	1080
223	Aluminium	12	3.9088	1	240.42	55.00	1.7836	47.212	0.59	1.06	176.90	27.32	86.42	True	no	680
224	Aluminium	21	5.1709	3	545.00	260.10	1.7212	117.5	0.36	0.66	228.20	35.53	86.41	True	no	2941
225	Aluminium	14	4.222	4	16.29	372.00	2.263	118.73	1.43	2.69	343.08	43.30	86.34	True	no	4097
226	Aluminium	69	9.373	4	302.71	12.93	1.7084	116.63	1.54	5.17	24.91	41.39	86.31	True	no	157
227	Aluminium	126	12.666	5	168.26	314.21	2.0079	111.63	3.36	9.24	223.27	40.98	86.28	True	no	3396
