Nr.	Phase	Area [µm²]	d [µm]	l	Xcg	Ycg	Aspect ratio	Slope	GOS [°]	MOS [°]	Mean E1 [°]	Mean E2 [°]	Mean E3 [°]	In current dataset	Border grain	Grain ID
59	Aluminium	49	7.8987	2	322.86	7.06	1.6924	97.265	0.93	1.80	2.34	51.46	40.35	True	no	58
60	Aluminium	13	4.0684	3	350.15	3.08	1.3339	16.236	0.59	1.51	37.39	43.83	54.35	True	no	59
61	Aluminium	51	8.0582	3	385.67	6.80	1.5511	79.367	0.40	1.35	202.28	33.57	83.62	True	no	60
62	Aluminium	20	5.0463	2	390.00	6.85	4.108	84.895	0.59	0.97	202.90	33.92	83.80	True	no	61
63	Aluminium	10	3.5682	2	391.30	5.30	4.11	70.011	0.30	0.56	203.12	33.73	83.75	True	no	62
64	Aluminium	55	8.3683	2	15.13	7.80	1.3909	82.81	1.10	2.35	6.77	41.71	81.47	True	no	63
65	Aluminium	52	8.1369	3	30.96	7.06	1.0869	51.994	1.55	2.84	320.06	43.59	3.49	True	no	64
66	Aluminium	20	5.0463	5	224.85	5.75	1.6375	115.67	0.43	0.84	264.07	13.81	7.64	True	no	65
67	Aluminium	26	5.7536	2	313.92	5.96	1.8051	56.144	0.46	1.11	15.91	48.43	34.16	True	no	66
68	Aluminium	13	4.0684	3	159.46	7.23	3.8244	92.145	0.50	0.71	175.18	46.26	40.71	True	no	67
69	Aluminium	10	3.5682	4	221.00	5.80	1.2649	90	0.41	0.60	209.50	44.35	87.11	True	no	68
70	Aluminium	18	4.7873	3	289.28	6.33	1.3666	53.336	0.65	1.41	272.58	23.23	7.65	True	no	69
71	Aluminium	24	5.5279	2	297.96	8.75	2.7824	80.635	0.60	1.33	130.87	33.83	26.24	True	no	70
72	Aluminium	18	4.7873	3	19.50	8.56	3.3917	85.932	1.19	1.93	299.39	13.92	41.49	True	no	71
73	Aluminium	16	4.5135	1	139.63	7.38	1.7488	67.903	0.41	0.99	7.88	50.97	40.84	True	no	72
74	Aluminium	13	4.0684	1	177.92	8.69	3.922	104.49	0.47	0.78	235.76	28.17	56.30	True	no	73
75	Aluminium	17	4.6524	2	219.41	8.71	1.6855	98.248	0.33	1.13	210.65	44.53	86.01	True	no	74
76	Aluminium	80	10.093	6	260.84	12.80	2.7733	93.532	0.78	1.47	7.41	52.55	41.35	True	no	75
77	Aluminium	27	5.8632	4	281.00	9.00	2.6723	105.02	1.61	2.95	124.51	26.37	3.62	True	no	76
78	Aluminium	92	10.823	7	334.80	18.57	2.3729	86.942	1.02	2.14	202.76	45.94	28.68	True	no	77
79	Aluminium	27	5.8632	4	23.26	9.52	1.8175	59.589	1.22	2.04	15.72	29.19	1.05	True	no	78
80	Aluminium	19	4.9185	2	148.47	9.37	2.1086	83.38	0.40	0.84	221.35	44.73	81.51	True	no	79
81	Aluminium	33	6.482	6	159.21	12.79	2.6418	103.95	0.61	1.25	175.12	45.70	40.02	True	no	80
82	Aluminium	14	4.222	1	184.57	9.50	4.1658	90	0.50	0.87	252.93	37.25	24.89	True	no	81
83	Aluminium	19	4.9185	4	186.79	9.89	2.7051	94.753	0.56	0.89	253.39	39.10	24.77	True	no	82
84	Aluminium	38	6.9558	2	245.42	10.03	1.5552	75.594	0.86	1.79	49.17	44.40	16.97	True	no	83
85	Aluminium	33	6.482	3	337.30	11.64	2.5461	91.962	0.68	1.90	204.14	45.51	26.85	True	no	84
86	Aluminium	46	7.653	2	343.00	11.37	2.2148	90.386	0.71	1.86	349.26	38.45	45.82	True	no	85
87	Aluminium	79	10.029	5	354.32	12.16	1.6099	100.39	1.09	2.47	183.53	13.14	68.10	True	no	86
88	Aluminium	34	6.5795	3	200.21	11.32	2.2155	88.899	0.53	1.39	323.49	25.23	21.46	True	no	87
89	Aluminium	44	7.4848	5	204.55	12.48	2.2202	90.101	0.78	1.65	129.53	43.94	29.95	True	no	88
90	Aluminium	26	5.7536	5	222.77	10.58	1.6978	63.227	0.56	1.07	37.16	36.90	85.52	True	no	89
91	Aluminium	22	5.2926	2	264.36	12.77	7.8354	87.955	0.51	1.14	6.71	53.20	42.96	True	no	90
92	Aluminium	16	4.5135	3	283.88	11.25	4.2592	104.69	0.45	0.86	120.82	28.28	6.84	True	no	91
93	Aluminium	15	4.3702	2	290.67	9.13	1.0716	49.265	0.71	1.34	269.11	24.06	11.57	True	no	92
94	Aluminium	19	4.9185	3	332.47	11.95	4.5515	78.381	0.49	1.07	202.92	44.93	28.03	True	no	93
95	Aluminium	22	5.2926	3	381.36	10.14	1.8571	95.609	0.54	0.88	200.92	33.17	85.86	True	no	94
96	Aluminium	28	5.9708	3	10.86	13.18	2.8157	86.17	1.17	3.48	18.10	52.94	41.05	True	no	95
97	Aluminium	36	6.7703	3	99.86	14.61	1.992	103.01	0.48	1.65	253.15	36.10	79.14	True	no	96
98	Aluminium	26	5.7536	5	145.62	12.15	1.8906	99.452	0.80	2.28	203.78	43.30	2.47	True	no	97
99	Aluminium	13	4.0684	3	207.31	12.15	5.3223	91.058	0.44	0.95	129.86	44.62	28.91	True	no	98
100	Aluminium	12	3.9088	2	257.25	10.67	2.2821	75.749	0.57	1.43	242.03	51.78	50.50	True	no	99
101	Aluminium	25	5.6419	6	340.32	16.52	4.5059	90.434	0.61	1.09	201.55	45.37	29.79	True	no	100
102	Aluminium	21	5.1709	3	118.43	13.81	4.1254	90.672	1.37	3.42	347.08	38.62	62.59	True	no	101
103	Aluminium	13	4.0684	1	135.62	10.62	1.1737	135	0.75	1.53	298.00	14.97	70.62	True	no	102
104	Aluminium	35	6.6756	3	239.80	12.54	1.7276	116.05	0.78	1.84	178.19	42.85	72.94	True	no	103
105	Aluminium	329	20.467	11	250.73	22.43	1.4475	71.867	1.24	3.12	259.98	44.10	13.91	True	no	104
106	Aluminium	17	4.6524	4	377.59	12.53	2.5131	58.653	1.30	3.06	339.35	42.35	24.38	True	no	105
107	Aluminium	15	4.3702	1	57.53	13.40	4.598	97.286	0.92	1.81	326.76	44.15	10.18	True	no	106
108	Aluminium	20	5.0463	2	60.70	14.90	3.6351	95.982	0.43	1.04	162.34	44.95	77.21	True	no	107
109	Aluminium	26	5.7536	2	77.58	13.15	1.5213	58.557	1.11	2.06	46.58	44.31	0.12	True	no	108
110	Aluminium	10	3.5682	2	105.90	13.70	9.282	92.297	0.37	0.51	57.96	35.76	39.03	True	no	109
111	Aluminium	13	4.0684	3	226.15	12.08	1.6172	39.523	0.43	1.09	344.12	35.90	55.40	True	no	110
112	Aluminium	169	14.669	7	171.24	20.78	1.7397	63.348	1.21	3.40	279.47	4.15	54.66	True	no	111
113	Aluminium	117	12.205	6	182.75	25.80	2.4738	99.799	1.46	3.48	330.02	36.09	27.73	True	no	112
114	Aluminium	11	3.7424	1	275.36	11.91	1.1978	161.57	0.61	0.98	41.41	37.48	54.43	True	no	113
115	Aluminium	31	6.2825	3	279.77	16.19	3.144	97.205	1.83	2.67	359.18	34.25	75.62	True	no	114
116	Aluminium	18	4.7873	3	287.17	14.28	2.711	97.98	0.81	1.49	221.43	9.26	18.06	True	no	115
117	Aluminium	41	7.2252	5	296.63	16.34	1.7501	109.92	0.79	2.48	25.31	24.09	68.04	True	no	116
118	Aluminium	16	4.5135	1	348.13	13.31	2.2023	95.355	0.42	0.66	189.17	40.08	0.93	True	no	117
119	Aluminium	90	10.705	4	363.42	17.81	2.1768	109.41	0.69	1.52	182.96	13.77	68.83	True	no	118
120	Aluminium	11	3.7424	1	404.27	13.27	1.6779	80.008	0.35	0.71	280.40	24.28	12.03	True	no	119
121	Aluminium	18	4.7873	0	407.28	17.11	5.1156	79.195	1.09	2.00	288.15	39.52	89.80	True	edge	120
122	Aluminium	10	3.5682	1	26.60	14.40	2.2643	81.65	0.45	0.82	51.35	32.29	86.41	True	no	121
123	Aluminium	42	7.3127	5	35.60	15.57	1.3404	65.509	1.70	4.24	154.60	49.30	50.23	True	no	122
124	Aluminium	12	3.9088	2	80.33	13.08	1.2393	34.722	0.46	0.97	47.98	44.37	87.64	True	no	123
125	Aluminium	74	9.7067	3	136.93	18.12	2.0302	83.66	0.95	2.30	331.51	34.60	0.41	True	no	124
126	Aluminium	33	6.482	3	151.94	15.76	1.1175	72.249	0.61	1.52	139.47	45.25	22.47	True	no	125
127	Aluminium	20	5.0463	3	179.15	15.80	2.5635	87.172	0.63	1.16	328.47	37.40	29.81	True	no	126
128	Aluminium	58	8.5935	4	214.03	18.00	2.1544	68.277	0.98	2.00	34.65	40.48	74.60	True	no	127
129	Aluminium	22	5.2926	2	217.41	18.64	3.1578	73.511	0.49	1.28	34.02	39.56	76.48	True	no	128
130	Aluminium	23	5.4115	3	229.83	16.70	3.1078	99.165	0.59	1.11	235.54	38.67	36.90	True	no	129
131	Aluminium	23	5.4115	4	290.61	17.00	1.6547	110.17	1.15	1.75	229.42	10.81	9.33	True	no	130
132	Aluminium	12	3.9088	2	290.75	15.00	3.6909	96.165	0.65	1.17	230.66	10.66	7.95	True	no	131
133	Aluminium	46	7.653	3	319.85	17.87	2.5104	91.777	0.51	1.08	35.97	49.46	32.81	True	no	132
134	Aluminium	16	4.5135	3	359.31	18.00	6.6107	108.88	0.93	1.32	181.77	13.74	69.55	True	no	133
135	Aluminium	15	4.3702	1	386.33	14.00	1.2299	54.217	0.57	1.08	320.65	40.16	5.02	True	no	134
136	Aluminium	46	7.653	4	17.85	17.54	1.533	75.984	0.96	2.97	205.49	22.61	80.56	True	no	135
137	Aluminium	10	3.5682	1	23.30	14.70	1.9819	89.523	0.58	0.83	49.95	30.69	88.87	True	no	136
138	Aluminium	11	3.7424	1	56.64	15.91	3.8173	91.061	0.54	1.24	328.82	43.52	7.79	True	no	137
139	Aluminium	25	5.6419	2	108.72	15.88	1.3773	119.07	0.51	1.22	59.62	35.73	37.16	True	no	138
140	Aluminium	22	5.2926	2	129.68	15.64	1.213	62.181	0.90	1.77	129.83	19.72	27.56	True	no	139
141	Aluminium	26	5.7536	4	195.92	16.23	1.8965	56.305	0.76	1.66	34.36	44.65	87.42	True	no	140
142	Aluminium	15	4.3702	2	210.00	16.00	2.618	84.848	0.78	1.53	33.11	40.54	75.30	True	no	141
143	Aluminium	137	13.207	7	235.61	28.20	2.3637	95.137	1.83	4.40	228.92	27.74	44.52	True	no	142
144	Aluminium	44	7.4848	4	237.27	19.61	2.6013	103.31	0.80	1.75	232.78	28.80	41.02	True	no	143
145	Aluminium	70	9.4407	4	326.69	17.66	1.4887	71.085	0.65	1.82	264.32	31.45	18.81	True	no	144
146	Aluminium	13	4.0684	2	401.92	15.77	4.0554	108.79	0.23	0.44	125.35	32.05	28.20	True	no	145
147	Aluminium	28	5.9708	1	91.71	17.18	1.2011	97.851	0.92	2.60	248.01	34.92	84.83	True	no	146
148	Aluminium	18	4.7873	2	157.94	17.78	1.8271	115.17	0.70	1.26	174.17	45.88	39.84	True	no	147
149	Aluminium	27	5.8632	4	185.70	19.33	2.8346	102.91	0.95	1.79	175.80	22.53	81.17	True	no	148
150	Aluminium	14	4.222	2	187.57	18.93	4.6844	101.32	0.58	1.02	180.44	22.60	76.31	True	no	149
151	Aluminium	34	6.5795	3	222.35	17.68	1.3863	86.197	0.90	2.26	55.96	35.25	58.76	True	no	150
152	Aluminium	15	4.3702	2	282.53	17.40	3.3052	87.748	0.59	1.25	1.40	34.91	71.60	True	no	151
153	Aluminium	22	5.2926	2	301.14	16.18	1.5352	107.14	0.41	1.01	126.83	34.01	30.11	True	no	152
154	Aluminium	37	6.8637	3	386.43	17.92	1.3867	37.99	0.84	1.90	321.90	40.35	3.07	True	no	153
155	Aluminium	15	4.3702	3	40.67	16.73	1.1999	174.12	0.30	0.64	348.86	50.01	49.63	True	no	154
156	Aluminium	18	4.7873	3	64.56	17.44	2.135	94.047	1.08	2.30	84.68	43.98	2.78	True	no	155
157	Aluminium	50	7.9788	3	71.66	20.58	1.4625	78.826	2.47	4.91	138.64	39.32	20.98	True	no	156
158	Aluminium	15	4.3702	2	81.60	18.60	3.328	88.569	0.83	1.43	15.10	35.95	82.11	True	no	157
159	Aluminium	22	5.2926	2	228.00	21.23	3.6342	87.956	1.03	2.16	234.00	38.45	37.79	True	no	158
160	Aluminium	12	3.9088	2	240.08	16.42	1.9127	118.3	0.45	1.05	177.05	43.77	73.26	True	no	159
161	Aluminium	49	7.8987	3	276.90	20.45	1.9542	86.767	1.27	2.97	0.18	33.31	75.25	True	no	160
162	Aluminium	48	7.8176	5	370.63	20.35	2.6164	68.691	0.83	1.81	84.94	6.89	66.38	True	no	161
163	Aluminium	114	12.048	7	398.54	21.02	2.2664	121.7	0.54	1.37	124.54	32.73	28.90	True	no	162
164	Aluminium	17	4.6524	2	1.47	17.53	1.3471	41.065	0.57	0.87	237.57	12.10	34.39	True	edge	163
165	Aluminium	58	8.5935	6	12.41	21.78	1.3731	93.916	1.20	2.17	95.02	10.70	84.81	True	no	164
166	Aluminium	26	5.7536	3	26.23	20.27	2.0748	76.071	1.30	2.80	203.75	49.02	33.61	True	no	165
167	Aluminium	25	5.6419	4	29.80	19.00	2.3177	59.938	0.72	2.14	201.20	48.86	36.14	True	no	166
168	Aluminium	20	5.0463	5	79.00	19.35	1.654	108	0.95	2.09	14.08	34.69	83.50	True	no	167
169	Aluminium	162	14.362	6	143.73	26.38	2.0204	96.846	0.82	3.28	28.40	47.23	23.47	True	no	168
170	Aluminium	34	6.5795	4	148.59	20.59	2.3623	103.77	0.56	1.12	240.71	46.76	68.27	True	no	169
171	Aluminium	13	4.0684	4	162.08	18.92	2.0111	95.867	0.50	0.83	264.47	38.71	77.24	True	no	170
172	Aluminium	92	10.823	7	204.16	24.73	3.7204	108.06	1.75	3.33	215.50	31.00	79.62	True	no	171
173	Aluminium	50	7.9788	3	314.68	20.90	1.9859	107.13	1.07	2.26	158.19	45.08	45.15	True	no	172
174	Aluminium	187	15.43	7	348.44	26.15	1.6944	95.128	0.82	1.88	204.29	23.88	69.69	True	no	173
175	Aluminium	19	4.9185	4	376.11	19.58	2.7248	85.87	0.48	0.65	231.91	41.37	67.32	True	no	174
176	Aluminium	224	16.888	7	380.43	30.70	2.4572	91.988	0.67	1.40	229.83	40.32	69.52	True	no	175
177	Aluminium	69	9.373	7	123.00	22.51	1.8357	87.569	2.59	4.54	232.51	27.55	58.66	True	no	176
178	Aluminium	65	9.0973	6	288.37	24.66	2.5574	95.064	1.08	2.03	236.69	10.53	1.61	True	no	177
179	Aluminium	63	8.9562	5	304.67	25.46	3.0063	88.477	1.47	3.01	202.49	44.52	13.39	True	no	178
180	Aluminium	23	5.4115	2	21.61	21.17	2.0487	102.2	1.22	2.52	190.92	47.37	60.06	True	no	179
181	Aluminium	10	3.5682	3	42.60	18.90	3.6457	179.03	0.51	0.91	350.13	49.47	48.13	True	no	180
182	Aluminium	11	3.7424	1	53.45	21.18	3.9455	97.413	0.56	0.89	327.19	45.94	18.09	True	no	181
183	Aluminium	11	3.7424	3	95.18	19.82	2.1106	45	0.26	0.61	169.93	14.42	17.60	True	no	182
184	Aluminium	10	3.5682	2	129.60	19.50	2.187	127.25	0.84	1.43	125.09	19.10	33.11	True	no	183
185	Aluminium	44	7.4848	3	309.59	22.02	1.5789	96.97	0.84	2.54	330.90	38.57	4.24	True	no	184
186	Aluminium	70	9.4407	4	3.26	25.29	1.4928	84.793	1.44	3.19	182.04	41.82	43.49	True	edge	185
187	Aluminium	29	6.0765	5	36.79	23.86	2.867	83.918	0.63	1.27	190.77	11.02	75.50	True	no	186
188	Aluminium	36	6.7703	5	85.25	23.06	1.2161	79.984	1.31	2.18	324.01	47.49	25.19	True	no	187
189	Aluminium	12	3.9088	2	98.50	20.25	1.2539	16.138	0.26	0.42	166.97	14.82	20.03	True	no	188
190	Aluminium	57	8.5191	5	356.88	24.44	1.9285	101.75	0.63	1.48	149.26	31.00	66.10	True	no	189
191	Aluminium	11	3.7424	2	371.91	23.00	7.04	82.543	0.31	0.66	87.37	6.44	64.06	True	no	190
192	Aluminium	14	4.222	5	373.57	22.93	4.4197	86.713	0.45	0.75	85.79	5.29	65.60	True	no	191
193	Aluminium	17	4.6524	2	7.65	23.41	3.0735	91.271	0.89	2.66	187.16	40.81	36.77	True	no	192
194	Aluminium	18	4.7873	2	30.67	22.72	1.4732	69.75	0.56	0.99	175.14	10.44	1.88	True	no	193
195	Aluminium	39	7.0467	5	33.26	25.28	2.6204	79.789	0.60	1.94	184.23	10.66	82.33	True	no	194
196	Aluminium	91	10.764	7	43.24	27.44	2.2759	94.633	1.91	3.74	353.43	47.86	43.83	True	no	195
197	Aluminium	17	4.6524	3	56.06	22.71	2.3893	101.11	0.54	1.55	45.41	29.25	47.22	True	no	196
198	Aluminium	12	3.9088	1	60.33	22.25	1.9302	113.01	0.60	1.05	52.85	30.70	38.01	True	no	197
199	Aluminium	12	3.9088	2	66.58	22.33	2.0023	114.31	0.42	0.94	207.89	39.12	89.34	True	no	198
200	Aluminium	10	3.5682	2	105.40	22.70	4.4712	81.044	0.54	0.83	182.29	22.84	9.51	True	no	199
201	Aluminium	11	3.7424	2	107.00	22.91	3.1305	77.036	0.54	1.03	180.15	22.42	11.81	True	no	200
202	Aluminium	44	7.4848	3	193.61	24.91	2.1957	65.995	0.97	1.72	279.36	34.53	2.15	True	no	201
203	Aluminium	10	3.5682	4	300.10	22.50	2.9881	108.23	0.81	1.26	328.58	44.74	4.05	True	no	202
204	Aluminium	17	4.6524	4	322.47	22.59	1.9573	106.1	0.49	0.75	260.76	49.35	57.31	True	no	203
205	Aluminium	15	4.3702	2	75.60	24.53	3.2992	81.843	1.04	1.99	294.84	41.52	74.19	True	no	204
206	Aluminium	17	4.6524	4	103.88	25.71	5.9271	95.593	0.81	1.70	186.06	23.40	4.38	True	no	205
207	Aluminium	117	12.205	4	113.85	26.38	1.4141	39.348	1.50	6.16	198.82	26.43	59.77	True	no	206
208	Aluminium	70	9.4407	4	210.33	29.87	3.1464	96.627	1.24	2.58	217.43	31.57	77.84	True	no	207
209	Aluminium	25	5.6419	3	224.12	24.20	1.3287	103.39	1.42	3.71	62.00	34.21	77.09	True	no	208
210	Aluminium	19	4.9185	3	297.89	24.63	2.6505	99.085	0.69	1.24	143.22	40.89	32.58	True	no	209
211	Aluminium	75	9.772	3	388.81	27.81	2.3172	93.268	1.05	2.27	351.19	40.82	75.87	True	no	210
212	Aluminium	10	3.5682	3	395.60	24.40	2.8664	83.175	0.49	0.92	159.44	48.46	39.09	True	no	211
213	Aluminium	17	4.6524	1	77.29	26.29	3.8656	82.87	1.04	2.61	299.12	40.72	70.96	True	no	212
214	Aluminium	97	11.113	3	97.09	26.89	1.5302	163.65	1.37	9.90	187.68	22.74	1.92	True	no	213
215	Aluminium	17	4.6524	3	126.35	26.12	2.8553	76.935	0.61	1.37	210.18	7.25	77.32	True	no	214
216	Aluminium	325	20.342	10	153.39	38.79	2.1004	86.54	1.47	3.62	105.04	42.05	66.45	True	no	215
217	Aluminium	16	4.5135	4	161.69	25.25	4.0275	80.15	4.16	5.86	195.44	23.58	66.64	True	no	216
218	Aluminium	19	4.9185	2	176.58	25.05	1.8481	72.544	0.24	0.50	359.54	32.88	16.42	True	no	217
219	Aluminium	10	3.5682	1	263.70	24.40	2.1506	94.764	0.26	0.61	178.38	22.29	87.64	True	no	218
220	Aluminium	136	13.159	7	266.56	28.46	1.1794	24.403	1.72	3.04	172.51	21.18	4.07	True	no	219
221	Aluminium	46	7.653	5	18.00	26.83	1.1744	90	0.83	1.69	307.30	36.74	13.20	True	no	220
222	Aluminium	24	5.5279	2	41.50	25.00	1.6593	23.318	0.80	1.47	354.12	49.05	43.66	True	no	221
223	Aluminium	21	5.1709	2	158.81	25.48	1.7247	102.56	0.48	0.91	194.30	23.49	63.99	True	no	222
224	Aluminium	40	7.1365	4	188.18	27.60	2.492	115.54	0.82	1.31	330.64	35.13	26.24	True	no	223
225	Aluminium	72	9.5746	4	339.88	28.35	1.444	88.593	0.69	1.46	156.83	37.45	41.52	True	no	224
226	Aluminium	10	3.5682	2	404.90	25.10	1.6572	97.688	0.49	0.82	42.78	38.53	84.36	True	no	225
227	Aluminium	102	11.396	7	26.75	30.39	1.3731	119.76	0.80	2.08	21.65	29.20	82.73	True	no	226
228	Aluminium	42	7.3127	1	51.21	28.21	1.2103	147.42	1.39	3.25	29.25	42.37	0.76	True	no	227
229	Aluminium	24	5.5279	2	200.50	26.04	1.0977	17.689	0.46	0.96	10.81	13.31	8.84	True	no	228
230	Aluminium	15	4.3702	3	284.00	26.33	1.6293	138.17	1.24	7.94	13.37	10.06	55.88	True	no	229
